Start |2021-11-20-18:11:50.6966405-05:00
149|1058|2021-11-20-18:11:50.7048551-05:00
472|1058|2021-11-20-18:11:50.7048863-05:00
538|1058|2021-11-20-18:11:50.7049057-05:00
1578|57|2021-11-20-18:11:50.7049277-05:00
1592|763|2021-11-20-18:11:50.7049594-05:00
571|159|2021-11-20-18:11:50.7049836-05:00
265|38|2021-11-20-18:11:50.7050012-05:00
1270|724|2021-11-20-18:11:50.7050190-05:00
911|1031|2021-11-20-18:11:50.7050364-05:00
843|419|2021-11-20-18:11:50.7050536-05:00
1085|904|2021-11-20-18:11:50.7050709-05:00
640|488|2021-11-20-18:11:50.7050882-05:00
172|720|2021-11-20-18:11:50.7051056-05:00
1101|1026|2021-11-20-18:11:50.7051230-05:00
1109|1028|2021-11-20-18:11:50.7051406-05:00
1332|1031|2021-11-20-18:11:50.7051585-05:00
928|1041|2021-11-20-18:11:50.7051763-05:00
207|61|2021-11-20-18:11:50.7051942-05:00
13|719|2021-11-20-18:11:50.7052117-05:00
1294|277|2021-11-20-18:11:50.7052292-05:00
236|592|2021-11-20-18:11:50.7052471-05:00
859|1031|2021-11-20-18:11:50.7052645-05:00
317|878|2021-11-20-18:11:50.7052821-05:00
768|882|2021-11-20-18:11:50.7052996-05:00
1770|631|2021-11-20-18:11:50.7053171-05:00
1935|218|2021-11-20-18:11:50.7053353-05:00
1450|416|2021-11-20-18:11:50.7053529-05:00
180|1026|2021-11-20-18:11:50.7053703-05:00
367|1026|2021-11-20-18:11:50.7053877-05:00
1512|1026|2021-11-20-18:11:50.7054096-05:00
1751|249|2021-11-20-18:11:50.7054277-05:00
773|326|2021-11-20-18:11:50.7054502-05:00
1695|1017|2021-11-20-18:11:50.7054683-05:00
101|1017|2021-11-20-18:11:50.7054862-05:00
1889|137|2021-11-20-18:11:50.7055099-05:00
1635|1017|2021-11-20-18:11:50.7055284-05:00
795|863|2021-11-20-18:11:50.7055464-05:00
1237|1011|2021-11-20-18:11:50.7055639-05:00
1114|151|2021-11-20-18:11:50.7055823-05:00
515|1017|2021-11-20-18:11:50.7056126-05:00
1211|1017|2021-11-20-18:11:50.7056422-05:00
234|1026|2021-11-20-18:11:50.7056680-05:00
1593|1028|2021-11-20-18:11:50.7056933-05:00
1683|1031|2021-11-20-18:11:50.7057202-05:00
1528|356|2021-11-20-18:11:50.7057466-05:00
1845|1024|2021-11-20-18:11:50.7057759-05:00
1677|214|2021-11-20-18:11:50.7058048-05:00
1873|1031|2021-11-20-18:11:50.7058337-05:00
1687|817|2021-11-20-18:11:50.7058629-05:00
764|1028|2021-11-20-18:11:50.7058919-05:00
306|713|2021-11-20-18:11:50.7059211-05:00
442|1026|2021-11-20-18:11:50.7059499-05:00
717|589|2021-11-20-18:11:50.7059791-05:00
1456|815|2021-11-20-18:11:50.7060083-05:00
1087|1024|2021-11-20-18:11:50.7060360-05:00
1288|363|2021-11-20-18:11:50.7060630-05:00
158|735|2021-11-20-18:11:50.7060884-05:00
1785|1017|2021-11-20-18:11:50.7061215-05:00
1815|846|2021-11-20-18:11:50.7061531-05:00
1654|1017|2021-11-20-18:11:50.7061832-05:00
1133|833|2021-11-20-18:11:50.7062111-05:00
85|1024|2021-11-20-18:11:50.7062381-05:00
885|668|2021-11-20-18:11:50.7062655-05:00
1409|1024|2021-11-20-18:11:50.7062962-05:00
1092|1026|2021-11-20-18:11:50.7063268-05:00
303|942|2021-11-20-18:11:50.7063485-05:00
947|1028|2021-11-20-18:11:50.7063662-05:00
68|1031|2021-11-20-18:11:50.7063923-05:00
1209|1031|2021-11-20-18:11:50.7064107-05:00
1479|806|2021-11-20-18:11:50.7064285-05:00
521|940|2021-11-20-18:11:50.7064572-05:00
1701|1028|2021-11-20-18:11:50.7064862-05:00
1091|1028|2021-11-20-18:11:50.7065159-05:00
1487|1028|2021-11-20-18:11:50.7065440-05:00
74|1031|2021-11-20-18:11:50.7065718-05:00
3|1031|2021-11-20-18:11:50.7065997-05:00
1277|1041|2021-11-20-18:11:50.7066278-05:00
638|1045|2021-11-20-18:11:50.7066565-05:00
1243|1045|2021-11-20-18:11:50.7066855-05:00
1924|266|2021-11-20-18:11:50.7067150-05:00
261|110|2021-11-20-18:11:50.7067524-05:00
1577|1041|2021-11-20-18:11:50.7067891-05:00
487|946|2021-11-20-18:11:50.7068189-05:00
1609|706|2021-11-20-18:11:50.7068459-05:00
1187|857|2021-11-20-18:11:50.7068716-05:00
1291|1028|2021-11-20-18:11:50.7068973-05:00
50|97|2021-11-20-18:11:50.7069229-05:00
229|788|2021-11-20-18:11:50.7069513-05:00
1005|1026|2021-11-20-18:11:50.7070012-05:00
587|1028|2021-11-20-18:11:50.7070284-05:00
1468|310|2021-11-20-18:11:50.7070501-05:00
1011|138|2021-11-20-18:11:50.7070684-05:00
1429|1026|2021-11-20-18:11:50.7070861-05:00
1462|568|2021-11-20-18:11:50.7071037-05:00
1386|1026|2021-11-20-18:11:50.7071211-05:00
1119|1026|2021-11-20-18:11:50.7071386-05:00
1344|94|2021-11-20-18:11:50.7071560-05:00
175|1028|2021-11-20-18:11:50.7071737-05:00
565|447|2021-11-20-18:11:50.7071909-05:00
1204|1031|2021-11-20-18:11:50.7072081-05:00
872|1031|2021-11-20-18:11:50.7072254-05:00
1608|570|2021-11-20-18:11:50.7072425-05:00
644|254|2021-11-20-18:11:50.7072595-05:00
199|1034|2021-11-20-18:11:50.7072766-05:00
239|1010|2021-11-20-18:11:50.7072939-05:00
608|1034|2021-11-20-18:11:50.7073110-05:00
1356|2|2021-11-20-18:11:50.7073284-05:00
1229|680|2021-11-20-18:11:50.7073502-05:00
1382|891|2021-11-20-18:11:50.7073790-05:00
1075|533|2021-11-20-18:11:50.7074008-05:00
12|42|2021-11-20-18:11:50.7074184-05:00
1523|1028|2021-11-20-18:11:50.7074382-05:00
520|916|2021-11-20-18:11:50.7074554-05:00
1893|391|2021-11-20-18:11:50.7074727-05:00
1388|154|2021-11-20-18:11:50.7074898-05:00
1566|338|2021-11-20-18:11:50.7075070-05:00
1598|1023|2021-11-20-18:11:50.7075281-05:00
1285|450|2021-11-20-18:11:50.7075561-05:00
213|1017|2021-11-20-18:11:50.7075773-05:00
1816|1023|2021-11-20-18:11:50.7075945-05:00
258|1023|2021-11-20-18:11:50.7076115-05:00
716|998|2021-11-20-18:11:50.7076362-05:00
1045|1023|2021-11-20-18:11:50.7076563-05:00
606|1024|2021-11-20-18:11:50.7076741-05:00
15|1024|2021-11-20-18:11:50.7076913-05:00
1517|997|2021-11-20-18:11:50.7077086-05:00
267|1024|2021-11-20-18:11:50.7077259-05:00
1646|516|2021-11-20-18:11:50.7077433-05:00
100|168|2021-11-20-18:11:50.7077607-05:00
937|162|2021-11-20-18:11:50.7077778-05:00
651|718|2021-11-20-18:11:50.7077951-05:00
1093|1023|2021-11-20-18:11:50.7078124-05:00
69|622|2021-11-20-18:11:50.7078297-05:00
34|327|2021-11-20-18:11:50.7078469-05:00
1031|1023|2021-11-20-18:11:50.7078643-05:00
659|1023|2021-11-20-18:11:50.7078818-05:00
912|361|2021-11-20-18:11:50.7078993-05:00
299|686|2021-11-20-18:11:50.7079166-05:00
1367|1023|2021-11-20-18:11:50.7079338-05:00
566|185|2021-11-20-18:11:50.7079548-05:00
1939|255|2021-11-20-18:11:50.7079828-05:00
812|1023|2021-11-20-18:11:50.7080041-05:00
847|1023|2021-11-20-18:11:50.7080213-05:00
1927|949|2021-11-20-18:11:50.7080381-05:00
574|307|2021-11-20-18:11:50.7080550-05:00
1958|233|2021-11-20-18:11:50.7080718-05:00
474|892|2021-11-20-18:11:50.7080885-05:00
1550|1023|2021-11-20-18:11:50.7081051-05:00
77|1024|2021-11-20-18:11:50.7081216-05:00
1835|17|2021-11-20-18:11:50.7081381-05:00
1541|1023|2021-11-20-18:11:50.7081544-05:00
57|432|2021-11-20-18:11:50.7081707-05:00
1963|201|2021-11-20-18:11:50.7081871-05:00
763|273|2021-11-20-18:11:50.7082036-05:00
943|880|2021-11-20-18:11:50.7082204-05:00
159|1017|2021-11-20-18:11:50.7082445-05:00
531|464|2021-11-20-18:11:50.7082619-05:00
38|1017|2021-11-20-18:11:50.7082788-05:00
192|393|2021-11-20-18:11:50.7082953-05:00
724|276|2021-11-20-18:11:50.7083118-05:00
350|125|2021-11-20-18:11:50.7083286-05:00
1728|869|2021-11-20-18:11:50.7083453-05:00
1136|87|2021-11-20-18:11:50.7083617-05:00
419|952|2021-11-20-18:11:50.7083781-05:00
423|37|2021-11-20-18:11:50.7083944-05:00
904|1004|2021-11-20-18:11:50.7084109-05:00
1447|1004|2021-11-20-18:11:50.7084274-05:00
488|44|2021-11-20-18:11:50.7084454-05:00
845|1005|2021-11-20-18:11:50.7084617-05:00
720|73|2021-11-20-18:11:50.7084802-05:00
634|1004|2021-11-20-18:11:50.7085023-05:00
1296|1005|2021-11-20-18:11:50.7085295-05:00
1923|20|2021-11-20-18:11:50.7085596-05:00
1651|785|2021-11-20-18:11:50.7085898-05:00
1877|1004|2021-11-20-18:11:50.7086109-05:00
1445|1005|2021-11-20-18:11:50.7086314-05:00
1878|600|2021-11-20-18:11:50.7086566-05:00
1132|562|2021-11-20-18:11:50.7086793-05:00
32|1005|2021-11-20-18:11:50.7087341-05:00
61|750|2021-11-20-18:11:50.7087592-05:00
1017|222|2021-11-20-18:11:50.7087828-05:00
719|1005|2021-11-20-18:11:50.7088053-05:00
1568|295|2021-11-20-18:11:50.7088277-05:00
277|1005|2021-11-20-18:11:50.7088522-05:00
1418|792|2021-11-20-18:11:50.7088753-05:00
592|428|2021-11-20-18:11:50.7088986-05:00
1143|1002|2021-11-20-18:11:50.7089220-05:00
1302|1004|2021-11-20-18:11:50.7089470-05:00
1069|936|2021-11-20-18:11:50.7089753-05:00
878|191|2021-11-20-18:11:50.7089994-05:00
129|998|2021-11-20-18:11:50.7090236-05:00
882|998|2021-11-20-18:11:50.7090806-05:00
116|998|2021-11-20-18:11:50.7091167-05:00
631|219|2021-11-20-18:11:50.7091451-05:00
227|918|2021-11-20-18:11:50.7091724-05:00
218|995|2021-11-20-18:11:50.7091995-05:00
1693|997|2021-11-20-18:11:50.7092551-05:00
416|504|2021-11-20-18:11:50.7092839-05:00
1497|578|2021-11-20-18:11:50.7093093-05:00
1690|461|2021-11-20-18:11:50.7093349-05:00
499|995|2021-11-20-18:11:50.7093585-05:00
1992|997|2021-11-20-18:11:50.7093830-05:00
696|997|2021-11-20-18:11:50.7094627-05:00
1354|998|2021-11-20-18:11:50.7094938-05:00
1185|1002|2021-11-20-18:11:50.7095210-05:00
249|170|2021-11-20-18:11:50.7095491-05:00
139|79|2021-11-20-18:11:50.7095731-05:00
326|133|2021-11-20-18:11:50.7095951-05:00
896|1002|2021-11-20-18:11:50.7096162-05:00
1520|200|2021-11-20-18:11:50.7096344-05:00
291|384|2021-11-20-18:11:50.7096516-05:00
1412|81|2021-11-20-18:11:50.7096686-05:00
6|484|2021-11-20-18:11:50.7096858-05:00
137|522|2021-11-20-18:11:50.7097045-05:00
1718|997|2021-11-20-18:11:50.7097329-05:00
1641|998|2021-11-20-18:11:50.7097589-05:00
165|1002|2021-11-20-18:11:50.7097856-05:00
863|1002|2021-11-20-18:11:50.7098031-05:00
1009|1004|2021-11-20-18:11:50.7098200-05:00
1840|1004|2021-11-20-18:11:50.7098371-05:00
1780|1004|2021-11-20-18:11:50.7098541-05:00
151|370|2021-11-20-18:11:50.7098711-05:00
1423|781|2021-11-20-18:11:50.7098875-05:00
1966|1002|2021-11-20-18:11:50.7099128-05:00
595|194|2021-11-20-18:11:50.7099460-05:00
1761|851|2021-11-20-18:11:50.7099694-05:00
1179|1004|2021-11-20-18:11:50.7099879-05:00
1286|1004|2021-11-20-18:11:50.7100056-05:00
1414|1005|2021-11-20-18:11:50.7100230-05:00
1668|502|2021-11-20-18:11:50.7100402-05:00
1774|695|2021-11-20-18:11:50.7100575-05:00
1451|16|2021-11-20-18:11:50.7100746-05:00
1655|415|2021-11-20-18:11:50.7100915-05:00
356|998|2021-11-20-18:11:50.7101082-05:00
1556|287|2021-11-20-18:11:50.7101247-05:00
1024|998|2021-11-20-18:11:50.7101646-05:00
28|998|2021-11-20-18:11:50.7101834-05:00
214|366|2021-11-20-18:11:50.7102001-05:00
1074|1002|2021-11-20-18:11:50.7102164-05:00
1167|1004|2021-11-20-18:11:50.7102327-05:00
458|1004|2021-11-20-18:11:50.7102491-05:00
817|575|2021-11-20-18:11:50.7102655-05:00
396|334|2021-11-20-18:11:50.7102817-05:00
1575|418|2021-11-20-18:11:50.7102979-05:00
593|1002|2021-11-20-18:11:50.7103143-05:00
713|118|2021-11-20-18:11:50.7103307-05:00
877|281|2021-11-20-18:11:50.7103469-05:00
1981|998|2021-11-20-18:11:50.7103631-05:00
927|998|2021-11-20-18:11:50.7104108-05:00
589|318|2021-11-20-18:11:50.7104289-05:00
58|324|2021-11-20-18:11:50.7104490-05:00
815|997|2021-11-20-18:11:50.7104650-05:00
1413|998|2021-11-20-18:11:50.7104815-05:00
1673|601|2021-11-20-18:11:50.7105351-05:00
1909|543|2021-11-20-18:11:50.7105574-05:00
363|998|2021-11-20-18:11:50.7105735-05:00
561|360|2021-11-20-18:11:50.7105895-05:00
735|997|2021-11-20-18:11:50.7106053-05:00
755|186|2021-11-20-18:11:50.7106209-05:00
1439|171|2021-11-20-18:11:50.7106365-05:00
1056|164|2021-11-20-18:11:50.7106524-05:00
846|995|2021-11-20-18:11:50.7106685-05:00
908|195|2021-11-20-18:11:50.7106844-05:00
1238|420|2021-11-20-18:11:50.7107003-05:00
1758|994|2021-11-20-18:11:50.7107161-05:00
833|98|2021-11-20-18:11:50.7107320-05:00
1776|995|2021-11-20-18:11:50.7107480-05:00
1661|995|2021-11-20-18:11:50.7107638-05:00
569|995|2021-11-20-18:11:50.7107905-05:00
668|435|2021-11-20-18:11:50.7108074-05:00
1614|994|2021-11-20-18:11:50.7108235-05:00
1953|271|2021-11-20-18:11:50.7108397-05:00
1793|401|2021-11-20-18:11:50.7108654-05:00
1848|994|2021-11-20-18:11:50.7108822-05:00
1359|995|2021-11-20-18:11:50.7108983-05:00
942|305|2021-11-20-18:11:50.7109151-05:00
1749|995|2021-11-20-18:11:50.7109310-05:00
1860|64|2021-11-20-18:11:50.7109480-05:00
1357|645|2021-11-20-18:11:50.7109642-05:00
1888|997|2021-11-20-18:11:50.7109801-05:00
862|998|2021-11-20-18:11:50.7109961-05:00
1195|998|2021-11-20-18:11:50.7110121-05:00
348|998|2021-11-20-18:11:50.7110281-05:00
806|998|2021-11-20-18:11:50.7110452-05:00
1606|354|2021-11-20-18:11:50.7110620-05:00
940|510|2021-11-20-18:11:50.7110783-05:00
39|998|2021-11-20-18:11:50.7110942-05:00
1985|998|2021-11-20-18:11:50.7111104-05:00
436|919|2021-11-20-18:11:50.7111264-05:00
1178|1002|2021-11-20-18:11:50.7111426-05:00
449|1002|2021-11-20-18:11:50.7111588-05:00
1290|530|2021-11-20-18:11:50.7111748-05:00
1455|1002|2021-11-20-18:11:50.7111915-05:00
1656|1004|2021-11-20-18:11:50.7112082-05:00
115|814|2021-11-20-18:11:50.7112251-05:00
1625|248|2021-11-20-18:11:50.7112424-05:00
1910|962|2021-11-20-18:11:50.7112594-05:00
1153|351|2021-11-20-18:11:50.7112763-05:00
1827|998|2021-11-20-18:11:50.7112930-05:00
1768|80|2021-11-20-18:11:50.7113100-05:00
939|446|2021-11-20-18:11:50.7113264-05:00
1220|997|2021-11-20-18:11:50.7113426-05:00
1391|998|2021-11-20-18:11:50.7113596-05:00
266|998|2021-11-20-18:11:50.7113772-05:00
981|584|2021-11-20-18:11:50.7113935-05:00
110|252|2021-11-20-18:11:50.7114197-05:00
1023|997|2021-11-20-18:11:50.7114440-05:00
1572|223|2021-11-20-18:11:50.7114693-05:00
297|998|2021-11-20-18:11:50.7114872-05:00
946|1002|2021-11-20-18:11:50.7115033-05:00
610|264|2021-11-20-18:11:50.7115195-05:00
706|693|2021-11-20-18:11:50.7115357-05:00
1362|166|2021-11-20-18:11:50.7115517-05:00
857|576|2021-11-20-18:11:50.7115680-05:00
549|997|2021-11-20-18:11:50.7115841-05:00
1864|997|2021-11-20-18:11:50.7116000-05:00
478|998|2021-11-20-18:11:50.7116162-05:00
97|27|2021-11-20-18:11:50.7116555-05:00
1644|756|2021-11-20-18:11:50.7116748-05:00
788|577|2021-11-20-18:11:50.7116966-05:00
791|998|2021-11-20-18:11:50.7117166-05:00
1792|744|2021-11-20-18:11:50.7117336-05:00
1192|590|2021-11-20-18:11:50.7117497-05:00
1392|343|2021-11-20-18:11:50.7117654-05:00
208|339|2021-11-20-18:11:50.7117813-05:00
310|997|2021-11-20-18:11:50.7117970-05:00
482|625|2021-11-20-18:11:50.7118130-05:00
138|998|2021-11-20-18:11:50.7118288-05:00
1735|998|2021-11-20-18:11:50.7118447-05:00
1747|998|2021-11-20-18:11:50.7118605-05:00
1034|245|2021-11-20-18:11:50.7118763-05:00
568|997|2021-11-20-18:11:50.7118917-05:00
33|985|2021-11-20-18:11:50.7119072-05:00
1604|995|2021-11-20-18:11:50.7119228-05:00
922|995|2021-11-20-18:11:50.7119384-05:00
1640|681|2021-11-20-18:11:50.7119538-05:00
1814|994|2021-11-20-18:11:50.7119692-05:00
94|826|2021-11-20-18:11:50.7119845-05:00
1829|994|2021-11-20-18:11:50.7119999-05:00
1492|974|2021-11-20-18:11:50.7120236-05:00
1916|181|2021-11-20-18:11:50.7120404-05:00
447|933|2021-11-20-18:11:50.7120563-05:00
1696|989|2021-11-20-18:11:50.7120720-05:00
1485|736|2021-11-20-18:11:50.7120880-05:00
550|986|2021-11-20-18:11:50.7121037-05:00
1745|989|2021-11-20-18:11:50.7121192-05:00
1929|989|2021-11-20-18:11:50.7121351-05:00
570|654|2021-11-20-18:11:50.7121513-05:00
1066|329|2021-11-20-18:11:50.7121722-05:00
254|989|2021-11-20-18:11:50.7121990-05:00
1117|453|2021-11-20-18:11:50.7122157-05:00
1819|465|2021-11-20-18:11:50.7122316-05:00
1511|311|2021-11-20-18:11:50.7122656-05:00
1010|737|2021-11-20-18:11:50.7122817-05:00
950|647|2021-11-20-18:11:50.7122972-05:00
1159|985|2021-11-20-18:11:50.7123157-05:00
31|986|2021-11-20-18:11:50.7123319-05:00
2|810|2021-11-20-18:11:50.7123474-05:00
60|986|2021-11-20-18:11:50.7123632-05:00
680|989|2021-11-20-18:11:50.7123788-05:00
1607|232|2021-11-20-18:11:50.7123943-05:00
891|723|2021-11-20-18:11:50.7124099-05:00
1850|986|2021-11-20-18:11:50.7124256-05:00
533|832|2021-11-20-18:11:50.7124448-05:00
1918|986|2021-11-20-18:11:50.7124620-05:00
42|989|2021-11-20-18:11:50.7124779-05:00
677|989|2021-11-20-18:11:50.7124937-05:00
1772|321|2021-11-20-18:11:50.7125096-05:00
1941|459|2021-11-20-18:11:50.7125253-05:00
916|536|2021-11-20-18:11:50.7125410-05:00
56|986|2021-11-20-18:11:50.7125569-05:00
391|986|2021-11-20-18:11:50.7125726-05:00
282|544|2021-11-20-18:11:50.7125926-05:00
154|986|2021-11-20-18:11:50.7126092-05:00
874|838|2021-11-20-18:11:50.7126251-05:00
338|751|2021-11-20-18:11:50.7126410-05:00
106|989|2021-11-20-18:11:50.7126569-05:00
1712|989|2021-11-20-18:11:50.7126731-05:00
821|990|2021-11-20-18:11:50.7126892-05:00
450|274|2021-11-20-18:11:50.7127052-05:00
378|989|2021-11-20-18:11:50.7127212-05:00
1913|944|2021-11-20-18:11:50.7127370-05:00
1047|332|2021-11-20-18:11:50.7127528-05:00
1472|989|2021-11-20-18:11:50.7127866-05:00
617|278|2021-11-20-18:11:50.7128032-05:00
1219|948|2021-11-20-18:11:50.7128191-05:00
1057|691|2021-11-20-18:11:50.7128349-05:00
998|986|2021-11-20-18:11:50.7128507-05:00
632|965|2021-11-20-18:11:50.7128663-05:00
1765|989|2021-11-20-18:11:50.7128820-05:00
1603|648|2021-11-20-18:11:50.7128975-05:00
1809|657|2021-11-20-18:11:50.7129131-05:00
41|289|2021-11-20-18:11:50.7129286-05:00
1127|985|2021-11-20-18:11:50.7129444-05:00
1892|986|2021-11-20-18:11:50.7129604-05:00
