Start |2021-11-20-18:12:07.4590424-05:00
40|853|2021-11-20-18:12:07.4700146-05:00
913|1100|2021-11-20-18:12:07.4700333-05:00
145|1100|2021-11-20-18:12:07.4700518-05:00
1547|1149|2021-11-20-18:12:07.4700704-05:00
209|1149|2021-11-20-18:12:07.4700888-05:00
30|1149|2021-11-20-18:12:07.4701073-05:00
1098|1137|2021-11-20-18:12:07.4701258-05:00
1500|906|2021-11-20-18:12:07.4701443-05:00
1748|715|2021-11-20-18:12:07.4701627-05:00
1607|85|2021-11-20-18:12:07.4701812-05:00
1729|1137|2021-11-20-18:12:07.4701998-05:00
128|1137|2021-11-20-18:12:07.4702181-05:00
1173|1137|2021-11-20-18:12:07.4702365-05:00
1091|379|2021-11-20-18:12:07.4702551-05:00
1084|275|2021-11-20-18:12:07.4702735-05:00
583|1100|2021-11-20-18:12:07.4702919-05:00
1822|1100|2021-11-20-18:12:07.4703105-05:00
1283|122|2021-11-20-18:12:07.4703291-05:00
497|1100|2021-11-20-18:12:07.4703478-05:00
1682|1100|2021-11-20-18:12:07.4703666-05:00
562|991|2021-11-20-18:12:07.4703917-05:00
1289|1137|2021-11-20-18:12:07.4704317-05:00
900|748|2021-11-20-18:12:07.4704628-05:00
1507|1011|2021-11-20-18:12:07.4704839-05:00
362|750|2021-11-20-18:12:07.4705066-05:00
1919|1003|2021-11-20-18:12:07.4705485-05:00
10|1100|2021-11-20-18:12:07.4705822-05:00
926|1100|2021-11-20-18:12:07.4706122-05:00
623|290|2021-11-20-18:12:07.4706632-05:00
80|1026|2021-11-20-18:12:07.4707026-05:00
1719|919|2021-11-20-18:12:07.4707334-05:00
1996|478|2021-11-20-18:12:07.4707626-05:00
1606|1098|2021-11-20-18:12:07.4707852-05:00
1244|200|2021-11-20-18:12:07.4708037-05:00
794|1096|2021-11-20-18:12:07.4708218-05:00
1543|100|2021-11-20-18:12:07.4708401-05:00
1720|1096|2021-11-20-18:12:07.4708585-05:00
363|1044|2021-11-20-18:12:07.4708772-05:00
1282|1093|2021-11-20-18:12:07.4708954-05:00
1736|253|2021-11-20-18:12:07.4709173-05:00
305|1093|2021-11-20-18:12:07.4709741-05:00
1247|1096|2021-11-20-18:12:07.4710004-05:00
1544|1096|2021-11-20-18:12:07.4710194-05:00
160|606|2021-11-20-18:12:07.4710381-05:00
124|249|2021-11-20-18:12:07.4710564-05:00
1855|1096|2021-11-20-18:12:07.4710772-05:00
385|1096|2021-11-20-18:12:07.4710955-05:00
58|920|2021-11-20-18:12:07.4711250-05:00
1783|771|2021-11-20-18:12:07.4711480-05:00
969|1093|2021-11-20-18:12:07.4711666-05:00
1154|1096|2021-11-20-18:12:07.4711848-05:00
1813|1096|2021-11-20-18:12:07.4712033-05:00
1261|1098|2021-11-20-18:12:07.4712218-05:00
650|1098|2021-11-20-18:12:07.4712402-05:00
1163|1100|2021-11-20-18:12:07.4712585-05:00
736|1106|2021-11-20-18:12:07.4712768-05:00
9|731|2021-11-20-18:12:07.4712954-05:00
628|137|2021-11-20-18:12:07.4713145-05:00
1184|723|2021-11-20-18:12:07.4713331-05:00
291|1106|2021-11-20-18:12:07.4713515-05:00
22|464|2021-11-20-18:12:07.4713700-05:00
176|653|2021-11-20-18:12:07.4713886-05:00
874|1106|2021-11-20-18:12:07.4714123-05:00
1665|720|2021-11-20-18:12:07.4714422-05:00
1885|1113|2021-11-20-18:12:07.4714646-05:00
1734|1128|2021-11-20-18:12:07.4714828-05:00
515|951|2021-11-20-18:12:07.4715011-05:00
1928|1128|2021-11-20-18:12:07.4715191-05:00
301|1128|2021-11-20-18:12:07.4715371-05:00
1530|416|2021-11-20-18:12:07.4715553-05:00
853|1128|2021-11-20-18:12:07.4715733-05:00
1448|336|2021-11-20-18:12:07.4715912-05:00
1998|443|2021-11-20-18:12:07.4716092-05:00
751|76|2021-11-20-18:12:07.4716275-05:00
1374|1106|2021-11-20-18:12:07.4716459-05:00
1301|399|2021-11-20-18:12:07.4716640-05:00
1737|582|2021-11-20-18:12:07.4716997-05:00
743|1100|2021-11-20-18:12:07.4717195-05:00
1382|1106|2021-11-20-18:12:07.4717382-05:00
506|1106|2021-11-20-18:12:07.4717568-05:00
1522|66|2021-11-20-18:12:07.4717814-05:00
1954|350|2021-11-20-18:12:07.4718141-05:00
1137|221|2021-11-20-18:12:07.4718371-05:00
1639|818|2021-11-20-18:12:07.4718553-05:00
906|1096|2021-11-20-18:12:07.4718733-05:00
1909|341|2021-11-20-18:12:07.4718916-05:00
715|1098|2021-11-20-18:12:07.4719097-05:00
949|1098|2021-11-20-18:12:07.4719277-05:00
85|348|2021-11-20-18:12:07.4719457-05:00
63|721|2021-11-20-18:12:07.4719637-05:00
1531|1096|2021-11-20-18:12:07.4719839-05:00
1081|1096|2021-11-20-18:12:07.4720022-05:00
1162|1096|2021-11-20-18:12:07.4720204-05:00
993|1021|2021-11-20-18:12:07.4720385-05:00
1710|1093|2021-11-20-18:12:07.4720566-05:00
141|1093|2021-11-20-18:12:07.4720747-05:00
379|1093|2021-11-20-18:12:07.4720928-05:00
1877|503|2021-11-20-18:12:07.4721110-05:00
275|629|2021-11-20-18:12:07.4721291-05:00
386|319|2021-11-20-18:12:07.4721475-05:00
1332|780|2021-11-20-18:12:07.4721654-05:00
459|496|2021-11-20-18:12:07.4721834-05:00
1754|804|2021-11-20-18:12:07.4722013-05:00
246|831|2021-11-20-18:12:07.4722193-05:00
122|669|2021-11-20-18:12:07.4722374-05:00
1691|840|2021-11-20-18:12:07.4722555-05:00
1815|1084|2021-11-20-18:12:07.4722774-05:00
514|1091|2021-11-20-18:12:07.4722963-05:00
1259|429|2021-11-20-18:12:07.4723144-05:00
1861|1091|2021-11-20-18:12:07.4723380-05:00
991|1093|2021-11-20-18:12:07.4723570-05:00
1248|819|2021-11-20-18:12:07.4723752-05:00
1227|1093|2021-11-20-18:12:07.4723932-05:00
678|1096|2021-11-20-18:12:07.4724112-05:00
748|561|2021-11-20-18:12:07.4724292-05:00
70|835|2021-11-20-18:12:07.4724473-05:00
1011|1098|2021-11-20-18:12:07.4724654-05:00
1219|1098|2021-11-20-18:12:07.4724834-05:00
750|150|2021-11-20-18:12:07.4725014-05:00
1974|1098|2021-11-20-18:12:07.4725193-05:00
1003|59|2021-11-20-18:12:07.4725374-05:00
1546|161|2021-11-20-18:12:07.4725557-05:00
1843|1098|2021-11-20-18:12:07.4725736-05:00
243|1098|2021-11-20-18:12:07.4725914-05:00
1999|408|2021-11-20-18:12:07.4726094-05:00
1757|1096|2021-11-20-18:12:07.4726274-05:00
290|1096|2021-11-20-18:12:07.4726454-05:00
982|901|2021-11-20-18:12:07.4726633-05:00
1026|1039|2021-11-20-18:12:07.4726813-05:00
1235|1093|2021-11-20-18:12:07.4726989-05:00
919|1096|2021-11-20-18:12:07.4727167-05:00
1859|928|2021-11-20-18:12:07.4727346-05:00
478|863|2021-11-20-18:12:07.4727529-05:00
998|1093|2021-11-20-18:12:07.4727817-05:00
1152|175|2021-11-20-18:12:07.4728092-05:00
1061|1093|2021-11-20-18:12:07.4728311-05:00
200|867|2021-11-20-18:12:07.4728492-05:00
892|1096|2021-11-20-18:12:07.4728670-05:00
1517|1098|2021-11-20-18:12:07.4728846-05:00
1203|1100|2021-11-20-18:12:07.4729026-05:00
100|273|2021-11-20-18:12:07.4729206-05:00
218|1100|2021-11-20-18:12:07.4729385-05:00
1673|462|2021-11-20-18:12:07.4729564-05:00
223|1100|2021-11-20-18:12:07.4729840-05:00
1044|1100|2021-11-20-18:12:07.4730074-05:00
287|248|2021-11-20-18:12:07.4730369-05:00
1851|1098|2021-11-20-18:12:07.4730595-05:00
490|381|2021-11-20-18:12:07.4730774-05:00
253|563|2021-11-20-18:12:07.4730951-05:00
1642|706|2021-11-20-18:12:07.4731128-05:00
1106|714|2021-11-20-18:12:07.4731306-05:00
1135|90|2021-11-20-18:12:07.4731484-05:00
1113|1096|2021-11-20-18:12:07.4731662-05:00
304|1098|2021-11-20-18:12:07.4731841-05:00
1361|1100|2021-11-20-18:12:07.4732021-05:00
1782|933|2021-11-20-18:12:07.4732202-05:00
606|235|2021-11-20-18:12:07.4732379-05:00
1503|1105|2021-11-20-18:12:07.4732554-05:00
249|1105|2021-11-20-18:12:07.4732819-05:00
358|451|2021-11-20-18:12:07.4733113-05:00
1405|1105|2021-11-20-18:12:07.4733334-05:00
810|1105|2021-11-20-18:12:07.4733512-05:00
1462|1106|2021-11-20-18:12:07.4733689-05:00
25|1106|2021-11-20-18:12:07.4733865-05:00
920|1043|2021-11-20-18:12:07.4734147-05:00
1128|1105|2021-11-20-18:12:07.4734337-05:00
771|480|2021-11-20-18:12:07.4734517-05:00
234|595|2021-11-20-18:12:07.4734696-05:00
1506|948|2021-11-20-18:12:07.4734875-05:00
1668|1098|2021-11-20-18:12:07.4735055-05:00
1868|870|2021-11-20-18:12:07.4735236-05:00
118|1051|2021-11-20-18:12:07.4735417-05:00
1686|1093|2021-11-20-18:12:07.4735595-05:00
1533|414|2021-11-20-18:12:07.4735770-05:00
1879|760|2021-11-20-18:12:07.4735945-05:00
788|1091|2021-11-20-18:12:07.4736120-05:00
1866|747|2021-11-20-18:12:07.4736299-05:00
1618|518|2021-11-20-18:12:07.4736477-05:00
1172|330|2021-11-20-18:12:07.4736653-05:00
1703|444|2021-11-20-18:12:07.4736829-05:00
1907|283|2021-11-20-18:12:07.4737005-05:00
1793|776|2021-11-20-18:12:07.4737183-05:00
731|45|2021-11-20-18:12:07.4737360-05:00
1367|1063|2021-11-20-18:12:07.4737537-05:00
137|1066|2021-11-20-18:12:07.4737713-05:00
1778|1066|2021-11-20-18:12:07.4737889-05:00
723|1066|2021-11-20-18:12:07.4738067-05:00
185|1081|2021-11-20-18:12:07.4738246-05:00
1624|1083|2021-11-20-18:12:07.4738423-05:00
1363|1084|2021-11-20-18:12:07.4738603-05:00
464|198|2021-11-20-18:12:07.4738781-05:00
666|195|2021-11-20-18:12:07.4738959-05:00
653|261|2021-11-20-18:12:07.4739134-05:00
1166|1084|2021-11-20-18:12:07.4739309-05:00
1794|565|2021-11-20-18:12:07.4739484-05:00
1262|24|2021-11-20-18:12:07.4739660-05:00
720|775|2021-11-20-18:12:07.4739868-05:00
1647|324|2021-11-20-18:12:07.4740099-05:00
1271|1063|2021-11-20-18:12:07.4740278-05:00
1921|401|2021-11-20-18:12:07.4740455-05:00
1477|1019|2021-11-20-18:12:07.4740633-05:00
1609|770|2021-11-20-18:12:07.4740811-05:00
951|1063|2021-11-20-18:12:07.4740988-05:00
558|1066|2021-11-20-18:12:07.4741164-05:00
1779|697|2021-11-20-18:12:07.4741341-05:00
978|481|2021-11-20-18:12:07.4741515-05:00
1428|575|2021-11-20-18:12:07.4741691-05:00
1563|967|2021-11-20-18:12:07.4741866-05:00
416|366|2021-11-20-18:12:07.4742043-05:00
559|1060|2021-11-20-18:12:07.4742219-05:00
1918|517|2021-11-20-18:12:07.4742396-05:00
959|567|2021-11-20-18:12:07.4742570-05:00
336|739|2021-11-20-18:12:07.4742745-05:00
524|1059|2021-11-20-18:12:07.4742920-05:00
443|1060|2021-11-20-18:12:07.4743094-05:00
1599|297|2021-11-20-18:12:07.4743268-05:00
76|725|2021-11-20-18:12:07.4743443-05:00
96|411|2021-11-20-18:12:07.4743616-05:00
1890|782|2021-11-20-18:12:07.4743789-05:00
1130|1052|2021-11-20-18:12:07.4743964-05:00
399|698|2021-11-20-18:12:07.4744137-05:00
593|1051|2021-11-20-18:12:07.4744311-05:00
582|65|2021-11-20-18:12:07.4744526-05:00
144|1051|2021-11-20-18:12:07.4744811-05:00
1204|1052|2021-11-20-18:12:07.4745113-05:00
1179|1053|2021-11-20-18:12:07.4745403-05:00
1432|27|2021-11-20-18:12:07.4745677-05:00
519|764|2021-11-20-18:12:07.4745952-05:00
1735|702|2021-11-20-18:12:07.4746230-05:00
599|1051|2021-11-20-18:12:07.4746509-05:00
66|406|2021-11-20-18:12:07.4746786-05:00
210|1044|2021-11-20-18:12:07.4747211-05:00
350|658|2021-11-20-18:12:07.4747431-05:00
1251|465|2021-11-20-18:12:07.4747606-05:00
221|579|2021-11-20-18:12:07.4747892-05:00
286|1043|2021-11-20-18:12:07.4748135-05:00
818|1043|2021-11-20-18:12:07.4748385-05:00
186|1043|2021-11-20-18:12:07.4748643-05:00
1582|1044|2021-11-20-18:12:07.4748907-05:00
1115|614|2021-11-20-18:12:07.4749154-05:00
341|1044|2021-11-20-18:12:07.4749394-05:00
1147|1051|2021-11-20-18:12:07.4749640-05:00
1755|1052|2021-11-20-18:12:07.4750080-05:00
1053|147|2021-11-20-18:12:07.4750745-05:00
1444|1051|2021-11-20-18:12:07.4751129-05:00
1464|207|2021-11-20-18:12:07.4751457-05:00
348|931|2021-11-20-18:12:07.4751738-05:00
139|136|2021-11-20-18:12:07.4752026-05:00
721|1043|2021-11-20-18:12:07.4752284-05:00
187|940|2021-11-20-18:12:07.4752561-05:00
1189|376|2021-11-20-18:12:07.4752836-05:00
639|1043|2021-11-20-18:12:07.4753099-05:00
1770|1044|2021-11-20-18:12:07.4753377-05:00
140|588|2021-11-20-18:12:07.4753643-05:00
1501|1051|2021-11-20-18:12:07.4754134-05:00
884|264|2021-11-20-18:12:07.4754455-05:00
1021|1052|2021-11-20-18:12:07.4754711-05:00
822|765|2021-11-20-18:12:07.4754980-05:00
1337|254|2021-11-20-18:12:07.4755590-05:00
590|260|2021-11-20-18:12:07.4755895-05:00
1536|178|2021-11-20-18:12:07.4756175-05:00
912|61|2021-11-20-18:12:07.4756506-05:00
1829|1043|2021-11-20-18:12:07.4756817-05:00
1810|1044|2021-11-20-18:12:07.4757152-05:00
503|717|2021-11-20-18:12:07.4757417-05:00
1698|69|2021-11-20-18:12:07.4757625-05:00
629|4|2021-11-20-18:12:07.4757797-05:00
1052|1043|2021-11-20-18:12:07.4757968-05:00
319|311|2021-11-20-18:12:07.4758137-05:00
170|238|2021-11-20-18:12:07.4758306-05:00
780|1043|2021-11-20-18:12:07.4758473-05:00
1897|1043|2021-11-20-18:12:07.4758638-05:00
496|263|2021-11-20-18:12:07.4758804-05:00
753|1040|2021-11-20-18:12:07.4758971-05:00
804|781|2021-11-20-18:12:07.4759140-05:00
1225|432|2021-11-20-18:12:07.4759309-05:00
831|1040|2021-11-20-18:12:07.4759505-05:00
1495|1040|2021-11-20-18:12:07.4759876-05:00
669|1040|2021-11-20-18:12:07.4760056-05:00
1721|1043|2021-11-20-18:12:07.4760227-05:00
840|587|2021-11-20-18:12:07.4760395-05:00
1308|448|2021-11-20-18:12:07.4760564-05:00
1788|1039|2021-11-20-18:12:07.4760736-05:00
1552|1039|2021-11-20-18:12:07.4760905-05:00
1391|1039|2021-11-20-18:12:07.4761072-05:00
1404|605|2021-11-20-18:12:07.4761239-05:00
429|1040|2021-11-20-18:12:07.4761407-05:00
217|684|2021-11-20-18:12:07.4761659-05:00
1731|849|2021-11-20-18:12:07.4761916-05:00
1304|1040|2021-11-20-18:12:07.4762160-05:00
1230|51|2021-11-20-18:12:07.4762335-05:00
1993|1043|2021-11-20-18:12:07.4762503-05:00
819|216|2021-11-20-18:12:07.4762669-05:00
985|1044|2021-11-20-18:12:07.4762833-05:00
1570|1051|2021-11-20-18:12:07.4762999-05:00
1390|1052|2021-11-20-18:12:07.4763164-05:00
1318|806|2021-11-20-18:12:07.4763329-05:00
1951|845|2021-11-20-18:12:07.4763494-05:00
561|540|2021-11-20-18:12:07.4763658-05:00
1741|1051|2021-11-20-18:12:07.4763821-05:00
835|681|2021-11-20-18:12:07.4763985-05:00
1254|1051|2021-11-20-18:12:07.4764148-05:00
1820|648|2021-11-20-18:12:07.4764312-05:00
555|844|2021-11-20-18:12:07.4764475-05:00
1375|1044|2021-11-20-18:12:07.4764639-05:00
1290|1044|2021-11-20-18:12:07.4764803-05:00
150|1044|2021-11-20-18:12:07.4764968-05:00
995|415|2021-11-20-18:12:07.4765134-05:00
1307|1043|2021-11-20-18:12:07.4765297-05:00
288|256|2021-11-20-18:12:07.4765463-05:00
59|740|2021-11-20-18:12:07.4765683-05:00
1499|1040|2021-11-20-18:12:07.4765853-05:00
161|1040|2021-11-20-18:12:07.4766020-05:00
1601|1043|2021-11-20-18:12:07.4766187-05:00
1730|1044|2021-11-20-18:12:07.4766352-05:00
239|652|2021-11-20-18:12:07.4766516-05:00
1116|1044|2021-11-20-18:12:07.4766680-05:00
269|741|2021-11-20-18:12:07.4766843-05:00
408|1044|2021-11-20-18:12:07.4767006-05:00
1059|823|2021-11-20-18:12:07.4767169-05:00
1267|1045|2021-11-20-18:12:07.4767332-05:00
422|1045|2021-11-20-18:12:07.4767496-05:00
1316|1045|2021-11-20-18:12:07.4767660-05:00
973|1051|2021-11-20-18:12:07.4767824-05:00
901|1051|2021-11-20-18:12:07.4767986-05:00
778|1052|2021-11-20-18:12:07.4768149-05:00
1039|539|2021-11-20-18:12:07.4768310-05:00
1473|862|2021-11-20-18:12:07.4768471-05:00
1159|1051|2021-11-20-18:12:07.4768631-05:00
1392|41|2021-11-20-18:12:07.4768790-05:00
1906|1052|2021-11-20-18:12:07.4768950-05:00
868|939|2021-11-20-18:12:07.4769110-05:00
928|1052|2021-11-20-18:12:07.4769271-05:00
903|738|2021-11-20-18:12:07.4769432-05:00
863|1053|2021-11-20-18:12:07.4769595-05:00
1571|1053|2021-11-20-18:12:07.4769774-05:00
1475|133|2021-11-20-18:12:07.4769938-05:00
1207|1052|2021-11-20-18:12:07.4770099-05:00
175|767|2021-11-20-18:12:07.4770261-05:00
101|578|2021-11-20-18:12:07.4770422-05:00
1258|1051|2021-11-20-18:12:07.4770584-05:00
1402|119|2021-11-20-18:12:07.4770750-05:00
867|344|2021-11-20-18:12:07.4770911-05:00
1441|1044|2021-11-20-18:12:07.4771122-05:00
1236|1045|2021-11-20-18:12:07.4771289-05:00
1709|307|2021-11-20-18:12:07.4771450-05:00
1838|1044|2021-11-20-18:12:07.4771698-05:00
1196|208|2021-11-20-18:12:07.4771950-05:00
1239|1045|2021-11-20-18:12:07.4772213-05:00
1334|1051|2021-11-20-18:12:07.4772417-05:00
273|393|2021-11-20-18:12:07.4772580-05:00
1040|1045|2021-11-20-18:12:07.4772741-05:00
1529|687|2021-11-20-18:12:07.4772903-05:00
1468|1045|2021-11-20-18:12:07.4773060-05:00
462|466|2021-11-20-18:12:07.4773220-05:00
424|1048|2021-11-20-18:12:07.4773377-05:00
1945|777|2021-11-20-18:12:07.4773604-05:00
798|1048|2021-11-20-18:12:07.4773863-05:00
1632|1051|2021-11-20-18:12:07.4774063-05:00
584|1051|2021-11-20-18:12:07.4774228-05:00
248|1051|2021-11-20-18:12:07.4774389-05:00
638|1052|2021-11-20-18:12:07.4774550-05:00
1835|609|2021-11-20-18:12:07.4774709-05:00
1923|624|2021-11-20-18:12:07.4774868-05:00
381|369|2021-11-20-18:12:07.4775027-05:00
1143|1045|2021-11-20-18:12:07.4775185-05:00
563|1048|2021-11-20-18:12:07.4775342-05:00
1210|3|2021-11-20-18:12:07.4775498-05:00
706|1024|2021-11-20-18:12:07.4775656-05:00
164|1045|2021-11-20-18:12:07.4775811-05:00
714|1048|2021-11-20-18:12:07.4775967-05:00
1917|843|2021-11-20-18:12:07.4776123-05:00
90|795|2021-11-20-18:12:07.4776277-05:00
310|1048|2021-11-20-18:12:07.4776435-05:00
1805|83|2021-11-20-18:12:07.4776589-05:00
1865|475|2021-11-20-18:12:07.4776741-05:00
1515|1051|2021-11-20-18:12:07.4776897-05:00
1872|677|2021-11-20-18:12:07.4777057-05:00
1724|821|2021-11-20-18:12:07.4777210-05:00
1174|1045|2021-11-20-18:12:07.4777453-05:00
933|602|2021-11-20-18:12:07.4777687-05:00
1841|1045|2021-11-20-18:12:07.4777959-05:00
235|1045|2021-11-20-18:12:07.4778196-05:00
1826|1045|2021-11-20-18:12:07.4778358-05:00
1105|1045|2021-11-20-18:12:07.4778511-05:00
808|38|2021-11-20-18:12:07.4778664-05:00
1328|1045|2021-11-20-18:12:07.4778818-05:00
1437|1006|2021-11-20-18:12:07.4778972-05:00
451|569|2021-11-20-18:12:07.4779125-05:00
450|182|2021-11-20-18:12:07.4779279-05:00
1623|1043|2021-11-20-18:12:07.4779431-05:00
654|421|2021-11-20-18:12:07.4779584-05:00
1568|1043|2021-11-20-18:12:07.4779761-05:00
1564|1043|2021-11-20-18:12:07.4779917-05:00
1854|1043|2021-11-20-18:12:07.4780073-05:00
604|151|2021-11-20-18:12:07.4780229-05:00
1569|1042|2021-11-20-18:12:07.4780385-05:00
945|492|2021-11-20-18:12:07.4780539-05:00
1043|1042|2021-11-20-18:12:07.4780691-05:00
81|932|2021-11-20-18:12:07.4780844-05:00
1121|97|2021-11-20-18:12:07.4780998-05:00
591|181|2021-11-20-18:12:07.4781148-05:00
480|1038|2021-11-20-18:12:07.4781300-05:00
1066|1038|2021-11-20-18:12:07.4781453-05:00
595|1038|2021-11-20-18:12:07.4781605-05:00
355|364|2021-11-20-18:12:07.4781760-05:00
948|154|2021-11-20-18:12:07.4781916-05:00
1217|695|2021-11-20-18:12:07.4782070-05:00
1661|511|2021-11-20-18:12:07.4782222-05:00
586|427|2021-11-20-18:12:07.4782377-05:00
870|228|2021-11-20-18:12:07.4782530-05:00
67|1022|2021-11-20-18:12:07.4782684-05:00
1051|418|2021-11-20-18:12:07.4782837-05:00
435|1022|2021-11-20-18:12:07.4783065-05:00
1627|240|2021-11-20-18:12:07.4783228-05:00
395|349|2021-11-20-18:12:07.4783386-05:00
414|644|2021-11-20-18:12:07.4783544-05:00
5|960|2021-11-20-18:12:07.4783700-05:00
760|620|2021-11-20-18:12:07.4783857-05:00
1528|190|2021-11-20-18:12:07.4784009-05:00
1824|1011|2021-11-20-18:12:07.4784162-05:00
1083|1019|2021-11-20-18:12:07.4784315-05:00
747|675|2021-11-20-18:12:07.4784472-05:00
272|553|2021-11-20-18:12:07.4784628-05:00
518|802|2021-11-20-18:12:07.4784784-05:00
64|148|2021-11-20-18:12:07.4784940-05:00
330|214|2021-11-20-18:12:07.4785093-05:00
510|425|2021-11-20-18:12:07.4785247-05:00
444|1003|2021-11-20-18:12:07.4785400-05:00
1170|1006|2021-11-20-18:12:07.4785554-05:00
283|1011|2021-11-20-18:12:07.4785726-05:00
547|522|2021-11-20-18:12:07.4785884-05:00
776|26|2021-11-20-18:12:07.4786035-05:00
1648|592|2021-11-20-18:12:07.4786187-05:00
45|1006|2021-11-20-18:12:07.4786340-05:00
352|1006|2021-11-20-18:12:07.4786492-05:00
1345|126|2021-11-20-18:12:07.4786645-05:00
1118|1011|2021-11-20-18:12:07.4786797-05:00
1205|1019|2021-11-20-18:12:07.4786950-05:00
762|1019|2021-11-20-18:12:07.4787101-05:00
1863|756|2021-11-20-18:12:07.4787253-05:00
107|1019|2021-11-20-18:12:07.4787408-05:00
1777|202|2021-11-20-18:12:07.4787561-05:00
1857|1019|2021-11-20-18:12:07.4787713-05:00
1545|1019|2021-11-20-18:12:07.4787864-05:00
1555|797|2021-11-20-18:12:07.4788014-05:00
1579|1019|2021-11-20-18:12:07.4788199-05:00
1109|1019|2021-11-20-18:12:07.4788357-05:00
1943|625|2021-11-20-18:12:07.4788510-05:00
1431|954|2021-11-20-18:12:07.4788662-05:00
198|314|2021-11-20-18:12:07.4788816-05:00
1565|1018|2021-11-20-18:12:07.4788971-05:00
195|1018|2021-11-20-18:12:07.4789125-05:00
1508|1018|2021-11-20-18:12:07.4789280-05:00
261|796|2021-11-20-18:12:07.4789431-05:00
37|1018|2021-11-20-18:12:07.4789583-05:00
1832|1019|2021-11-20-18:12:07.4789745-05:00
219|990|2021-11-20-18:12:07.4789949-05:00
565|470|2021-11-20-18:12:07.4790190-05:00
538|922|2021-11-20-18:12:07.4790479-05:00
24|730|2021-11-20-18:12:07.4790658-05:00
463|1011|2021-11-20-18:12:07.4790811-05:00
775|1011|2021-11-20-18:12:07.4790959-05:00
489|1011|2021-11-20-18:12:07.4791107-05:00
324|1018|2021-11-20-18:12:07.4791255-05:00
346|431|2021-11-20-18:12:07.4791403-05:00
1265|1018|2021-11-20-18:12:07.4791552-05:00
