Start |2021-11-20-18:12:16.2691812-05:00
1613|885|2021-11-20-18:12:16.2760425-05:00
949|939|2021-11-20-18:12:16.2760602-05:00
775|1005|2021-11-20-18:12:16.2760780-05:00
639|1035|2021-11-20-18:12:16.2760960-05:00
1696|504|2021-11-20-18:12:16.2761144-05:00
1471|815|2021-11-20-18:12:16.2761321-05:00
1005|1069|2021-11-20-18:12:16.2761499-05:00
1423|252|2021-11-20-18:12:16.2761677-05:00
267|1069|2021-11-20-18:12:16.2761909-05:00
1280|1079|2021-11-20-18:12:16.2762305-05:00
1964|1090|2021-11-20-18:12:16.2762527-05:00
115|1090|2021-11-20-18:12:16.2762705-05:00
1781|548|2021-11-20-18:12:16.2762881-05:00
1298|936|2021-11-20-18:12:16.2763056-05:00
655|297|2021-11-20-18:12:16.2763287-05:00
835|203|2021-11-20-18:12:16.2763464-05:00
92|613|2021-11-20-18:12:16.2763641-05:00
1478|96|2021-11-20-18:12:16.2763817-05:00
91|916|2021-11-20-18:12:16.2763993-05:00
1958|966|2021-11-20-18:12:16.2764170-05:00
1650|456|2021-11-20-18:12:16.2764347-05:00
1158|535|2021-11-20-18:12:16.2764522-05:00
59|1021|2021-11-20-18:12:16.2764700-05:00
1500|195|2021-11-20-18:12:16.2764877-05:00
1697|1021|2021-11-20-18:12:16.2765054-05:00
1716|256|2021-11-20-18:12:16.2765231-05:00
278|1021|2021-11-20-18:12:16.2765408-05:00
1090|1022|2021-11-20-18:12:16.2765585-05:00
1637|1035|2021-11-20-18:12:16.2765760-05:00
320|1069|2021-11-20-18:12:16.2765935-05:00
779|962|2021-11-20-18:12:16.2766112-05:00
262|1069|2021-11-20-18:12:16.2766287-05:00
1294|1079|2021-11-20-18:12:16.2766463-05:00
1951|1079|2021-11-20-18:12:16.2766642-05:00
1569|1079|2021-11-20-18:12:16.2766815-05:00
978|1079|2021-11-20-18:12:16.2766989-05:00
584|953|2021-11-20-18:12:16.2767162-05:00
1864|948|2021-11-20-18:12:16.2767336-05:00
1894|492|2021-11-20-18:12:16.2767593-05:00
166|819|2021-11-20-18:12:16.2767874-05:00
842|168|2021-11-20-18:12:16.2768070-05:00
241|679|2021-11-20-18:12:16.2768245-05:00
1812|686|2021-11-20-18:12:16.2768517-05:00
1035|844|2021-11-20-18:12:16.2768700-05:00
1612|8|2021-11-20-18:12:16.2768877-05:00
1840|1005|2021-11-20-18:12:16.2769056-05:00
1162|484|2021-11-20-18:12:16.2769234-05:00
1919|1005|2021-11-20-18:12:16.2769410-05:00
149|212|2021-11-20-18:12:16.2769587-05:00
1597|415|2021-11-20-18:12:16.2769764-05:00
23|122|2021-11-20-18:12:16.2769941-05:00
1833|881|2021-11-20-18:12:16.2770120-05:00
61|493|2021-11-20-18:12:16.2770296-05:00
781|966|2021-11-20-18:12:16.2770472-05:00
1336|975|2021-11-20-18:12:16.2770651-05:00
459|977|2021-11-20-18:12:16.2770826-05:00
885|264|2021-11-20-18:12:16.2771003-05:00
1270|672|2021-11-20-18:12:16.2771183-05:00
939|975|2021-11-20-18:12:16.2771361-05:00
1982|867|2021-11-20-18:12:16.2771539-05:00
1191|977|2021-11-20-18:12:16.2771717-05:00
1910|604|2021-11-20-18:12:16.2772004-05:00
1780|977|2021-11-20-18:12:16.2772270-05:00
1948|978|2021-11-20-18:12:16.2772458-05:00
504|224|2021-11-20-18:12:16.2772643-05:00
1698|977|2021-11-20-18:12:16.2772827-05:00
815|978|2021-11-20-18:12:16.2773223-05:00
1824|978|2021-11-20-18:12:16.2773577-05:00
1722|978|2021-11-20-18:12:16.2773807-05:00
1669|10|2021-11-20-18:12:16.2773992-05:00
252|892|2021-11-20-18:12:16.2774176-05:00
231|977|2021-11-20-18:12:16.2774358-05:00
1572|862|2021-11-20-18:12:16.2774538-05:00
1927|975|2021-11-20-18:12:16.2774717-05:00
1110|975|2021-11-20-18:12:16.2774896-05:00
1402|977|2021-11-20-18:12:16.2775075-05:00
1339|104|2021-11-20-18:12:16.2775256-05:00
1021|978|2021-11-20-18:12:16.2775439-05:00
1878|981|2021-11-20-18:12:16.2775625-05:00
1850|984|2021-11-20-18:12:16.2775813-05:00
548|991|2021-11-20-18:12:16.2775999-05:00
359|991|2021-11-20-18:12:16.2776184-05:00
936|356|2021-11-20-18:12:16.2776366-05:00
35|991|2021-11-20-18:12:16.2776548-05:00
297|991|2021-11-20-18:12:16.2776730-05:00
935|901|2021-11-20-18:12:16.2776909-05:00
203|984|2021-11-20-18:12:16.2777092-05:00
518|546|2021-11-20-18:12:16.2777274-05:00
613|816|2021-11-20-18:12:16.2777454-05:00
1114|491|2021-11-20-18:12:16.2777639-05:00
96|977|2021-11-20-18:12:16.2777865-05:00
1303|977|2021-11-20-18:12:16.2778308-05:00
916|617|2021-11-20-18:12:16.2778524-05:00
1912|975|2021-11-20-18:12:16.2778709-05:00
966|841|2021-11-20-18:12:16.2778960-05:00
924|975|2021-11-20-18:12:16.2779250-05:00
456|888|2021-11-20-18:12:16.2779473-05:00
1859|709|2021-11-20-18:12:16.2779656-05:00
535|112|2021-11-20-18:12:16.2779838-05:00
1911|30|2021-11-20-18:12:16.2780018-05:00
1022|627|2021-11-20-18:12:16.2780202-05:00
1331|966|2021-11-20-18:12:16.2780387-05:00
195|567|2021-11-20-18:12:16.2780568-05:00
472|966|2021-11-20-18:12:16.2780749-05:00
1349|436|2021-11-20-18:12:16.2780932-05:00
1787|764|2021-11-20-18:12:16.2781114-05:00
256|966|2021-11-20-18:12:16.2781295-05:00
136|966|2021-11-20-18:12:16.2781477-05:00
1657|966|2021-11-20-18:12:16.2781657-05:00
1929|114|2021-11-20-18:12:16.2781835-05:00
1105|432|2021-11-20-18:12:16.2782018-05:00
1854|965|2021-11-20-18:12:16.2782200-05:00
1387|488|2021-11-20-18:12:16.2782383-05:00
1083|965|2021-11-20-18:12:16.2782564-05:00
1424|53|2021-11-20-18:12:16.2782746-05:00
829|965|2021-11-20-18:12:16.2782927-05:00
962|197|2021-11-20-18:12:16.2783330-05:00
1742|966|2021-11-20-18:12:16.2783812-05:00
1645|966|2021-11-20-18:12:16.2784213-05:00
1546|198|2021-11-20-18:12:16.2784594-05:00
1490|338|2021-11-20-18:12:16.2785044-05:00
307|154|2021-11-20-18:12:16.2785346-05:00
1207|746|2021-11-20-18:12:16.2785637-05:00
608|962|2021-11-20-18:12:16.2786139-05:00
1571|962|2021-11-20-18:12:16.2786533-05:00
930|962|2021-11-20-18:12:16.2786744-05:00
1296|883|2021-11-20-18:12:16.2786936-05:00
1661|595|2021-11-20-18:12:16.2787143-05:00
953|131|2021-11-20-18:12:16.2787487-05:00
186|889|2021-11-20-18:12:16.2787786-05:00
948|952|2021-11-20-18:12:16.2788081-05:00
1470|965|2021-11-20-18:12:16.2788363-05:00
492|965|2021-11-20-18:12:16.2788650-05:00
1970|578|2021-11-20-18:12:16.2788913-05:00
819|943|2021-11-20-18:12:16.2789217-05:00
1204|703|2021-11-20-18:12:16.2789537-05:00
168|331|2021-11-20-18:12:16.2789803-05:00
474|953|2021-11-20-18:12:16.2790013-05:00
679|953|2021-11-20-18:12:16.2790194-05:00
498|872|2021-11-20-18:12:16.2790373-05:00
686|962|2021-11-20-18:12:16.2790570-05:00
66|284|2021-11-20-18:12:16.2790906-05:00
844|419|2021-11-20-18:12:16.2791210-05:00
681|962|2021-11-20-18:12:16.2791432-05:00
8|893|2021-11-20-18:12:16.2791729-05:00
235|361|2021-11-20-18:12:16.2792039-05:00
1914|952|2021-11-20-18:12:16.2792258-05:00
1823|823|2021-11-20-18:12:16.2792435-05:00
484|794|2021-11-20-18:12:16.2792609-05:00
133|460|2021-11-20-18:12:16.2792782-05:00
1966|280|2021-11-20-18:12:16.2792954-05:00
704|949|2021-11-20-18:12:16.2793155-05:00
212|952|2021-11-20-18:12:16.2793335-05:00
975|952|2021-11-20-18:12:16.2793507-05:00
415|119|2021-11-20-18:12:16.2793681-05:00
720|188|2021-11-20-18:12:16.2793855-05:00
122|673|2021-11-20-18:12:16.2794030-05:00
1570|948|2021-11-20-18:12:16.2794202-05:00
881|949|2021-11-20-18:12:16.2794588-05:00
412|28|2021-11-20-18:12:16.2794785-05:00
493|949|2021-11-20-18:12:16.2794959-05:00
587|697|2021-11-20-18:12:16.2795130-05:00
1171|303|2021-11-20-18:12:16.2795303-05:00
1473|946|2021-11-20-18:12:16.2795477-05:00
977|948|2021-11-20-18:12:16.2795649-05:00
1618|949|2021-11-20-18:12:16.2795896-05:00
1364|952|2021-11-20-18:12:16.2796200-05:00
1418|953|2021-11-20-18:12:16.2796419-05:00
264|767|2021-11-20-18:12:16.2796666-05:00
221|304|2021-11-20-18:12:16.2796922-05:00
672|953|2021-11-20-18:12:16.2797126-05:00
499|174|2021-11-20-18:12:16.2797436-05:00
1066|408|2021-11-20-18:12:16.2797650-05:00
1156|952|2021-11-20-18:12:16.2797821-05:00
867|631|2021-11-20-18:12:16.2797991-05:00
1432|953|2021-11-20-18:12:16.2798221-05:00
1448|962|2021-11-20-18:12:16.2798498-05:00
537|963|2021-11-20-18:12:16.2798709-05:00
604|747|2021-11-20-18:12:16.2798881-05:00
1348|963|2021-11-20-18:12:16.2799051-05:00
1028|755|2021-11-20-18:12:16.2799414-05:00
1468|965|2021-11-20-18:12:16.2799713-05:00
1183|670|2021-11-20-18:12:16.2799993-05:00
824|963|2021-11-20-18:12:16.2800207-05:00
224|965|2021-11-20-18:12:16.2800380-05:00
255|324|2021-11-20-18:12:16.2800596-05:00
1269|965|2021-11-20-18:12:16.2800969-05:00
1517|965|2021-11-20-18:12:16.2801242-05:00
1550|126|2021-11-20-18:12:16.2801442-05:00
110|965|2021-11-20-18:12:16.2801730-05:00
1096|877|2021-11-20-18:12:16.2801951-05:00
585|965|2021-11-20-18:12:16.2802224-05:00
1584|97|2021-11-20-18:12:16.2802488-05:00
281|965|2021-11-20-18:12:16.2802700-05:00
10|966|2021-11-20-18:12:16.2802872-05:00
107|967|2021-11-20-18:12:16.2803143-05:00
892|75|2021-11-20-18:12:16.2803405-05:00
1367|967|2021-11-20-18:12:16.2803602-05:00
1710|975|2021-11-20-18:12:16.2803771-05:00
387|977|2021-11-20-18:12:16.2803939-05:00
862|597|2021-11-20-18:12:16.2804107-05:00
496|19|2021-11-20-18:12:16.2804337-05:00
1568|978|2021-11-20-18:12:16.2804629-05:00
274|171|2021-11-20-18:12:16.2804893-05:00
1454|978|2021-11-20-18:12:16.2805104-05:00
1464|978|2021-11-20-18:12:16.2805276-05:00
1636|798|2021-11-20-18:12:16.2805488-05:00
1049|209|2021-11-20-18:12:16.2805805-05:00
104|216|2021-11-20-18:12:16.2806096-05:00
981|809|2021-11-20-18:12:16.2806380-05:00
1261|964|2021-11-20-18:12:16.2806635-05:00
1585|378|2021-11-20-18:12:16.2806981-05:00
984|966|2021-11-20-18:12:16.2807263-05:00
1530|379|2021-11-20-18:12:16.2807480-05:00
1381|966|2021-11-20-18:12:16.2807812-05:00
1014|167|2021-11-20-18:12:16.2807994-05:00
1393|41|2021-11-20-18:12:16.2808161-05:00
348|964|2021-11-20-18:12:16.2808328-05:00
1253|964|2021-11-20-18:12:16.2808496-05:00
722|367|2021-11-20-18:12:16.2808665-05:00
356|71|2021-11-20-18:12:16.2808834-05:00
1845|963|2021-11-20-18:12:16.2809001-05:00
1869|964|2021-11-20-18:12:16.2809168-05:00
152|965|2021-11-20-18:12:16.2809333-05:00
1122|966|2021-11-20-18:12:16.2809497-05:00
87|966|2021-11-20-18:12:16.2809663-05:00
901|470|2021-11-20-18:12:16.2809828-05:00
787|725|2021-11-20-18:12:16.2809991-05:00
1148|965|2021-11-20-18:12:16.2810155-05:00
759|966|2021-11-20-18:12:16.2810317-05:00
546|319|2021-11-20-18:12:16.2810483-05:00
83|302|2021-11-20-18:12:16.2810650-05:00
816|109|2021-11-20-18:12:16.2811002-05:00
225|683|2021-11-20-18:12:16.2811308-05:00
491|718|2021-11-20-18:12:16.2811591-05:00
542|828|2021-11-20-18:12:16.2811873-05:00
1899|898|2021-11-20-18:12:16.2812153-05:00
917|384|2021-11-20-18:12:16.2812423-05:00
1370|54|2021-11-20-18:12:16.2812644-05:00
749|928|2021-11-20-18:12:16.2812823-05:00
617|962|2021-11-20-18:12:16.2812999-05:00
233|955|2021-11-20-18:12:16.2813197-05:00
1415|626|2021-11-20-18:12:16.2813375-05:00
582|423|2021-11-20-18:12:16.2813550-05:00
841|953|2021-11-20-18:12:16.2813724-05:00
1511|955|2021-11-20-18:12:16.2813895-05:00
1605|676|2021-11-20-18:12:16.2814068-05:00
51|955|2021-11-20-18:12:16.2814329-05:00
888|44|2021-11-20-18:12:16.2814513-05:00
1003|875|2021-11-20-18:12:16.2814689-05:00
709|309|2021-11-20-18:12:16.2814861-05:00
555|840|2021-11-20-18:12:16.2815034-05:00
112|953|2021-11-20-18:12:16.2815204-05:00
998|955|2021-11-20-18:12:16.2815378-05:00
30|962|2021-11-20-18:12:16.2815552-05:00
1027|814|2021-11-20-18:12:16.2815723-05:00
627|652|2021-11-20-18:12:16.2815961-05:00
1430|27|2021-11-20-18:12:16.2816257-05:00
1150|953|2021-11-20-18:12:16.2816541-05:00
1373|955|2021-11-20-18:12:16.2816860-05:00
567|606|2021-11-20-18:12:16.2817137-05:00
847|953|2021-11-20-18:12:16.2817382-05:00
1898|43|2021-11-20-18:12:16.2817592-05:00
1340|953|2021-11-20-18:12:16.2817762-05:00
436|270|2021-11-20-18:12:16.2817930-05:00
1188|602|2021-11-20-18:12:16.2818097-05:00
764|557|2021-11-20-18:12:16.2818264-05:00
760|543|2021-11-20-18:12:16.2818429-05:00
1056|948|2021-11-20-18:12:16.2818593-05:00
852|949|2021-11-20-18:12:16.2818759-05:00
1123|728|2021-11-20-18:12:16.2818925-05:00
476|952|2021-11-20-18:12:16.2819092-05:00
982|158|2021-11-20-18:12:16.2819318-05:00
513|953|2021-11-20-18:12:16.2819605-05:00
114|953|2021-11-20-18:12:16.2819883-05:00
130|609|2021-11-20-18:12:16.2820098-05:00
432|636|2021-11-20-18:12:16.2820269-05:00
1295|952|2021-11-20-18:12:16.2820484-05:00
1309|952|2021-11-20-18:12:16.2820804-05:00
1622|953|2021-11-20-18:12:16.2821094-05:00
488|955|2021-11-20-18:12:16.2821371-05:00
856|833|2021-11-20-18:12:16.2821644-05:00
1904|955|2021-11-20-18:12:16.2821911-05:00
161|955|2021-11-20-18:12:16.2822205-05:00
53|65|2021-11-20-18:12:16.2822496-05:00
1994|955|2021-11-20-18:12:16.2822740-05:00
1979|955|2021-11-20-18:12:16.2822968-05:00
1827|962|2021-11-20-18:12:16.2823288-05:00
197|921|2021-11-20-18:12:16.2823499-05:00
1479|963|2021-11-20-18:12:16.2823666-05:00
1915|687|2021-11-20-18:12:16.2823833-05:00
473|471|2021-11-20-18:12:16.2824003-05:00
1772|963|2021-11-20-18:12:16.2824172-05:00
1|964|2021-11-20-18:12:16.2824477-05:00
198|416|2021-11-20-18:12:16.2824655-05:00
1763|666|2021-11-20-18:12:16.2824824-05:00
338|963|2021-11-20-18:12:16.2824992-05:00
76|963|2021-11-20-18:12:16.2825161-05:00
154|528|2021-11-20-18:12:16.2825328-05:00
1667|963|2021-11-20-18:12:16.2825496-05:00
746|964|2021-11-20-18:12:16.2825661-05:00
845|16|2021-11-20-18:12:16.2825827-05:00
1019|185|2021-11-20-18:12:16.2825993-05:00
40|691|2021-11-20-18:12:16.2826158-05:00
1880|963|2021-11-20-18:12:16.2826323-05:00
246|963|2021-11-20-18:12:16.2826486-05:00
1580|963|2021-11-20-18:12:16.2826674-05:00
1602|373|2021-11-20-18:12:16.2826843-05:00
883|962|2021-11-20-18:12:16.2827005-05:00
1906|786|2021-11-20-18:12:16.2827168-05:00
595|962|2021-11-20-18:12:16.2827332-05:00
1330|963|2021-11-20-18:12:16.2827495-05:00
131|964|2021-11-20-18:12:16.2827660-05:00
1533|479|2021-11-20-18:12:16.2827826-05:00
889|424|2021-11-20-18:12:16.2827992-05:00
1713|765|2021-11-20-18:12:16.2828157-05:00
952|962|2021-11-20-18:12:16.2828322-05:00
1745|962|2021-11-20-18:12:16.2828486-05:00
1282|963|2021-11-20-18:12:16.2828653-05:00
447|442|2021-11-20-18:12:16.2828820-05:00
1211|963|2021-11-20-18:12:16.2828988-05:00
938|454|2021-11-20-18:12:16.2829155-05:00
578|963|2021-11-20-18:12:16.2829322-05:00
1576|963|2021-11-20-18:12:16.2829490-05:00
943|33|2021-11-20-18:12:16.2829656-05:00
646|963|2021-11-20-18:12:16.2829820-05:00
703|963|2021-11-20-18:12:16.2829983-05:00
987|583|2021-11-20-18:12:16.2830204-05:00
331|963|2021-11-20-18:12:16.2830374-05:00
354|603|2021-11-20-18:12:16.2830538-05:00
1792|86|2021-11-20-18:12:16.2830704-05:00
365|311|2021-11-20-18:12:16.2830869-05:00
1159|963|2021-11-20-18:12:16.2831031-05:00
1649|777|2021-11-20-18:12:16.2831196-05:00
872|963|2021-11-20-18:12:16.2831362-05:00
1651|964|2021-11-20-18:12:16.2831525-05:00
1842|964|2021-11-20-18:12:16.2831687-05:00
1862|323|2021-11-20-18:12:16.2831849-05:00
284|964|2021-11-20-18:12:16.2832011-05:00
1817|439|2021-11-20-18:12:16.2832174-05:00
419|963|2021-11-20-18:12:16.2832338-05:00
386|964|2021-11-20-18:12:16.2832500-05:00
963|445|2021-11-20-18:12:16.2832665-05:00
294|510|2021-11-20-18:12:16.2832830-05:00
893|964|2021-11-20-18:12:16.2832995-05:00
594|964|2021-11-20-18:12:16.2833178-05:00
361|328|2021-11-20-18:12:16.2833343-05:00
254|964|2021-11-20-18:12:16.2833509-05:00
1131|635|2021-11-20-18:12:16.2833673-05:00
486|964|2021-11-20-18:12:16.2833838-05:00
823|964|2021-11-20-18:12:16.2834002-05:00
599|965|2021-11-20-18:12:16.2834169-05:00
794|88|2021-11-20-18:12:16.2834333-05:00
1703|521|2021-11-20-18:12:16.2834498-05:00
460|89|2021-11-20-18:12:16.2834712-05:00
1805|7|2021-11-20-18:12:16.2835022-05:00
280|963|2021-11-20-18:12:16.2835242-05:00
1436|501|2021-11-20-18:12:16.2835410-05:00
1117|963|2021-11-20-18:12:16.2835573-05:00
1247|629|2021-11-20-18:12:16.2835736-05:00
1532|427|2021-11-20-18:12:16.2836036-05:00
619|964|2021-11-20-18:12:16.2836226-05:00
1281|964|2021-11-20-18:12:16.2836390-05:00
545|965|2021-11-20-18:12:16.2836552-05:00
119|102|2021-11-20-18:12:16.2836716-05:00
238|965|2021-11-20-18:12:16.2836972-05:00
188|466|2021-11-20-18:12:16.2837142-05:00
487|964|2021-11-20-18:12:16.2837305-05:00
673|965|2021-11-20-18:12:16.2837468-05:00
1245|965|2021-11-20-18:12:16.2837630-05:00
1865|965|2021-11-20-18:12:16.2837793-05:00
1095|965|2021-11-20-18:12:16.2837957-05:00
1480|150|2021-11-20-18:12:16.2838119-05:00
1463|965|2021-11-20-18:12:16.2838279-05:00
28|369|2021-11-20-18:12:16.2838439-05:00
832|656|2021-11-20-18:12:16.2838599-05:00
1985|855|2021-11-20-18:12:16.2838762-05:00
305|963|2021-11-20-18:12:16.2838966-05:00
697|22|2021-11-20-18:12:16.2839257-05:00
366|963|2021-11-20-18:12:16.2839474-05:00
303|963|2021-11-20-18:12:16.2839635-05:00
464|368|2021-11-20-18:12:16.2839790-05:00
1853|964|2021-11-20-18:12:16.2839944-05:00
1836|965|2021-11-20-18:12:16.2840100-05:00
1524|966|2021-11-20-18:12:16.2840258-05:00
1219|813|2021-11-20-18:12:16.2840413-05:00
1562|966|2021-11-20-18:12:16.2840567-05:00
1450|967|2021-11-20-18:12:16.2840723-05:00
1200|638|2021-11-20-18:12:16.2840877-05:00
1075|793|2021-11-20-18:12:16.2841033-05:00
1383|967|2021-11-20-18:12:16.2841192-05:00
422|658|2021-11-20-18:12:16.2841351-05:00
767|970|2021-11-20-18:12:16.2841509-05:00
1046|975|2021-11-20-18:12:16.2841667-05:00
304|169|2021-11-20-18:12:16.2841823-05:00
1803|975|2021-11-20-18:12:16.2841980-05:00
1113|975|2021-11-20-18:12:16.2842135-05:00
425|976|2021-11-20-18:12:16.2842291-05:00
174|976|2021-11-20-18:12:16.2842448-05:00
668|9|2021-11-20-18:12:16.2842699-05:00
408|976|2021-11-20-18:12:16.2842868-05:00
1875|977|2021-11-20-18:12:16.2843028-05:00
1589|978|2021-11-20-18:12:16.2843204-05:00
1882|979|2021-11-20-18:12:16.2843415-05:00
631|693|2021-11-20-18:12:16.2843713-05:00
1743|981|2021-11-20-18:12:16.2843920-05:00
1127|172|2021-11-20-18:12:16.2844079-05:00
1335|982|2021-11-20-18:12:16.2844233-05:00
1676|894|2021-11-20-18:12:16.2844385-05:00
1628|457|2021-11-20-18:12:16.2844538-05:00
1820|771|2021-11-20-18:12:16.2844692-05:00
1980|981|2021-11-20-18:12:16.2844845-05:00
747|207|2021-11-20-18:12:16.2844999-05:00
754|979|2021-11-20-18:12:16.2845150-05:00
967|677|2021-11-20-18:12:16.2845299-05:00
1087|698|2021-11-20-18:12:16.2845449-05:00
755|968|2021-11-20-18:12:16.2845602-05:00
1438|333|2021-11-20-18:12:16.2845753-05:00
1030|336|2021-11-20-18:12:16.2845923-05:00
910|978|2021-11-20-18:12:16.2846127-05:00
670|979|2021-11-20-18:12:16.2846331-05:00
735|979|2021-11-20-18:12:16.2846588-05:00
1289|979|2021-11-20-18:12:16.2846801-05:00
1603|657|2021-11-20-18:12:16.2847079-05:00
1860|4|2021-11-20-18:12:16.2847354-05:00
1446|979|2021-11-20-18:12:16.2847629-05:00
324|669|2021-11-20-18:12:16.2847896-05:00
446|978|2021-11-20-18:12:16.2848141-05:00
1178|978|2021-11-20-18:12:16.2848384-05:00
222|859|2021-11-20-18:12:16.2848625-05:00
1730|326|2021-11-20-18:12:16.2849067-05:00
1559|398|2021-11-20-18:12:16.2849316-05:00
126|903|2021-11-20-18:12:16.2849575-05:00
29|139|2021-11-20-18:12:16.2849778-05:00
1953|979|2021-11-20-18:12:16.2850035-05:00
420|981|2021-11-20-18:12:16.2850269-05:00
877|982|2021-11-20-18:12:16.2850513-05:00
1976|982|2021-11-20-18:12:16.2850769-05:00
1232|982|2021-11-20-18:12:16.2850957-05:00
1770|430|2021-11-20-18:12:16.2851109-05:00
97|982|2021-11-20-18:12:16.2851260-05:00
239|614|2021-11-20-18:12:16.2851449-05:00
1771|984|2021-11-20-18:12:16.2851723-05:00
1558|879|2021-11-20-18:12:16.2851920-05:00
1236|982|2021-11-20-18:12:16.2852073-05:00
1399|345|2021-11-20-18:12:16.2852271-05:00
1677|763|2021-11-20-18:12:16.2852430-05:00
13|984|2021-11-20-18:12:16.2852580-05:00
75|984|2021-11-20-18:12:16.2852731-05:00
1222|986|2021-11-20-18:12:16.2852951-05:00
1067|987|2021-11-20-18:12:16.2853239-05:00
1666|138|2021-11-20-18:12:16.2853496-05:00
1404|987|2021-11-20-18:12:16.2853695-05:00
1262|958|2021-11-20-18:12:16.2853848-05:00
1993|987|2021-11-20-18:12:16.2853999-05:00
1672|987|2021-11-20-18:12:16.2854197-05:00
597|902|2021-11-20-18:12:16.2854471-05:00
1986|591|2021-11-20-18:12:16.2854729-05:00
19|702|2021-11-20-18:12:16.2854959-05:00
1172|31|2021-11-20-18:12:16.2855185-05:00
1422|981|2021-11-20-18:12:16.2855412-05:00
671|353|2021-11-20-18:12:16.2855635-05:00
171|981|2021-11-20-18:12:16.2855863-05:00
1445|553|2021-11-20-18:12:16.2856093-05:00
1896|979|2021-11-20-18:12:16.2856319-05:00
275|797|2021-11-20-18:12:16.2856641-05:00
1847|979|2021-11-20-18:12:16.2856873-05:00
714|211|2021-11-20-18:12:16.2857122-05:00
798|978|2021-11-20-18:12:16.2857393-05:00
547|113|2021-11-20-18:12:16.2857586-05:00
209|979|2021-11-20-18:12:16.2857738-05:00
780|381|2021-11-20-18:12:16.2857889-05:00
216|822|2021-11-20-18:12:16.2858041-05:00
1237|143|2021-11-20-18:12:16.2858193-05:00
809|795|2021-11-20-18:12:16.2858349-05:00
441|18|2021-11-20-18:12:16.2858506-05:00
964|975|2021-11-20-18:12:16.2858704-05:00
1720|776|2021-11-20-18:12:16.2859209-05:00
378|772|2021-11-20-18:12:16.2859513-05:00
469|971|2021-11-20-18:12:16.2859710-05:00
1766|971|2021-11-20-18:12:16.2859861-05:00
318|761|2021-11-20-18:12:16.2860011-05:00
379|52|2021-11-20-18:12:16.2860158-05:00
1950|896|2021-11-20-18:12:16.2860305-05:00
1169|544|2021-11-20-18:12:16.2860451-05:00
64|778|2021-11-20-18:12:16.2860676-05:00
167|796|2021-11-20-18:12:16.2860952-05:00
868|966|2021-11-20-18:12:16.2861184-05:00
41|966|2021-11-20-18:12:16.2861345-05:00
296|756|2021-11-20-18:12:16.2861491-05:00
1816|571|2021-11-20-18:12:16.2861636-05:00
