Start |2021-11-20-18:11:59.6270075-05:00
120|1066|2021-11-20-18:11:59.6341210-05:00
532|54|2021-11-20-18:11:59.6341396-05:00
97|986|2021-11-20-18:11:59.6341583-05:00
1696|810|2021-11-20-18:11:59.6341768-05:00
501|984|2021-11-20-18:11:59.6341953-05:00
582|1036|2021-11-20-18:11:59.6342284-05:00
1658|555|2021-11-20-18:11:59.6342481-05:00
1913|1042|2021-11-20-18:11:59.6342667-05:00
1965|497|2021-11-20-18:11:59.6342854-05:00
59|420|2021-11-20-18:11:59.6343045-05:00
10|189|2021-11-20-18:11:59.6343237-05:00
923|225|2021-11-20-18:11:59.6343426-05:00
1512|140|2021-11-20-18:11:59.6343614-05:00
1877|618|2021-11-20-18:11:59.6343807-05:00
981|350|2021-11-20-18:11:59.6343996-05:00
1608|1018|2021-11-20-18:11:59.6344185-05:00
914|647|2021-11-20-18:11:59.6344418-05:00
1956|686|2021-11-20-18:11:59.6344672-05:00
765|1018|2021-11-20-18:11:59.6344874-05:00
1909|452|2021-11-20-18:11:59.6345062-05:00
62|667|2021-11-20-18:11:59.6345248-05:00
817|1018|2021-11-20-18:11:59.6345436-05:00
827|1018|2021-11-20-18:11:59.6345626-05:00
566|371|2021-11-20-18:11:59.6345814-05:00
168|1032|2021-11-20-18:11:59.6346000-05:00
814|635|2021-11-20-18:11:59.6346498-05:00
977|1036|2021-11-20-18:11:59.6346704-05:00
1581|1042|2021-11-20-18:11:59.6346889-05:00
864|487|2021-11-20-18:11:59.6347078-05:00
1579|715|2021-11-20-18:11:59.6347266-05:00
713|1036|2021-11-20-18:11:59.6347452-05:00
1762|744|2021-11-20-18:11:59.6347638-05:00
1217|1036|2021-11-20-18:11:59.6347825-05:00
1811|931|2021-11-20-18:11:59.6348011-05:00
1010|813|2021-11-20-18:11:59.6348197-05:00
1627|340|2021-11-20-18:11:59.6348383-05:00
1245|1032|2021-11-20-18:11:59.6348568-05:00
835|1036|2021-11-20-18:11:59.6348754-05:00
1462|415|2021-11-20-18:11:59.6348944-05:00
315|156|2021-11-20-18:11:59.6349131-05:00
130|1036|2021-11-20-18:11:59.6349320-05:00
1901|1042|2021-11-20-18:11:59.6349506-05:00
1364|1047|2021-11-20-18:11:59.6349692-05:00
1550|1052|2021-11-20-18:11:59.6349878-05:00
1066|1052|2021-11-20-18:11:59.6350063-05:00
808|1052|2021-11-20-18:11:59.6350247-05:00
689|568|2021-11-20-18:11:59.6350431-05:00
1594|1047|2021-11-20-18:11:59.6350619-05:00
862|1047|2021-11-20-18:11:59.6350805-05:00
1963|1047|2021-11-20-18:11:59.6350989-05:00
638|364|2021-11-20-18:11:59.6351177-05:00
1|368|2021-11-20-18:11:59.6351364-05:00
408|922|2021-11-20-18:11:59.6351549-05:00
1853|470|2021-11-20-18:11:59.6351849-05:00
657|319|2021-11-20-18:11:59.6352258-05:00
1294|1042|2021-11-20-18:11:59.6352952-05:00
1699|527|2021-11-20-18:11:59.6353324-05:00
1520|485|2021-11-20-18:11:59.6353623-05:00
1521|409|2021-11-20-18:11:59.6353902-05:00
1678|518|2021-11-20-18:11:59.6354346-05:00
1592|160|2021-11-20-18:11:59.6354663-05:00
77|151|2021-11-20-18:11:59.6354869-05:00
1042|987|2021-11-20-18:11:59.6355105-05:00
372|624|2021-11-20-18:11:59.6355425-05:00
1332|1018|2021-11-20-18:11:59.6355753-05:00
244|438|2021-11-20-18:11:59.6356044-05:00
1712|503|2021-11-20-18:11:59.6356597-05:00
1702|435|2021-11-20-18:11:59.6356930-05:00
858|1014|2021-11-20-18:11:59.6357192-05:00
1345|135|2021-11-20-18:11:59.6357697-05:00
363|799|2021-11-20-18:11:59.6358718-05:00
82|641|2021-11-20-18:11:59.6358955-05:00
479|660|2021-11-20-18:11:59.6359136-05:00
444|490|2021-11-20-18:11:59.6359312-05:00
1780|397|2021-11-20-18:11:59.6359552-05:00
158|313|2021-11-20-18:11:59.6359868-05:00
1439|166|2021-11-20-18:11:59.6360185-05:00
1266|951|2021-11-20-18:11:59.6360447-05:00
1488|419|2021-11-20-18:11:59.6360633-05:00
1337|170|2021-11-20-18:11:59.6360811-05:00
124|806|2021-11-20-18:11:59.6361077-05:00
1371|202|2021-11-20-18:11:59.6361457-05:00
709|741|2021-11-20-18:11:59.6361740-05:00
900|405|2021-11-20-18:11:59.6362193-05:00
933|981|2021-11-20-18:11:59.6362492-05:00
708|981|2021-11-20-18:11:59.6362790-05:00
1342|981|2021-11-20-18:11:59.6363140-05:00
1351|981|2021-11-20-18:11:59.6363587-05:00
1147|981|2021-11-20-18:11:59.6363903-05:00
1714|982|2021-11-20-18:11:59.6364159-05:00
1929|833|2021-11-20-18:11:59.6364347-05:00
1715|75|2021-11-20-18:11:59.6364691-05:00
1299|283|2021-11-20-18:11:59.6364998-05:00
1787|977|2021-11-20-18:11:59.6365219-05:00
705|98|2021-11-20-18:11:59.6365442-05:00
54|48|2021-11-20-18:11:59.6365740-05:00
846|190|2021-11-20-18:11:59.6366005-05:00
986|961|2021-11-20-18:11:59.6366287-05:00
221|961|2021-11-20-18:11:59.6366501-05:00
810|961|2021-11-20-18:11:59.6366682-05:00
1101|961|2021-11-20-18:11:59.6366860-05:00
984|977|2021-11-20-18:11:59.6367037-05:00
723|163|2021-11-20-18:11:59.6367214-05:00
1504|278|2021-11-20-18:11:59.6367392-05:00
1585|959|2021-11-20-18:11:59.6367569-05:00
555|959|2021-11-20-18:11:59.6367747-05:00
1505|323|2021-11-20-18:11:59.6367923-05:00
1967|800|2021-11-20-18:11:59.6368100-05:00
76|958|2021-11-20-18:11:59.6368280-05:00
497|959|2021-11-20-18:11:59.6368456-05:00
1843|519|2021-11-20-18:11:59.6368635-05:00
420|958|2021-11-20-18:11:59.6368810-05:00
31|959|2021-11-20-18:11:59.6368985-05:00
189|959|2021-11-20-18:11:59.6369162-05:00
1548|388|2021-11-20-18:11:59.6369339-05:00
225|764|2021-11-20-18:11:59.6369518-05:00
1350|958|2021-11-20-18:11:59.6369698-05:00
140|777|2021-11-20-18:11:59.6369875-05:00
1425|731|2021-11-20-18:11:59.6370050-05:00
618|484|2021-11-20-18:11:59.6370224-05:00
885|357|2021-11-20-18:11:59.6370520-05:00
350|443|2021-11-20-18:11:59.6370714-05:00
549|958|2021-11-20-18:11:59.6371002-05:00
1152|717|2021-11-20-18:11:59.6371282-05:00
1416|958|2021-11-20-18:11:59.6371498-05:00
647|898|2021-11-20-18:11:59.6371674-05:00
760|956|2021-11-20-18:11:59.6371849-05:00
686|85|2021-11-20-18:11:59.6372021-05:00
1734|958|2021-11-20-18:11:59.6372218-05:00
1727|422|2021-11-20-18:11:59.6372392-05:00
1286|355|2021-11-20-18:11:59.6372565-05:00
452|958|2021-11-20-18:11:59.6372737-05:00
1052|958|2021-11-20-18:11:59.6372911-05:00
667|773|2021-11-20-18:11:59.6373083-05:00
243|751|2021-11-20-18:11:59.6373255-05:00
1129|144|2021-11-20-18:11:59.6373429-05:00
639|956|2021-11-20-18:11:59.6373601-05:00
1199|958|2021-11-20-18:11:59.6373774-05:00
1307|249|2021-11-20-18:11:59.6373947-05:00
371|441|2021-11-20-18:11:59.6374119-05:00
1198|958|2021-11-20-18:11:59.6374293-05:00
1382|959|2021-11-20-18:11:59.6374469-05:00
1274|961|2021-11-20-18:11:59.6374757-05:00
635|935|2021-11-20-18:11:59.6374944-05:00
1867|959|2021-11-20-18:11:59.6375121-05:00
1490|235|2021-11-20-18:11:59.6375295-05:00
1681|959|2021-11-20-18:11:59.6375471-05:00
1121|959|2021-11-20-18:11:59.6375647-05:00
231|961|2021-11-20-18:11:59.6375819-05:00
487|974|2021-11-20-18:11:59.6375995-05:00
690|572|2021-11-20-18:11:59.6376172-05:00
715|974|2021-11-20-18:11:59.6376345-05:00
1549|678|2021-11-20-18:11:59.6376606-05:00
1593|955|2021-11-20-18:11:59.6376897-05:00
1931|959|2021-11-20-18:11:59.6377112-05:00
744|961|2021-11-20-18:11:59.6377286-05:00
425|974|2021-11-20-18:11:59.6377460-05:00
1571|658|2021-11-20-18:11:59.6377632-05:00
91|977|2021-11-20-18:11:59.6377805-05:00
931|832|2021-11-20-18:11:59.6377979-05:00
1797|977|2021-11-20-18:11:59.6378153-05:00
813|192|2021-11-20-18:11:59.6378328-05:00
229|746|2021-11-20-18:11:59.6378499-05:00
340|977|2021-11-20-18:11:59.6378674-05:00
1205|977|2021-11-20-18:11:59.6378846-05:00
1380|977|2021-11-20-18:11:59.6379020-05:00
1370|245|2021-11-20-18:11:59.6379196-05:00
1346|92|2021-11-20-18:11:59.6379373-05:00
1943|974|2021-11-20-18:11:59.6379548-05:00
415|916|2021-11-20-18:11:59.6379723-05:00
1567|974|2021-11-20-18:11:59.6379897-05:00
156|473|2021-11-20-18:11:59.6380075-05:00
815|567|2021-11-20-18:11:59.6380252-05:00
1056|959|2021-11-20-18:11:59.6380428-05:00
1413|961|2021-11-20-18:11:59.6380645-05:00
1497|961|2021-11-20-18:11:59.6380835-05:00
1068|974|2021-11-20-18:11:59.6381073-05:00
1907|559|2021-11-20-18:11:59.6381255-05:00
1273|961|2021-11-20-18:11:59.6381430-05:00
1927|33|2021-11-20-18:11:59.6381607-05:00
956|961|2021-11-20-18:11:59.6381780-05:00
1639|356|2021-11-20-18:11:59.6382027-05:00
455|961|2021-11-20-18:11:59.6382366-05:00
1229|961|2021-11-20-18:11:59.6382584-05:00
1022|974|2021-11-20-18:11:59.6382761-05:00
568|974|2021-11-20-18:11:59.6382933-05:00
891|977|2021-11-20-18:11:59.6383105-05:00
1448|978|2021-11-20-18:11:59.6383276-05:00
737|978|2021-11-20-18:11:59.6383447-05:00
1482|636|2021-11-20-18:11:59.6383618-05:00
681|977|2021-11-20-18:11:59.6383909-05:00
1061|912|2021-11-20-18:11:59.6384094-05:00
1104|978|2021-11-20-18:11:59.6384270-05:00
364|981|2021-11-20-18:11:59.6384448-05:00
571|982|2021-11-20-18:11:59.6384633-05:00
368|611|2021-11-20-18:11:59.6384811-05:00
1154|488|2021-11-20-18:11:59.6384990-05:00
922|982|2021-11-20-18:11:59.6385162-05:00
1429|478|2021-11-20-18:11:59.6385336-05:00
470|306|2021-11-20-18:11:59.6385512-05:00
118|984|2021-11-20-18:11:59.6385688-05:00
319|984|2021-11-20-18:11:59.6385864-05:00
1181|656|2021-11-20-18:11:59.6386038-05:00
1805|324|2021-11-20-18:11:59.6386212-05:00
909|985|2021-11-20-18:11:59.6386386-05:00
527|215|2021-11-20-18:11:59.6386561-05:00
1895|121|2021-11-20-18:11:59.6386761-05:00
485|986|2021-11-20-18:11:59.6387028-05:00
172|986|2021-11-20-18:11:59.6387322-05:00
409|987|2021-11-20-18:11:59.6388022-05:00
1676|990|2021-11-20-18:11:59.6388383-05:00
518|991|2021-11-20-18:11:59.6388658-05:00
286|131|2021-11-20-18:11:59.6388917-05:00
160|967|2021-11-20-18:11:59.6389179-05:00
1974|188|2021-11-20-18:11:59.6389444-05:00
151|428|2021-11-20-18:11:59.6389701-05:00
347|991|2021-11-20-18:11:59.6389949-05:00
987|991|2021-11-20-18:11:59.6390194-05:00
1311|997|2021-11-20-18:11:59.6390448-05:00
624|545|2021-11-20-18:11:59.6390700-05:00
476|1006|2021-11-20-18:11:59.6390953-05:00
1920|557|2021-11-20-18:11:59.6391214-05:00
603|1006|2021-11-20-18:11:59.6391397-05:00
438|381|2021-11-20-18:11:59.6391574-05:00
1733|1006|2021-11-20-18:11:59.6391752-05:00
503|119|2021-11-20-18:11:59.6391927-05:00
1044|1010|2021-11-20-18:11:59.6392219-05:00
435|828|2021-11-20-18:11:59.6392541-05:00
472|596|2021-11-20-18:11:59.6392772-05:00
1045|895|2021-11-20-18:11:59.6393029-05:00
336|716|2021-11-20-18:11:59.6393316-05:00
135|997|2021-11-20-18:11:59.6393662-05:00
468|1006|2021-11-20-18:11:59.6394022-05:00
799|1010|2021-11-20-18:11:59.6394288-05:00
1808|707|2021-11-20-18:11:59.6394550-05:00
641|510|2021-11-20-18:11:59.6394767-05:00
446|625|2021-11-20-18:11:59.6394939-05:00
660|511|2021-11-20-18:11:59.6395110-05:00
309|1010|2021-11-20-18:11:59.6395281-05:00
490|24|2021-11-20-18:11:59.6395633-05:00
682|973|2021-11-20-18:11:59.6395813-05:00
397|1006|2021-11-20-18:11:59.6395986-05:00
1283|1006|2021-11-20-18:11:59.6396158-05:00
313|1010|2021-11-20-18:11:59.6396348-05:00
1818|1014|2021-11-20-18:11:59.6396519-05:00
166|889|2021-11-20-18:11:59.6396690-05:00
779|968|2021-11-20-18:11:59.6396860-05:00
951|1018|2021-11-20-18:11:59.6397028-05:00
395|880|2021-11-20-18:11:59.6397195-05:00
419|745|2021-11-20-18:11:59.6397363-05:00
20|216|2021-11-20-18:11:59.6397532-05:00
170|1010|2021-11-20-18:11:59.6397707-05:00
1622|787|2021-11-20-18:11:59.6397879-05:00
806|685|2021-11-20-18:11:59.6398049-05:00
1999|1010|2021-11-20-18:11:59.6398227-05:00
202|141|2021-11-20-18:11:59.6398653-05:00
1723|28|2021-11-20-18:11:59.6398853-05:00
741|295|2021-11-20-18:11:59.6399025-05:00
70|597|2021-11-20-18:11:59.6399196-05:00
405|991|2021-11-20-18:11:59.6399368-05:00
1492|256|2021-11-20-18:11:59.6399538-05:00
1446|991|2021-11-20-18:11:59.6399706-05:00
18|991|2021-11-20-18:11:59.6399876-05:00
1135|520|2021-11-20-18:11:59.6400047-05:00
73|770|2021-11-20-18:11:59.6400218-05:00
1537|232|2021-11-20-18:11:59.6400390-05:00
51|969|2021-11-20-18:11:59.6400564-05:00
1484|429|2021-11-20-18:11:59.6400734-05:00
349|358|2021-11-20-18:11:59.6400930-05:00
1326|104|2021-11-20-18:11:59.6401104-05:00
1700|434|2021-11-20-18:11:59.6401362-05:00
1701|987|2021-11-20-18:11:59.6401623-05:00
675|987|2021-11-20-18:11:59.6401800-05:00
833|987|2021-11-20-18:11:59.6402037-05:00
1951|960|2021-11-20-18:11:59.6402214-05:00
75|261|2021-11-20-18:11:59.6402396-05:00
640|985|2021-11-20-18:11:59.6402663-05:00
283|985|2021-11-20-18:11:59.6402963-05:00
644|985|2021-11-20-18:11:59.6403179-05:00
1564|322|2021-11-20-18:11:59.6403349-05:00
1737|100|2021-11-20-18:11:59.6403699-05:00
98|840|2021-11-20-18:11:59.6403875-05:00
42|985|2021-11-20-18:11:59.6404044-05:00
48|985|2021-11-20-18:11:59.6404273-05:00
1033|985|2021-11-20-18:11:59.6404546-05:00
190|19|2021-11-20-18:11:59.6404755-05:00
530|183|2021-11-20-18:11:59.6404922-05:00
1668|982|2021-11-20-18:11:59.6405088-05:00
820|165|2021-11-20-18:11:59.6405255-05:00
1606|982|2021-11-20-18:11:59.6405700-05:00
929|984|2021-11-20-18:11:59.6405956-05:00
1729|406|2021-11-20-18:11:59.6406230-05:00
595|984|2021-11-20-18:11:59.6406427-05:00
1903|226|2021-11-20-18:11:59.6406596-05:00
1006|984|2021-11-20-18:11:59.6406764-05:00
1236|823|2021-11-20-18:11:59.6406929-05:00
387|17|2021-11-20-18:11:59.6407095-05:00
163|982|2021-11-20-18:11:59.6407260-05:00
255|837|2021-11-20-18:11:59.6407426-05:00
278|662|2021-11-20-18:11:59.6407591-05:00
114|95|2021-11-20-18:11:59.6407754-05:00
1291|932|2021-11-20-18:11:59.6407921-05:00
606|748|2021-11-20-18:11:59.6408114-05:00
1090|447|2021-11-20-18:11:59.6408366-05:00
747|982|2021-11-20-18:11:59.6408613-05:00
323|287|2021-11-20-18:11:59.6408880-05:00
1499|984|2021-11-20-18:11:59.6409091-05:00
800|574|2021-11-20-18:11:59.6409255-05:00
869|924|2021-11-20-18:11:59.6409415-05:00
1925|822|2021-11-20-18:11:59.6409576-05:00
1568|2|2021-11-20-18:11:59.6409791-05:00
1433|421|2021-11-20-18:11:59.6410070-05:00
102|982|2021-11-20-18:11:59.6410381-05:00
519|258|2021-11-20-18:11:59.6410629-05:00
696|982|2021-11-20-18:11:59.6410810-05:00
1398|982|2021-11-20-18:11:59.6410971-05:00
1404|906|2021-11-20-18:11:59.6411133-05:00
1973|982|2021-11-20-18:11:59.6411296-05:00
106|883|2021-11-20-18:11:59.6411459-05:00
1890|984|2021-11-20-18:11:59.6411622-05:00
1028|985|2021-11-20-18:11:59.6411787-05:00
388|985|2021-11-20-18:11:59.6411994-05:00
693|985|2021-11-20-18:11:59.6412471-05:00
764|986|2021-11-20-18:11:59.6412661-05:00
407|986|2021-11-20-18:11:59.6412825-05:00
1979|213|2021-11-20-18:11:59.6412989-05:00
1123|613|2021-11-20-18:11:59.6413345-05:00
777|984|2021-11-20-18:11:59.6413529-05:00
1830|938|2021-11-20-18:11:59.6413695-05:00
731|984|2021-11-20-18:11:59.6413859-05:00
1687|984|2021-11-20-18:11:59.6414020-05:00
484|984|2021-11-20-18:11:59.6414186-05:00
32|984|2021-11-20-18:11:59.6414350-05:00
357|844|2021-11-20-18:11:59.6414511-05:00
1451|985|2021-11-20-18:11:59.6414674-05:00
443|985|2021-11-20-18:11:59.6414835-05:00
1501|986|2021-11-20-18:11:59.6415069-05:00
978|677|2021-11-20-18:11:59.6415364-05:00
1319|302|2021-11-20-18:11:59.6415571-05:00
717|79|2021-11-20-18:11:59.6415746-05:00
695|986|2021-11-20-18:11:59.6416038-05:00
1739|300|2021-11-20-18:11:59.6416246-05:00
829|317|2021-11-20-18:11:59.6416475-05:00
898|136|2021-11-20-18:11:59.6416722-05:00
35|376|2021-11-20-18:11:59.6416903-05:00
1485|984|2021-11-20-18:11:59.6417062-05:00
1630|399|2021-11-20-18:11:59.6417220-05:00
85|985|2021-11-20-18:11:59.6417376-05:00
1231|985|2021-11-20-18:11:59.6417535-05:00
1603|875|2021-11-20-18:11:59.6417693-05:00
1831|264|2021-11-20-18:11:59.6417850-05:00
422|984|2021-11-20-18:11:59.6418010-05:00
56|985|2021-11-20-18:11:59.6418169-05:00
355|506|2021-11-20-18:11:59.6418328-05:00
1261|123|2021-11-20-18:11:59.6418489-05:00
1732|196|2021-11-20-18:11:59.6418648-05:00
621|984|2021-11-20-18:11:59.6418806-05:00
1846|838|2021-11-20-18:11:59.6418964-05:00
679|184|2021-11-20-18:11:59.6419124-05:00
773|178|2021-11-20-18:11:59.6419285-05:00
1221|982|2021-11-20-18:11:59.6419610-05:00
751|982|2021-11-20-18:11:59.6419795-05:00
974|984|2021-11-20-18:11:59.6419958-05:00
144|841|2021-11-20-18:11:59.6420119-05:00
246|984|2021-11-20-18:11:59.6420281-05:00
1109|21|2021-11-20-18:11:59.6420441-05:00
1401|985|2021-11-20-18:11:59.6420600-05:00
1750|105|2021-11-20-18:11:59.6420820-05:00
1074|159|2021-11-20-18:11:59.6421267-05:00
249|986|2021-11-20-18:11:59.6421600-05:00
1896|987|2021-11-20-18:11:59.6421870-05:00
441|987|2021-11-20-18:11:59.6422153-05:00
661|534|2021-11-20-18:11:59.6422410-05:00
1400|736|2021-11-20-18:11:59.6422604-05:00
1220|471|2021-11-20-18:11:59.6422774-05:00
1289|547|2021-11-20-18:11:59.6422940-05:00
1580|652|2021-11-20-18:11:59.6423105-05:00
1799|811|2021-11-20-18:11:59.6423271-05:00
729|986|2021-11-20-18:11:59.6423437-05:00
935|987|2021-11-20-18:11:59.6423656-05:00
344|175|2021-11-20-18:11:59.6423928-05:00
1048|987|2021-11-20-18:11:59.6424134-05:00
1541|365|2021-11-20-18:11:59.6424295-05:00
235|986|2021-11-20-18:11:59.6424456-05:00
904|853|2021-11-20-18:11:59.6424616-05:00
1267|339|2021-11-20-18:11:59.6424773-05:00
423|986|2021-11-20-18:11:59.6424935-05:00
1680|523|2021-11-20-18:11:59.6425094-05:00
1114|759|2021-11-20-18:11:59.6425252-05:00
1735|628|2021-11-20-18:11:59.6425411-05:00
1834|952|2021-11-20-18:11:59.6425569-05:00
1655|985|2021-11-20-18:11:59.6425726-05:00
296|985|2021-11-20-18:11:59.6425885-05:00
572|850|2021-11-20-18:11:59.6426150-05:00
1483|984|2021-11-20-18:11:59.6426317-05:00
1950|984|2021-11-20-18:11:59.6426477-05:00
782|984|2021-11-20-18:11:59.6426700-05:00
678|985|2021-11-20-18:11:59.6426995-05:00
651|986|2021-11-20-18:11:59.6427198-05:00
955|987|2021-11-20-18:11:59.6427357-05:00
88|260|2021-11-20-18:11:59.6427511-05:00
1883|623|2021-11-20-18:11:59.6427664-05:00
1038|831|2021-11-20-18:11:59.6427815-05:00
997|25|2021-11-20-18:11:59.6427967-05:00
1704|562|2021-11-20-18:11:59.6428120-05:00
1387|795|2021-11-20-18:11:59.6428272-05:00
1775|986|2021-11-20-18:11:59.6428425-05:00
658|699|2021-11-20-18:11:59.6428580-05:00
1160|505|2021-11-20-18:11:59.6428735-05:00
1978|750|2021-11-20-18:11:59.6428891-05:00
152|982|2021-11-20-18:11:59.6429082-05:00
832|99|2021-11-20-18:11:59.6429242-05:00
1144|982|2021-11-20-18:11:59.6429397-05:00
1754|982|2021-11-20-18:11:59.6429554-05:00
401|982|2021-11-20-18:11:59.6429711-05:00
192|984|2021-11-20-18:11:59.6429868-05:00
1203|984|2021-11-20-18:11:59.6430023-05:00
746|984|2021-11-20-18:11:59.6430177-05:00
1253|761|2021-11-20-18:11:59.6430332-05:00
990|984|2021-11-20-18:11:59.6430486-05:00
673|164|2021-11-20-18:11:59.6430639-05:00
1728|985|2021-11-20-18:11:59.6430796-05:00
642|985|2021-11-20-18:11:59.6430953-05:00
1331|854|2021-11-20-18:11:59.6431109-05:00
410|986|2021-11-20-18:11:59.6431265-05:00
245|539|2021-11-20-18:11:59.6431421-05:00
142|985|2021-11-20-18:11:59.6431577-05:00
92|986|2021-11-20-18:11:59.6431776-05:00
1912|986|2021-11-20-18:11:59.6431935-05:00
1269|986|2021-11-20-18:11:59.6432162-05:00
526|289|2021-11-20-18:11:59.6432409-05:00
916|122|2021-11-20-18:11:59.6432578-05:00
1168|986|2021-11-20-18:11:59.6432732-05:00
1774|285|2021-11-20-18:11:59.6432886-05:00
851|953|2021-11-20-18:11:59.6433039-05:00
473|66|2021-11-20-18:11:59.6433190-05:00
7|985|2021-11-20-18:11:59.6433340-05:00
567|34|2021-11-20-18:11:59.6433490-05:00
540|359|2021-11-20-18:11:59.6433639-05:00
1506|498|2021-11-20-18:11:59.6433789-05:00
1493|984|2021-11-20-18:11:59.6433938-05:00
1776|985|2021-11-20-18:11:59.6434089-05:00
542|975|2021-11-20-18:11:59.6434238-05:00
1142|985|2021-11-20-18:11:59.6434386-05:00
1577|868|2021-11-20-18:11:59.6434580-05:00
1026|984|2021-11-20-18:11:59.6434857-05:00
531|465|2021-11-20-18:11:59.6435053-05:00
559|984|2021-11-20-18:11:59.6435205-05:00
162|937|2021-11-20-18:11:59.6435357-05:00
1310|982|2021-11-20-18:11:59.6435509-05:00
771|984|2021-11-20-18:11:59.6435661-05:00
33|598|2021-11-20-18:11:59.6435885-05:00
