Start |2021-11-20-16:20:29.2371717-05:00
1134,71026,2021-11-20-16:20:29.2412613-05:00
881,71907,2021-11-20-16:20:29.2412633-05:00
1316,73223,2021-11-20-16:20:29.2412654-05:00
245,73468,2021-11-20-16:20:29.2412675-05:00
295,73763,2021-11-20-16:20:29.2412695-05:00
608,74371,2021-11-20-16:20:29.2412715-05:00
1544,75915,2021-11-20-16:20:29.2412735-05:00
1006,76921,2021-11-20-16:20:29.2412755-05:00
513,77434,2021-11-20-16:20:29.2412775-05:00
1128,78562,2021-11-20-16:20:29.2412796-05:00
620,79182,2021-11-20-16:20:29.2412816-05:00
1296,80478,2021-11-20-16:20:29.2412836-05:00
870,81348,2021-11-20-16:20:29.2412856-05:00
1664,83012,2021-11-20-16:20:29.2412876-05:00
1260,84272,2021-11-20-16:20:29.2412896-05:00
167,84439,2021-11-20-16:20:29.2412916-05:00
908,85347,2021-11-20-16:20:29.2412936-05:00
389,85736,2021-11-20-16:20:29.2412956-05:00
649,86385,2021-11-20-16:20:29.2412976-05:00
1837,88222,2021-11-20-16:20:29.2412996-05:00
487,88709,2021-11-20-16:20:29.2413017-05:00
1033,89742,2021-11-20-16:20:29.2413037-05:00
426,90168,2021-11-20-16:20:29.2413114-05:00
1012,91180,2021-11-20-16:20:29.2413142-05:00
236,91416,2021-11-20-16:20:29.2413164-05:00
1872,93288,2021-11-20-16:20:29.2413186-05:00
1934,95222,2021-11-20-16:20:29.2413208-05:00
1631,96853,2021-11-20-16:20:29.2413229-05:00
748,97601,2021-11-20-16:20:29.2413251-05:00
386,97987,2021-11-20-16:20:29.2413272-05:00
888,98875,2021-11-20-16:20:29.2413294-05:00
414,99289,2021-11-20-16:20:29.2413315-05:00
24,99313,2021-11-20-16:20:29.2413336-05:00
772,100085,2021-11-20-16:20:29.2413358-05:00
1610,101695,2021-11-20-16:20:29.2413404-05:00
1,101696,2021-11-20-16:20:29.2413452-05:00
79,101775,2021-11-20-16:20:29.2413476-05:00
1885,103660,2021-11-20-16:20:29.2413498-05:00
652,104312,2021-11-20-16:20:29.2413520-05:00
1860,106172,2021-11-20-16:20:29.2413541-05:00
206,106378,2021-11-20-16:20:29.2413562-05:00
1467,107845,2021-11-20-16:20:29.2413583-05:00
439,108284,2021-11-20-16:20:29.2413604-05:00
203,108487,2021-11-20-16:20:29.2413625-05:00
1924,110411,2021-11-20-16:20:29.2413646-05:00
1665,112076,2021-11-20-16:20:29.2413742-05:00
85,112161,2021-11-20-16:20:29.2413772-05:00
327,112488,2021-11-20-16:20:29.2413795-05:00
59,112547,2021-11-20-16:20:29.2413816-05:00
1989,114536,2021-11-20-16:20:29.2413836-05:00
1023,115559,2021-11-20-16:20:29.2413857-05:00
1503,117062,2021-11-20-16:20:29.2413878-05:00
566,117628,2021-11-20-16:20:29.2413899-05:00
909,118537,2021-11-20-16:20:29.2413919-05:00
259,118796,2021-11-20-16:20:29.2413940-05:00
101,118897,2021-11-20-16:20:29.2413960-05:00
455,119352,2021-11-20-16:20:29.2413980-05:00
304,119656,2021-11-20-16:20:29.2414001-05:00
10,119666,2021-11-20-16:20:29.2414021-05:00
422,120088,2021-11-20-16:20:29.2414041-05:00
674,120762,2021-11-20-16:20:29.2414061-05:00
1913,122675,2021-11-20-16:20:29.2414082-05:00
258,122933,2021-11-20-16:20:29.2414102-05:00
128,123061,2021-11-20-16:20:29.2414123-05:00
240,123301,2021-11-20-16:20:29.2414143-05:00
206,123507,2021-11-20-16:20:29.2414163-05:00
1273,124780,2021-11-20-16:20:29.2414184-05:00
99,124879,2021-11-20-16:20:29.2414205-05:00
55,124934,2021-11-20-16:20:29.2414226-05:00
1259,126193,2021-11-20-16:20:29.2414246-05:00
89,126282,2021-11-20-16:20:29.2414266-05:00
1022,127304,2021-11-20-16:20:29.2414287-05:00
1736,129040,2021-11-20-16:20:29.2414307-05:00
788,129828,2021-11-20-16:20:29.2414327-05:00
1631,131459,2021-11-20-16:20:29.2414347-05:00
1020,132479,2021-11-20-16:20:29.2414368-05:00
594,133073,2021-11-20-16:20:29.2414388-05:00
224,133297,2021-11-20-16:20:29.2414409-05:00
1088,134385,2021-11-20-16:20:29.2414462-05:00
570,134955,2021-11-20-16:20:29.2414489-05:00
1787,136742,2021-11-20-16:20:29.2414512-05:00
1607,138349,2021-11-20-16:20:29.2414533-05:00
1573,139922,2021-11-20-16:20:29.2414554-05:00
758,140680,2021-11-20-16:20:29.2414576-05:00
1362,142042,2021-11-20-16:20:29.2414597-05:00
1384,143426,2021-11-20-16:20:29.2414618-05:00
1848,145274,2021-11-20-16:20:29.2414639-05:00
1114,146388,2021-11-20-16:20:29.2414660-05:00
513,146901,2021-11-20-16:20:29.2414682-05:00
1509,148410,2021-11-20-16:20:29.2414703-05:00
1545,149955,2021-11-20-16:20:29.2414724-05:00
1775,151730,2021-11-20-16:20:29.2414745-05:00
1876,153606,2021-11-20-16:20:29.2414766-05:00
230,153836,2021-11-20-16:20:29.2414788-05:00
1186,155022,2021-11-20-16:20:29.2414809-05:00
293,155315,2021-11-20-16:20:29.2414852-05:00
1210,156525,2021-11-20-16:20:29.2414879-05:00
312,156837,2021-11-20-16:20:29.2414901-05:00
1962,158799,2021-11-20-16:20:29.2414922-05:00
1718,160517,2021-11-20-16:20:29.2414943-05:00
393,160910,2021-11-20-16:20:29.2414964-05:00
1986,162896,2021-11-20-16:20:29.2414985-05:00
272,163168,2021-11-20-16:20:29.2415007-05:00
799,163967,2021-11-20-16:20:29.2415028-05:00
1901,165868,2021-11-20-16:20:29.2415049-05:00
1,165869,2021-11-20-16:20:29.2415160-05:00
1767,167636,2021-11-20-16:20:29.2415189-05:00
1777,169413,2021-11-20-16:20:29.2415211-05:00
1277,170690,2021-11-20-16:20:29.2415233-05:00
1239,171929,2021-11-20-16:20:29.2415256-05:00
1506,173435,2021-11-20-16:20:29.2415277-05:00
231,173666,2021-11-20-16:20:29.2415299-05:00
1215,174881,2021-11-20-16:20:29.2415320-05:00
1440,176321,2021-11-20-16:20:29.2415342-05:00
635,176956,2021-11-20-16:20:29.2415364-05:00
1066,178022,2021-11-20-16:20:29.2415385-05:00
341,178363,2021-11-20-16:20:29.2415406-05:00
1500,179863,2021-11-20-16:20:29.2415428-05:00
766,180629,2021-11-20-16:20:29.2415449-05:00
856,181485,2021-11-20-16:20:29.2415471-05:00
358,181843,2021-11-20-16:20:29.2415492-05:00
159,182002,2021-11-20-16:20:29.2415518-05:00
1585,183587,2021-11-20-16:20:29.2415588-05:00
546,184133,2021-11-20-16:20:29.2415649-05:00
1713,185846,2021-11-20-16:20:29.2415673-05:00
314,186160,2021-11-20-16:20:29.2415695-05:00
1146,187306,2021-11-20-16:20:29.2415716-05:00
1506,188812,2021-11-20-16:20:29.2415737-05:00
1601,190413,2021-11-20-16:20:29.2415758-05:00
1339,191752,2021-11-20-16:20:29.2415780-05:00
1809,193561,2021-11-20-16:20:29.2415801-05:00
283,193844,2021-11-20-16:20:29.2415823-05:00
262,194106,2021-11-20-16:20:29.2415844-05:00
1369,195475,2021-11-20-16:20:29.2415865-05:00
178,195653,2021-11-20-16:20:29.2415886-05:00
1801,197454,2021-11-20-16:20:29.2415908-05:00
1336,198790,2021-11-20-16:20:29.2415929-05:00
775,199565,2021-11-20-16:20:29.2415950-05:00
857,200422,2021-11-20-16:20:29.2416041-05:00
1361,201783,2021-11-20-16:20:29.2416067-05:00
1617,203400,2021-11-20-16:20:29.2416089-05:00
71,203471,2021-11-20-16:20:29.2416112-05:00
1837,205308,2021-11-20-16:20:29.2416133-05:00
1274,206582,2021-11-20-16:20:29.2416155-05:00
3,206585,2021-11-20-16:20:29.2416177-05:00
1315,207900,2021-11-20-16:20:29.2416199-05:00
561,208461,2021-11-20-16:20:29.2416221-05:00
436,208897,2021-11-20-16:20:29.2416242-05:00
1595,210492,2021-11-20-16:20:29.2416264-05:00
121,210613,2021-11-20-16:20:29.2416286-05:00
1951,212564,2021-11-20-16:20:29.2416308-05:00
1709,214273,2021-11-20-16:20:29.2416329-05:00
1546,215819,2021-11-20-16:20:29.2416351-05:00
1106,216925,2021-11-20-16:20:29.2416373-05:00
1361,218286,2021-11-20-16:20:29.2416394-05:00
234,218520,2021-11-20-16:20:29.2416417-05:00
401,218921,2021-11-20-16:20:29.2416518-05:00
1726,220647,2021-11-20-16:20:29.2416548-05:00
1085,221732,2021-11-20-16:20:29.2416570-05:00
1588,223320,2021-11-20-16:20:29.2416592-05:00
855,224175,2021-11-20-16:20:29.2416613-05:00
261,224436,2021-11-20-16:20:29.2416635-05:00
176,224612,2021-11-20-16:20:29.2416657-05:00
1937,226549,2021-11-20-16:20:29.2416684-05:00
1429,227978,2021-11-20-16:20:29.2416723-05:00
1224,229202,2021-11-20-16:20:29.2416760-05:00
1968,231170,2021-11-20-16:20:29.2416801-05:00
1845,233015,2021-11-20-16:20:29.2416842-05:00
1263,234278,2021-11-20-16:20:29.2416880-05:00
834,235112,2021-11-20-16:20:29.2416921-05:00
1730,236842,2021-11-20-16:20:29.2416964-05:00
1566,238408,2021-11-20-16:20:29.2417003-05:00
644,239052,2021-11-20-16:20:29.2417043-05:00
1404,240456,2021-11-20-16:20:29.2417085-05:00
1239,241695,2021-11-20-16:20:29.2417135-05:00
287,241982,2021-11-20-16:20:29.2417158-05:00
322,242304,2021-11-20-16:20:29.2417271-05:00
311,242615,2021-11-20-16:20:29.2417297-05:00
544,243159,2021-11-20-16:20:29.2417318-05:00
399,243558,2021-11-20-16:20:29.2417342-05:00
1753,245311,2021-11-20-16:20:29.2417364-05:00
711,246022,2021-11-20-16:20:29.2417385-05:00
1911,247933,2021-11-20-16:20:29.2417405-05:00
1481,249414,2021-11-20-16:20:29.2417426-05:00
1387,250801,2021-11-20-16:20:29.2417447-05:00
101,250902,2021-11-20-16:20:29.2417468-05:00
737,251639,2021-11-20-16:20:29.2417489-05:00
1155,252794,2021-11-20-16:20:29.2417509-05:00
9,252803,2021-11-20-16:20:29.2417530-05:00
1943,254746,2021-11-20-16:20:29.2417617-05:00
1401,256147,2021-11-20-16:20:29.2417648-05:00
1610,257757,2021-11-20-16:20:29.2417672-05:00
1689,259446,2021-11-20-16:20:29.2417693-05:00
1268,260714,2021-11-20-16:20:29.2417715-05:00
507,261221,2021-11-20-16:20:29.2417759-05:00
1356,262577,2021-11-20-16:20:29.2417785-05:00
1895,264472,2021-11-20-16:20:29.2417808-05:00
1899,266371,2021-11-20-16:20:29.2417830-05:00
1845,268216,2021-11-20-16:20:29.2417853-05:00
778,268994,2021-11-20-16:20:29.2417874-05:00
1346,270340,2021-11-20-16:20:29.2417896-05:00
715,271055,2021-11-20-16:20:29.2417918-05:00
1173,272228,2021-11-20-16:20:29.2417939-05:00
761,272989,2021-11-20-16:20:29.2417960-05:00
390,273379,2021-11-20-16:20:29.2417981-05:00
386,273765,2021-11-20-16:20:29.2418002-05:00
1066,274831,2021-11-20-16:20:29.2418024-05:00
142,274973,2021-11-20-16:20:29.2418045-05:00
1867,276840,2021-11-20-16:20:29.2418066-05:00
1075,277915,2021-11-20-16:20:29.2418087-05:00
1912,279827,2021-11-20-16:20:29.2418107-05:00
90,279917,2021-11-20-16:20:29.2418128-05:00
1182,281099,2021-11-20-16:20:29.2418149-05:00
686,281785,2021-11-20-16:20:29.2418170-05:00
1835,283620,2021-11-20-16:20:29.2418192-05:00
144,283764,2021-11-20-16:20:29.2418213-05:00
350,284114,2021-11-20-16:20:29.2418233-05:00
694,284808,2021-11-20-16:20:29.2418255-05:00
550,285358,2021-11-20-16:20:29.2418276-05:00
1328,286686,2021-11-20-16:20:29.2418296-05:00
488,287174,2021-11-20-16:20:29.2418318-05:00
814,287988,2021-11-20-16:20:29.2418339-05:00
1837,289825,2021-11-20-16:20:29.2418503-05:00
1319,291144,2021-11-20-16:20:29.2418537-05:00
1433,292577,2021-11-20-16:20:29.2418559-05:00
121,292698,2021-11-20-16:20:29.2418580-05:00
1876,294574,2021-11-20-16:20:29.2418602-05:00
1375,295949,2021-11-20-16:20:29.2418623-05:00
898,296847,2021-11-20-16:20:29.2418644-05:00
1882,298729,2021-11-20-16:20:29.2418666-05:00
392,299121,2021-11-20-16:20:29.2418687-05:00
422,299543,2021-11-20-16:20:29.2418708-05:00
465,300008,2021-11-20-16:20:29.2418730-05:00
1765,301773,2021-11-20-16:20:29.2418751-05:00
1053,302826,2021-11-20-16:20:29.2418772-05:00
1038,303864,2021-11-20-16:20:29.2418794-05:00
1537,305401,2021-11-20-16:20:29.2418815-05:00
1150,306551,2021-11-20-16:20:29.2418837-05:00
1092,307643,2021-11-20-16:20:29.2418880-05:00
1002,308645,2021-11-20-16:20:29.2418906-05:00
1035,309680,2021-11-20-16:20:29.2418928-05:00
595,310275,2021-11-20-16:20:29.2418950-05:00
1288,311563,2021-11-20-16:20:29.2418972-05:00
934,312497,2021-11-20-16:20:29.2418993-05:00
31,312528,2021-11-20-16:20:29.2419014-05:00
1311,313839,2021-11-20-16:20:29.2419036-05:00
428,314267,2021-11-20-16:20:29.2419058-05:00
1004,315271,2021-11-20-16:20:29.2419080-05:00
1433,316704,2021-11-20-16:20:29.2419102-05:00
363,317067,2021-11-20-16:20:29.2419123-05:00
1007,318074,2021-11-20-16:20:29.2419144-05:00
1201,319275,2021-11-20-16:20:29.2419164-05:00
1349,320624,2021-11-20-16:20:29.2419185-05:00
518,321142,2021-11-20-16:20:29.2419206-05:00
291,321433,2021-11-20-16:20:29.2419227-05:00
533,321966,2021-11-20-16:20:29.2419297-05:00
877,322843,2021-11-20-16:20:29.2419325-05:00
1853,324696,2021-11-20-16:20:29.2419347-05:00
1328,326024,2021-11-20-16:20:29.2419369-05:00
270,326294,2021-11-20-16:20:29.2419391-05:00
510,326804,2021-11-20-16:20:29.2419412-05:00
1690,328494,2021-11-20-16:20:29.2419434-05:00
1243,329737,2021-11-20-16:20:29.2419456-05:00
1985,331722,2021-11-20-16:20:29.2419477-05:00
683,332405,2021-11-20-16:20:29.2419500-05:00
1490,333895,2021-11-20-16:20:29.2419521-05:00
1624,335519,2021-11-20-16:20:29.2419542-05:00
1417,336936,2021-11-20-16:20:29.2419562-05:00
1633,338569,2021-11-20-16:20:29.2419582-05:00
797,339366,2021-11-20-16:20:29.2419603-05:00
606,339972,2021-11-20-16:20:29.2419624-05:00
1199,341171,2021-11-20-16:20:29.2419644-05:00
1602,342773,2021-11-20-16:20:29.2419665-05:00
1548,344321,2021-11-20-16:20:29.2419689-05:00
294,344615,2021-11-20-16:20:29.2419709-05:00
1892,346507,2021-11-20-16:20:29.2419729-05:00
1526,348033,2021-11-20-16:20:29.2419749-05:00
904,348937,2021-11-20-16:20:29.2419771-05:00
1288,350225,2021-11-20-16:20:29.2419792-05:00
122,350347,2021-11-20-16:20:29.2419812-05:00
1693,352040,2021-11-20-16:20:29.2419832-05:00
872,352912,2021-11-20-16:20:29.2419852-05:00
1941,354853,2021-11-20-16:20:29.2419895-05:00
536,355389,2021-11-20-16:20:29.2419920-05:00
875,356264,2021-11-20-16:20:29.2419942-05:00
1191,357455,2021-11-20-16:20:29.2419964-05:00
1072,358527,2021-11-20-16:20:29.2419985-05:00
1947,360474,2021-11-20-16:20:29.2420007-05:00
1475,361949,2021-11-20-16:20:29.2420032-05:00
521,362470,2021-11-20-16:20:29.2420055-05:00
161,362631,2021-11-20-16:20:29.2420077-05:00
1684,364315,2021-11-20-16:20:29.2420097-05:00
1821,366136,2021-11-20-16:20:29.2420118-05:00
822,366958,2021-11-20-16:20:29.2420138-05:00
492,367450,2021-11-20-16:20:29.2420158-05:00
1344,368794,2021-11-20-16:20:29.2420179-05:00
1351,370145,2021-11-20-16:20:29.2420199-05:00
1302,371447,2021-11-20-16:20:29.2420219-05:00
251,371698,2021-11-20-16:20:29.2420239-05:00
541,372239,2021-11-20-16:20:29.2420259-05:00
1687,373926,2021-11-20-16:20:29.2420280-05:00
1011,374937,2021-11-20-16:20:29.2420300-05:00
1371,376308,2021-11-20-16:20:29.2420320-05:00
637,376945,2021-11-20-16:20:29.2420418-05:00
1756,378701,2021-11-20-16:20:29.2420451-05:00
1808,380509,2021-11-20-16:20:29.2420474-05:00
1598,382107,2021-11-20-16:20:29.2420496-05:00
1800,383907,2021-11-20-16:20:29.2420518-05:00
224,384131,2021-11-20-16:20:29.2420540-05:00
398,384529,2021-11-20-16:20:29.2420561-05:00
1006,385535,2021-11-20-16:20:29.2420582-05:00
1973,387508,2021-11-20-16:20:29.2420604-05:00
565,388073,2021-11-20-16:20:29.2420625-05:00
1207,389280,2021-11-20-16:20:29.2420646-05:00
577,389857,2021-11-20-16:20:29.2420668-05:00
1637,391494,2021-11-20-16:20:29.2420689-05:00
1748,393242,2021-11-20-16:20:29.2420710-05:00
708,393950,2021-11-20-16:20:29.2420732-05:00
1110,395060,2021-11-20-16:20:29.2420753-05:00
1492,396552,2021-11-20-16:20:29.2420775-05:00
419,396971,2021-11-20-16:20:29.2420796-05:00
1676,398647,2021-11-20-16:20:29.2420818-05:00
1941,400588,2021-11-20-16:20:29.2420839-05:00
1113,401701,2021-11-20-16:20:29.2420860-05:00
636,402337,2021-11-20-16:20:29.2420882-05:00
922,403259,2021-11-20-16:20:29.2420903-05:00
1377,404636,2021-11-20-16:20:29.2420927-05:00
780,405416,2021-11-20-16:20:29.2421024-05:00
1057,406473,2021-11-20-16:20:29.2421053-05:00
950,407423,2021-11-20-16:20:29.2421075-05:00
542,407965,2021-11-20-16:20:29.2421098-05:00
224,408189,2021-11-20-16:20:29.2421119-05:00
654,408843,2021-11-20-16:20:29.2421140-05:00
748,409591,2021-11-20-16:20:29.2421161-05:00
435,410026,2021-11-20-16:20:29.2421181-05:00
683,410709,2021-11-20-16:20:29.2421201-05:00
1501,412210,2021-11-20-16:20:29.2421221-05:00
1305,413515,2021-11-20-16:20:29.2421241-05:00
779,414294,2021-11-20-16:20:29.2421260-05:00
1067,415361,2021-11-20-16:20:29.2421281-05:00
1592,416953,2021-11-20-16:20:29.2421300-05:00
1271,418224,2021-11-20-16:20:29.2421320-05:00
1724,419948,2021-11-20-16:20:29.2421340-05:00
1078,421026,2021-11-20-16:20:29.2421359-05:00
1514,422540,2021-11-20-16:20:29.2421379-05:00
188,422728,2021-11-20-16:20:29.2421398-05:00
1119,423847,2021-11-20-16:20:29.2421418-05:00
615,424462,2021-11-20-16:20:29.2421437-05:00
246,424708,2021-11-20-16:20:29.2421457-05:00
855,425563,2021-11-20-16:20:29.2421478-05:00
1595,427158,2021-11-20-16:20:29.2421497-05:00
644,427802,2021-11-20-16:20:29.2421516-05:00
193,427995,2021-11-20-16:20:29.2421558-05:00
758,428753,2021-11-20-16:20:29.2421585-05:00
122,428875,2021-11-20-16:20:29.2421606-05:00
11,428886,2021-11-20-16:20:29.2421627-05:00
1069,429955,2021-11-20-16:20:29.2421647-05:00
258,430213,2021-11-20-16:20:29.2421668-05:00
1,430214,2021-11-20-16:20:29.2421688-05:00
835,431049,2021-11-20-16:20:29.2421709-05:00
431,431480,2021-11-20-16:20:29.2421785-05:00
818,432298,2021-11-20-16:20:29.2421811-05:00
744,433042,2021-11-20-16:20:29.2421833-05:00
1274,434316,2021-11-20-16:20:29.2421854-05:00
1856,436172,2021-11-20-16:20:29.2421876-05:00
783,436955,2021-11-20-16:20:29.2421897-05:00
1320,438275,2021-11-20-16:20:29.2421919-05:00
1816,440091,2021-11-20-16:20:29.2421940-05:00
772,440863,2021-11-20-16:20:29.2421961-05:00
1894,442757,2021-11-20-16:20:29.2421982-05:00
136,442893,2021-11-20-16:20:29.2422004-05:00
444,443337,2021-11-20-16:20:29.2422025-05:00
1928,445265,2021-11-20-16:20:29.2422046-05:00
44,445309,2021-11-20-16:20:29.2422067-05:00
1900,447209,2021-11-20-16:20:29.2422088-05:00
1147,448356,2021-11-20-16:20:29.2422109-05:00
1952,450308,2021-11-20-16:20:29.2422131-05:00
863,451171,2021-11-20-16:20:29.2422152-05:00
1598,452769,2021-11-20-16:20:29.2422174-05:00
449,453218,2021-11-20-16:20:29.2422195-05:00
1802,455020,2021-11-20-16:20:29.2422216-05:00
762,455782,2021-11-20-16:20:29.2422238-05:00
535,456317,2021-11-20-16:20:29.2422259-05:00
202,456519,2021-11-20-16:20:29.2422280-05:00
1354,457873,2021-11-20-16:20:29.2422302-05:00
1897,459770,2021-11-20-16:20:29.2422323-05:00
32,459802,2021-11-20-16:20:29.2422344-05:00
1895,461697,2021-11-20-16:20:29.2422383-05:00
626,462323,2021-11-20-16:20:29.2422421-05:00
424,462747,2021-11-20-16:20:29.2422461-05:00
1613,464360,2021-11-20-16:20:29.2422508-05:00
1243,465603,2021-11-20-16:20:29.2422550-05:00
1305,466908,2021-11-20-16:20:29.2422734-05:00
1944,468852,2021-11-20-16:20:29.2422832-05:00
636,469488,2021-11-20-16:20:29.2422861-05:00
774,470262,2021-11-20-16:20:29.2422887-05:00
528,470790,2021-11-20-16:20:29.2422932-05:00
451,471241,2021-11-20-16:20:29.2422959-05:00
1222,472463,2021-11-20-16:20:29.2422982-05:00
731,473194,2021-11-20-16:20:29.2423004-05:00
868,474062,2021-11-20-16:20:29.2423025-05:00
1303,475365,2021-11-20-16:20:29.2423046-05:00
1842,477207,2021-11-20-16:20:29.2423068-05:00
352,477559,2021-11-20-16:20:29.2423089-05:00
719,478278,2021-11-20-16:20:29.2423204-05:00
1152,479430,2021-11-20-16:20:29.2423227-05:00
715,480145,2021-11-20-16:20:29.2423248-05:00
149,480294,2021-11-20-16:20:29.2423269-05:00
858,481152,2021-11-20-16:20:29.2423289-05:00
975,482127,2021-11-20-16:20:29.2423309-05:00
59,482186,2021-11-20-16:20:29.2423330-05:00
207,482393,2021-11-20-16:20:29.2423350-05:00
659,483052,2021-11-20-16:20:29.2423370-05:00
1552,484604,2021-11-20-16:20:29.2423391-05:00
1032,485636,2021-11-20-16:20:29.2423411-05:00
1668,487304,2021-11-20-16:20:29.2423432-05:00
284,487588,2021-11-20-16:20:29.2423452-05:00
543,488131,2021-11-20-16:20:29.2423472-05:00
1919,490050,2021-11-20-16:20:29.2423492-05:00
1958,492008,2021-11-20-16:20:29.2423512-05:00
752,492760,2021-11-20-16:20:29.2423532-05:00
1424,494184,2021-11-20-16:20:29.2423553-05:00
1190,495374,2021-11-20-16:20:29.2423573-05:00
349,495723,2021-11-20-16:20:29.2423593-05:00
281,496004,2021-11-20-16:20:29.2423613-05:00
892,496896,2021-11-20-16:20:29.2423633-05:00
1138,498034,2021-11-20-16:20:29.2423708-05:00
1984,500018,2021-11-20-16:20:29.2423735-05:00
1407,501425,2021-11-20-16:20:29.2423757-05:00
1126,502551,2021-11-20-16:20:29.2423780-05:00
620,503171,2021-11-20-16:20:29.2423801-05:00
1502,504673,2021-11-20-16:20:29.2423822-05:00
1641,506314,2021-11-20-16:20:29.2423843-05:00
868,507182,2021-11-20-16:20:29.2423864-05:00
1580,508762,2021-11-20-16:20:29.2423885-05:00
500,509262,2021-11-20-16:20:29.2423906-05:00
919,510181,2021-11-20-16:20:29.2423927-05:00
183,510364,2021-11-20-16:20:29.2423948-05:00
1483,511847,2021-11-20-16:20:29.2423969-05:00
203,512050,2021-11-20-16:20:29.2423990-05:00
1182,513232,2021-11-20-16:20:29.2424034-05:00
1882,515114,2021-11-20-16:20:29.2424059-05:00
1037,516151,2021-11-20-16:20:29.2424081-05:00
1651,517802,2021-11-20-16:20:29.2424102-05:00
365,518167,2021-11-20-16:20:29.2424123-05:00
1407,519574,2021-11-20-16:20:29.2424145-05:00
584,520158,2021-11-20-16:20:29.2424166-05:00
1753,521911,2021-11-20-16:20:29.2424187-05:00
912,522823,2021-11-20-16:20:29.2424208-05:00
968,523791,2021-11-20-16:20:29.2424228-05:00
490,524281,2021-11-20-16:20:29.2424249-05:00
1984,526265,2021-11-20-16:20:29.2424270-05:00
531,526796,2021-11-20-16:20:29.2424292-05:00
1264,528060,2021-11-20-16:20:29.2424313-05:00
1979,530039,2021-11-20-16:20:29.2424333-05:00
1443,531482,2021-11-20-16:20:29.2424355-05:00
113,531595,2021-11-20-16:20:29.2424375-05:00
1494,533089,2021-11-20-16:20:29.2424397-05:00
71,533160,2021-11-20-16:20:29.2424418-05:00
