Start |2021-11-20-17:27:40.5358567-05:00
1308,1308,2021-11-20-17:27:40.5397258-05:00
1375,1798500,2021-11-20-17:27:40.5399502-05:00
605,1088092500,2021-11-20-17:27:40.5399666-05:00
869,945552382500,2021-11-20-17:27:40.5399708-05:00
1952,1845718250640000,2021-11-20-17:27:40.5399736-05:00
686,1,2133480375696418E+266,2021-11-20-17:27:40.5402183-05:00
1570,1,9049564189843375E+269,2021-11-20-17:27:40.5402204-05:00
1965,3,743239363304223E+272,2021-11-20-17:27:40.5402224-05:00
1275,4,772630188212885E+275,2021-11-20-17:27:40.5402245-05:00
759,3,6224263128535793E+278,2021-11-20-17:27:40.5402266-05:00
876,3,173245450059735E+281,2021-11-20-17:27:40.5402286-05:00
1890,5,9974339006129E+284,2021-11-20-17:27:40.5402307-05:00
1143,6,855066948400545E+287,2021-11-20-17:27:40.5402328-05:00
1789,1,2263714770688574E+291,2021-11-20-17:27:40.5402350-05:00
1353,1,659280608474164E+294,2021-11-20-17:27:40.5402371-05:00
1530,2,538699330965471E+297,2021-11-20-17:27:40.5402391-05:00
138,3,50340507673235E+299,2021-11-20-17:27:40.5402435-05:00
833,2,9183364289180472E+302,2021-11-20-17:27:40.5402485-05:00
535,1,5613099894711552E+305,2021-11-20-17:27:40.5402510-05:00
902,1,408301610502982E+308,2021-11-20-17:27:40.5402533-05:00
369,∞,2021-11-20-17:27:40.5402555-05:00
469,∞,2021-11-20-17:27:40.5402786-05:00
258,∞,2021-11-20-17:27:40.5402857-05:00
1358,∞,2021-11-20-17:27:40.5402883-05:00
1758,∞,2021-11-20-17:27:40.5402902-05:00
1762,∞,2021-11-20-17:27:40.5402920-05:00
25,∞,2021-11-20-17:27:40.5402938-05:00
840,∞,2021-11-20-17:27:40.5402957-05:00
1898,∞,2021-11-20-17:27:40.5403033-05:00
1338,∞,2021-11-20-17:27:40.5403058-05:00
35,∞,2021-11-20-17:27:40.5403076-05:00
1534,∞,2021-11-20-17:27:40.5403093-05:00
1669,∞,2021-11-20-17:27:40.5403109-05:00
1336,∞,2021-11-20-17:27:40.5403125-05:00
983,∞,2021-11-20-17:27:40.5403142-05:00
1027,∞,2021-11-20-17:27:40.5403158-05:00
925,∞,2021-11-20-17:27:40.5403174-05:00
465,∞,2021-11-20-17:27:40.5403191-05:00
1116,∞,2021-11-20-17:27:40.5403207-05:00
285,∞,2021-11-20-17:27:40.5403223-05:00
346,∞,2021-11-20-17:27:40.5403243-05:00
1880,∞,2021-11-20-17:27:40.5403259-05:00
280,∞,2021-11-20-17:27:40.5403276-05:00
639,∞,2021-11-20-17:27:40.5403293-05:00
410,∞,2021-11-20-17:27:40.5403309-05:00
313,∞,2021-11-20-17:27:40.5403325-05:00
973,∞,2021-11-20-17:27:40.5403342-05:00
1006,∞,2021-11-20-17:27:40.5403376-05:00
1517,∞,2021-11-20-17:27:40.5403398-05:00
1210,∞,2021-11-20-17:27:40.5403415-05:00
803,∞,2021-11-20-17:27:40.5403432-05:00
86,∞,2021-11-20-17:27:40.5403449-05:00
653,∞,2021-11-20-17:27:40.5403465-05:00
1807,∞,2021-11-20-17:27:40.5403482-05:00
465,∞,2021-11-20-17:27:40.5403497-05:00
518,∞,2021-11-20-17:27:40.5403513-05:00
1385,∞,2021-11-20-17:27:40.5403529-05:00
1674,∞,2021-11-20-17:27:40.5403545-05:00
375,∞,2021-11-20-17:27:40.5403561-05:00
31,∞,2021-11-20-17:27:40.5403577-05:00
662,∞,2021-11-20-17:27:40.5403593-05:00
731,∞,2021-11-20-17:27:40.5403609-05:00
67,∞,2021-11-20-17:27:40.5403629-05:00
1937,∞,2021-11-20-17:27:40.5403649-05:00
724,∞,2021-11-20-17:27:40.5403665-05:00
1341,∞,2021-11-20-17:27:40.5403681-05:00
222,∞,2021-11-20-17:27:40.5403698-05:00
1807,∞,2021-11-20-17:27:40.5403714-05:00
807,∞,2021-11-20-17:27:40.5403730-05:00
326,∞,2021-11-20-17:27:40.5403746-05:00
605,∞,2021-11-20-17:27:40.5403763-05:00
1672,∞,2021-11-20-17:27:40.5403778-05:00
1717,∞,2021-11-20-17:27:40.5403794-05:00
251,∞,2021-11-20-17:27:40.5403810-05:00
556,∞,2021-11-20-17:27:40.5403904-05:00
488,∞,2021-11-20-17:27:40.5403933-05:00
190,∞,2021-11-20-17:27:40.5403951-05:00
1619,∞,2021-11-20-17:27:40.5403969-05:00
948,∞,2021-11-20-17:27:40.5403985-05:00
1445,∞,2021-11-20-17:27:40.5404002-05:00
790,∞,2021-11-20-17:27:40.5404018-05:00
1018,∞,2021-11-20-17:27:40.5404034-05:00
1323,∞,2021-11-20-17:27:40.5404050-05:00
688,∞,2021-11-20-17:27:40.5404066-05:00
536,∞,2021-11-20-17:27:40.5404082-05:00
1949,∞,2021-11-20-17:27:40.5404098-05:00
882,∞,2021-11-20-17:27:40.5404114-05:00
1861,∞,2021-11-20-17:27:40.5404130-05:00
871,∞,2021-11-20-17:27:40.5404146-05:00
465,∞,2021-11-20-17:27:40.5404162-05:00
1642,∞,2021-11-20-17:27:40.5404178-05:00
1251,∞,2021-11-20-17:27:40.5404194-05:00
91,∞,2021-11-20-17:27:40.5404211-05:00
1085,∞,2021-11-20-17:27:40.5404227-05:00
1622,∞,2021-11-20-17:27:40.5404243-05:00
1615,∞,2021-11-20-17:27:40.5404259-05:00
1814,∞,2021-11-20-17:27:40.5404275-05:00
342,∞,2021-11-20-17:27:40.5404290-05:00
1914,∞,2021-11-20-17:27:40.5404306-05:00
1068,∞,2021-11-20-17:27:40.5404322-05:00
91,∞,2021-11-20-17:27:40.5404338-05:00
1166,∞,2021-11-20-17:27:40.5404353-05:00
200,∞,2021-11-20-17:27:40.5404370-05:00
1191,∞,2021-11-20-17:27:40.5404385-05:00
606,∞,2021-11-20-17:27:40.5404401-05:00
1130,∞,2021-11-20-17:27:40.5404417-05:00
368,∞,2021-11-20-17:27:40.5404432-05:00
402,∞,2021-11-20-17:27:40.5404448-05:00
1252,∞,2021-11-20-17:27:40.5404464-05:00
1976,∞,2021-11-20-17:27:40.5404530-05:00
329,∞,2021-11-20-17:27:40.5404620-05:00
1765,∞,2021-11-20-17:27:40.5404644-05:00
726,∞,2021-11-20-17:27:40.5404662-05:00
929,∞,2021-11-20-17:27:40.5404679-05:00
1241,∞,2021-11-20-17:27:40.5404695-05:00
1643,∞,2021-11-20-17:27:40.5404711-05:00
1407,∞,2021-11-20-17:27:40.5404727-05:00
1379,∞,2021-11-20-17:27:40.5404743-05:00
1402,∞,2021-11-20-17:27:40.5404759-05:00
775,∞,2021-11-20-17:27:40.5404775-05:00
460,∞,2021-11-20-17:27:40.5404791-05:00
361,∞,2021-11-20-17:27:40.5404806-05:00
936,∞,2021-11-20-17:27:40.5404822-05:00
342,∞,2021-11-20-17:27:40.5404839-05:00
683,∞,2021-11-20-17:27:40.5404855-05:00
1353,∞,2021-11-20-17:27:40.5404870-05:00
1582,∞,2021-11-20-17:27:40.5404886-05:00
632,∞,2021-11-20-17:27:40.5404903-05:00
628,∞,2021-11-20-17:27:40.5404918-05:00
940,∞,2021-11-20-17:27:40.5404934-05:00
674,∞,2021-11-20-17:27:40.5404950-05:00
1847,∞,2021-11-20-17:27:40.5404966-05:00
1704,∞,2021-11-20-17:27:40.5404982-05:00
1880,∞,2021-11-20-17:27:40.5404998-05:00
1355,∞,2021-11-20-17:27:40.5405014-05:00
1623,∞,2021-11-20-17:27:40.5405030-05:00
819,∞,2021-11-20-17:27:40.5405046-05:00
132,∞,2021-11-20-17:27:40.5405062-05:00
83,∞,2021-11-20-17:27:40.5405078-05:00
1405,∞,2021-11-20-17:27:40.5405095-05:00
1581,∞,2021-11-20-17:27:40.5405111-05:00
480,∞,2021-11-20-17:27:40.5405127-05:00
609,∞,2021-11-20-17:27:40.5405143-05:00
895,∞,2021-11-20-17:27:40.5405158-05:00
137,∞,2021-11-20-17:27:40.5405219-05:00
1876,∞,2021-11-20-17:27:40.5405242-05:00
526,∞,2021-11-20-17:27:40.5405259-05:00
1161,∞,2021-11-20-17:27:40.5405276-05:00
1844,∞,2021-11-20-17:27:40.5405292-05:00
1978,∞,2021-11-20-17:27:40.5405308-05:00
209,∞,2021-11-20-17:27:40.5405324-05:00
436,∞,2021-11-20-17:27:40.5405340-05:00
940,∞,2021-11-20-17:27:40.5405356-05:00
1140,∞,2021-11-20-17:27:40.5405371-05:00
609,∞,2021-11-20-17:27:40.5405387-05:00
1730,∞,2021-11-20-17:27:40.5405403-05:00
230,∞,2021-11-20-17:27:40.5405419-05:00
1857,∞,2021-11-20-17:27:40.5405435-05:00
508,∞,2021-11-20-17:27:40.5405450-05:00
1252,∞,2021-11-20-17:27:40.5405466-05:00
1547,∞,2021-11-20-17:27:40.5405481-05:00
1736,∞,2021-11-20-17:27:40.5405497-05:00
1774,∞,2021-11-20-17:27:40.5405513-05:00
312,∞,2021-11-20-17:27:40.5405528-05:00
1303,∞,2021-11-20-17:27:40.5405544-05:00
481,∞,2021-11-20-17:27:40.5405559-05:00
62,∞,2021-11-20-17:27:40.5405574-05:00
845,∞,2021-11-20-17:27:40.5405590-05:00
1574,∞,2021-11-20-17:27:40.5405605-05:00
1617,∞,2021-11-20-17:27:40.5405621-05:00
825,∞,2021-11-20-17:27:40.5405636-05:00
1275,∞,2021-11-20-17:27:40.5405652-05:00
1296,∞,2021-11-20-17:27:40.5405668-05:00
1996,∞,2021-11-20-17:27:40.5405683-05:00
1193,∞,2021-11-20-17:27:40.5405698-05:00
1979,∞,2021-11-20-17:27:40.5405714-05:00
1751,∞,2021-11-20-17:27:40.5405730-05:00
42,∞,2021-11-20-17:27:40.5405745-05:00
206,∞,2021-11-20-17:27:40.5405804-05:00
807,∞,2021-11-20-17:27:40.5405828-05:00
828,∞,2021-11-20-17:27:40.5405846-05:00
422,∞,2021-11-20-17:27:40.5405862-05:00
787,∞,2021-11-20-17:27:40.5405878-05:00
649,∞,2021-11-20-17:27:40.5405894-05:00
732,∞,2021-11-20-17:27:40.5405910-05:00
239,∞,2021-11-20-17:27:40.5405926-05:00
907,∞,2021-11-20-17:27:40.5405942-05:00
564,∞,2021-11-20-17:27:40.5405958-05:00
1271,∞,2021-11-20-17:27:40.5405974-05:00
1624,∞,2021-11-20-17:27:40.5405990-05:00
1394,∞,2021-11-20-17:27:40.5406006-05:00
962,∞,2021-11-20-17:27:40.5406022-05:00
1624,∞,2021-11-20-17:27:40.5406038-05:00
831,∞,2021-11-20-17:27:40.5406054-05:00
1858,∞,2021-11-20-17:27:40.5406070-05:00
1844,∞,2021-11-20-17:27:40.5406086-05:00
705,∞,2021-11-20-17:27:40.5406102-05:00
298,∞,2021-11-20-17:27:40.5406118-05:00
1592,∞,2021-11-20-17:27:40.5406133-05:00
1656,∞,2021-11-20-17:27:40.5406148-05:00
1815,∞,2021-11-20-17:27:40.5406164-05:00
1680,∞,2021-11-20-17:27:40.5406180-05:00
1587,∞,2021-11-20-17:27:40.5406196-05:00
227,∞,2021-11-20-17:27:40.5406229-05:00
1154,∞,2021-11-20-17:27:40.5406250-05:00
933,∞,2021-11-20-17:27:40.5406268-05:00
1139,∞,2021-11-20-17:27:40.5406285-05:00
944,∞,2021-11-20-17:27:40.5406302-05:00
1946,∞,2021-11-20-17:27:40.5406318-05:00
629,∞,2021-11-20-17:27:40.5406334-05:00
1979,∞,2021-11-20-17:27:40.5406349-05:00
188,∞,2021-11-20-17:27:40.5406365-05:00
1652,∞,2021-11-20-17:27:40.5406425-05:00
1701,∞,2021-11-20-17:27:40.5406448-05:00
425,∞,2021-11-20-17:27:40.5406465-05:00
1125,∞,2021-11-20-17:27:40.5406482-05:00
949,∞,2021-11-20-17:27:40.5406518-05:00
1126,∞,2021-11-20-17:27:40.5406536-05:00
1579,∞,2021-11-20-17:27:40.5406552-05:00
1064,∞,2021-11-20-17:27:40.5406667-05:00
1573,∞,2021-11-20-17:27:40.5406688-05:00
1497,∞,2021-11-20-17:27:40.5406704-05:00
1574,∞,2021-11-20-17:27:40.5406720-05:00
1950,∞,2021-11-20-17:27:40.5406737-05:00
224,∞,2021-11-20-17:27:40.5406752-05:00
1863,∞,2021-11-20-17:27:40.5406769-05:00
1651,∞,2021-11-20-17:27:40.5406785-05:00
466,∞,2021-11-20-17:27:40.5406897-05:00
138,∞,2021-11-20-17:27:40.5406914-05:00
1348,∞,2021-11-20-17:27:40.5406930-05:00
1274,∞,2021-11-20-17:27:40.5406945-05:00
1453,∞,2021-11-20-17:27:40.5406960-05:00
450,∞,2021-11-20-17:27:40.5406976-05:00
549,∞,2021-11-20-17:27:40.5406991-05:00
991,∞,2021-11-20-17:27:40.5407006-05:00
1147,∞,2021-11-20-17:27:40.5407023-05:00
835,∞,2021-11-20-17:27:40.5407038-05:00
560,∞,2021-11-20-17:27:40.5407054-05:00
1495,∞,2021-11-20-17:27:40.5407069-05:00
1799,∞,2021-11-20-17:27:40.5407085-05:00
1099,∞,2021-11-20-17:27:40.5407100-05:00
1963,∞,2021-11-20-17:27:40.5407116-05:00
618,∞,2021-11-20-17:27:40.5407131-05:00
643,∞,2021-11-20-17:27:40.5407146-05:00
1644,∞,2021-11-20-17:27:40.5407161-05:00
1206,∞,2021-11-20-17:27:40.5407176-05:00
1309,∞,2021-11-20-17:27:40.5407223-05:00
1922,∞,2021-11-20-17:27:40.5407246-05:00
407,∞,2021-11-20-17:27:40.5407263-05:00
733,∞,2021-11-20-17:27:40.5407280-05:00
896,∞,2021-11-20-17:27:40.5407297-05:00
1579,∞,2021-11-20-17:27:40.5407313-05:00
718,∞,2021-11-20-17:27:40.5407329-05:00
528,∞,2021-11-20-17:27:40.5407362-05:00
83,∞,2021-11-20-17:27:40.5407383-05:00
318,∞,2021-11-20-17:27:40.5407401-05:00
107,∞,2021-11-20-17:27:40.5407418-05:00
1637,∞,2021-11-20-17:27:40.5407434-05:00
4,∞,2021-11-20-17:27:40.5407451-05:00
1291,∞,2021-11-20-17:27:40.5407468-05:00
1281,∞,2021-11-20-17:27:40.5407485-05:00
674,∞,2021-11-20-17:27:40.5407502-05:00
807,∞,2021-11-20-17:27:40.5407519-05:00
598,∞,2021-11-20-17:27:40.5407536-05:00
1354,∞,2021-11-20-17:27:40.5407554-05:00
527,∞,2021-11-20-17:27:40.5407571-05:00
1738,∞,2021-11-20-17:27:40.5407587-05:00
1103,∞,2021-11-20-17:27:40.5407605-05:00
710,∞,2021-11-20-17:27:40.5407622-05:00
1277,∞,2021-11-20-17:27:40.5407639-05:00
291,∞,2021-11-20-17:27:40.5407655-05:00
389,∞,2021-11-20-17:27:40.5407673-05:00
1631,∞,2021-11-20-17:27:40.5407690-05:00
1780,∞,2021-11-20-17:27:40.5407707-05:00
1965,∞,2021-11-20-17:27:40.5407724-05:00
1610,∞,2021-11-20-17:27:40.5407741-05:00
880,∞,2021-11-20-17:27:40.5407758-05:00
931,∞,2021-11-20-17:27:40.5407774-05:00
306,∞,2021-11-20-17:27:40.5407791-05:00
1017,∞,2021-11-20-17:27:40.5407808-05:00
554,∞,2021-11-20-17:27:40.5407899-05:00
1728,∞,2021-11-20-17:27:40.5407923-05:00
59,∞,2021-11-20-17:27:40.5407940-05:00
1405,∞,2021-11-20-17:27:40.5407959-05:00
453,∞,2021-11-20-17:27:40.5407976-05:00
1695,∞,2021-11-20-17:27:40.5407993-05:00
736,∞,2021-11-20-17:27:40.5408009-05:00
1922,∞,2021-11-20-17:27:40.5408026-05:00
467,∞,2021-11-20-17:27:40.5408043-05:00
674,∞,2021-11-20-17:27:40.5408060-05:00
1040,∞,2021-11-20-17:27:40.5408076-05:00
1198,∞,2021-11-20-17:27:40.5408093-05:00
556,∞,2021-11-20-17:27:40.5408110-05:00
204,∞,2021-11-20-17:27:40.5408127-05:00
519,∞,2021-11-20-17:27:40.5408143-05:00
425,∞,2021-11-20-17:27:40.5408160-05:00
1156,∞,2021-11-20-17:27:40.5408177-05:00
21,∞,2021-11-20-17:27:40.5408194-05:00
1288,∞,2021-11-20-17:27:40.5408211-05:00
1118,∞,2021-11-20-17:27:40.5408228-05:00
1468,∞,2021-11-20-17:27:40.5408245-05:00
207,∞,2021-11-20-17:27:40.5408262-05:00
1213,∞,2021-11-20-17:27:40.5408278-05:00
1129,∞,2021-11-20-17:27:40.5408357-05:00
442,∞,2021-11-20-17:27:40.5408381-05:00
507,∞,2021-11-20-17:27:40.5408399-05:00
1948,∞,2021-11-20-17:27:40.5408416-05:00
938,∞,2021-11-20-17:27:40.5408433-05:00
563,∞,2021-11-20-17:27:40.5408450-05:00
472,∞,2021-11-20-17:27:40.5408467-05:00
1438,∞,2021-11-20-17:27:40.5408484-05:00
1175,∞,2021-11-20-17:27:40.5408501-05:00
1331,∞,2021-11-20-17:27:40.5408518-05:00
987,∞,2021-11-20-17:27:40.5408535-05:00
737,∞,2021-11-20-17:27:40.5408552-05:00
1552,∞,2021-11-20-17:27:40.5408570-05:00
615,∞,2021-11-20-17:27:40.5408587-05:00
1401,∞,2021-11-20-17:27:40.5408604-05:00
145,∞,2021-11-20-17:27:40.5408621-05:00
1659,∞,2021-11-20-17:27:40.5408638-05:00
1790,∞,2021-11-20-17:27:40.5408655-05:00
1816,∞,2021-11-20-17:27:40.5408672-05:00
637,∞,2021-11-20-17:27:40.5408689-05:00
37,∞,2021-11-20-17:27:40.5408706-05:00
238,∞,2021-11-20-17:27:40.5408723-05:00
1093,∞,2021-11-20-17:27:40.5408740-05:00
1832,∞,2021-11-20-17:27:40.5408757-05:00
1427,∞,2021-11-20-17:27:40.5408774-05:00
1262,∞,2021-11-20-17:27:40.5408791-05:00
1540,∞,2021-11-20-17:27:40.5408808-05:00
454,∞,2021-11-20-17:27:40.5408824-05:00
860,∞,2021-11-20-17:27:40.5408842-05:00
1643,∞,2021-11-20-17:27:40.5408859-05:00
1188,∞,2021-11-20-17:27:40.5408894-05:00
1549,∞,2021-11-20-17:27:40.5408917-05:00
348,∞,2021-11-20-17:27:40.5408934-05:00
516,∞,2021-11-20-17:27:40.5408951-05:00
930,∞,2021-11-20-17:27:40.5409011-05:00
963,∞,2021-11-20-17:27:40.5409035-05:00
1946,∞,2021-11-20-17:27:40.5409053-05:00
1746,∞,2021-11-20-17:27:40.5409070-05:00
1797,∞,2021-11-20-17:27:40.5409086-05:00
1359,∞,2021-11-20-17:27:40.5409102-05:00
1994,∞,2021-11-20-17:27:40.5409118-05:00
1235,∞,2021-11-20-17:27:40.5409133-05:00
1864,∞,2021-11-20-17:27:40.5409149-05:00
1866,∞,2021-11-20-17:27:40.5409164-05:00
1569,∞,2021-11-20-17:27:40.5409180-05:00
1467,∞,2021-11-20-17:27:40.5409196-05:00
966,∞,2021-11-20-17:27:40.5409211-05:00
1810,∞,2021-11-20-17:27:40.5409227-05:00
1755,∞,2021-11-20-17:27:40.5409242-05:00
1875,∞,2021-11-20-17:27:40.5409257-05:00
1628,∞,2021-11-20-17:27:40.5409273-05:00
1327,∞,2021-11-20-17:27:40.5409288-05:00
1651,∞,2021-11-20-17:27:40.5409303-05:00
1570,∞,2021-11-20-17:27:40.5409319-05:00
1176,∞,2021-11-20-17:27:40.5409334-05:00
892,∞,2021-11-20-17:27:40.5409349-05:00
1348,∞,2021-11-20-17:27:40.5409365-05:00
674,∞,2021-11-20-17:27:40.5409380-05:00
522,∞,2021-11-20-17:27:40.5409396-05:00
1676,∞,2021-11-20-17:27:40.5409411-05:00
1023,∞,2021-11-20-17:27:40.5409427-05:00
19,∞,2021-11-20-17:27:40.5409442-05:00
579,∞,2021-11-20-17:27:40.5409457-05:00
1532,∞,2021-11-20-17:27:40.5409473-05:00
144,∞,2021-11-20-17:27:40.5409488-05:00
1438,∞,2021-11-20-17:27:40.5409503-05:00
390,∞,2021-11-20-17:27:40.5409519-05:00
1037,∞,2021-11-20-17:27:40.5409534-05:00
1684,∞,2021-11-20-17:27:40.5409592-05:00
439,∞,2021-11-20-17:27:40.5409615-05:00
199,∞,2021-11-20-17:27:40.5409633-05:00
1912,∞,2021-11-20-17:27:40.5409649-05:00
1992,∞,2021-11-20-17:27:40.5409665-05:00
457,∞,2021-11-20-17:27:40.5409681-05:00
642,∞,2021-11-20-17:27:40.5409697-05:00
801,∞,2021-11-20-17:27:40.5409713-05:00
373,∞,2021-11-20-17:27:40.5409730-05:00
1227,∞,2021-11-20-17:27:40.5409746-05:00
264,∞,2021-11-20-17:27:40.5409762-05:00
1959,∞,2021-11-20-17:27:40.5409778-05:00
296,∞,2021-11-20-17:27:40.5409812-05:00
1729,∞,2021-11-20-17:27:40.5409833-05:00
699,∞,2021-11-20-17:27:40.5409850-05:00
984,∞,2021-11-20-17:27:40.5409866-05:00
15,∞,2021-11-20-17:27:40.5409883-05:00
1860,∞,2021-11-20-17:27:40.5409898-05:00
1897,∞,2021-11-20-17:27:40.5409914-05:00
778,∞,2021-11-20-17:27:40.5409930-05:00
1339,∞,2021-11-20-17:27:40.5409946-05:00
39,∞,2021-11-20-17:27:40.5409962-05:00
1614,∞,2021-11-20-17:27:40.5409977-05:00
1272,∞,2021-11-20-17:27:40.5409993-05:00
1225,∞,2021-11-20-17:27:40.5410008-05:00
122,∞,2021-11-20-17:27:40.5410024-05:00
337,∞,2021-11-20-17:27:40.5410040-05:00
1976,∞,2021-11-20-17:27:40.5410055-05:00
657,∞,2021-11-20-17:27:40.5410071-05:00
333,∞,2021-11-20-17:27:40.5410087-05:00
1723,∞,2021-11-20-17:27:40.5410103-05:00
132,∞,2021-11-20-17:27:40.5410119-05:00
