Start |2021-11-20-17:27:50.5038145-05:00
1978,1978,2021-11-20-17:27:50.5073716-05:00
875,1730750,2021-11-20-17:27:50.5075973-05:00
1180,2042285000,2021-11-20-17:27:50.5076147-05:00
1599,3265613715000,2021-11-20-17:27:50.5076187-05:00
1780,5812792412700000,2021-11-20-17:27:50.5076212-05:00
1997,∞,2021-11-20-17:27:50.5080382-05:00
461,∞,2021-11-20-17:27:50.5080398-05:00
1666,∞,2021-11-20-17:27:50.5080413-05:00
547,∞,2021-11-20-17:27:50.5080429-05:00
1069,∞,2021-11-20-17:27:50.5080445-05:00
917,∞,2021-11-20-17:27:50.5080461-05:00
1581,∞,2021-11-20-17:27:50.5080477-05:00
1555,∞,2021-11-20-17:27:50.5080492-05:00
1516,∞,2021-11-20-17:27:50.5080508-05:00
1946,∞,2021-11-20-17:27:50.5080524-05:00
1580,∞,2021-11-20-17:27:50.5080540-05:00
377,∞,2021-11-20-17:27:50.5080556-05:00
1434,∞,2021-11-20-17:27:50.5080572-05:00
1667,∞,2021-11-20-17:27:50.5080588-05:00
581,∞,2021-11-20-17:27:50.5080603-05:00
187,∞,2021-11-20-17:27:50.5080618-05:00
827,∞,2021-11-20-17:27:50.5080634-05:00
1594,∞,2021-11-20-17:27:50.5080649-05:00
1238,∞,2021-11-20-17:27:50.5080664-05:00
1838,∞,2021-11-20-17:27:50.5080680-05:00
1905,∞,2021-11-20-17:27:50.5080695-05:00
1886,∞,2021-11-20-17:27:50.5080711-05:00
1144,∞,2021-11-20-17:27:50.5080727-05:00
1073,∞,2021-11-20-17:27:50.5080794-05:00
1383,∞,2021-11-20-17:27:50.5080815-05:00
462,∞,2021-11-20-17:27:50.5080899-05:00
1614,∞,2021-11-20-17:27:50.5080923-05:00
1632,∞,2021-11-20-17:27:50.5080940-05:00
793,∞,2021-11-20-17:27:50.5080958-05:00
131,∞,2021-11-20-17:27:50.5080974-05:00
1182,∞,2021-11-20-17:27:50.5080991-05:00
1277,∞,2021-11-20-17:27:50.5081007-05:00
951,∞,2021-11-20-17:27:50.5081023-05:00
463,∞,2021-11-20-17:27:50.5081038-05:00
565,∞,2021-11-20-17:27:50.5081054-05:00
460,∞,2021-11-20-17:27:50.5081070-05:00
221,∞,2021-11-20-17:27:50.5081085-05:00
650,∞,2021-11-20-17:27:50.5081101-05:00
1181,∞,2021-11-20-17:27:50.5081117-05:00
207,∞,2021-11-20-17:27:50.5081133-05:00
1702,∞,2021-11-20-17:27:50.5081149-05:00
360,∞,2021-11-20-17:27:50.5081165-05:00
1758,∞,2021-11-20-17:27:50.5081181-05:00
1998,∞,2021-11-20-17:27:50.5081197-05:00
1942,∞,2021-11-20-17:27:50.5081213-05:00
1709,∞,2021-11-20-17:27:50.5081228-05:00
1222,∞,2021-11-20-17:27:50.5081244-05:00
152,∞,2021-11-20-17:27:50.5081260-05:00
1659,∞,2021-11-20-17:27:50.5081276-05:00
1334,∞,2021-11-20-17:27:50.5081291-05:00
1603,∞,2021-11-20-17:27:50.5081307-05:00
1387,∞,2021-11-20-17:27:50.5081323-05:00
614,∞,2021-11-20-17:27:50.5081338-05:00
1109,∞,2021-11-20-17:27:50.5081354-05:00
1288,∞,2021-11-20-17:27:50.5081370-05:00
112,∞,2021-11-20-17:27:50.5081386-05:00
1317,∞,2021-11-20-17:27:50.5081402-05:00
593,∞,2021-11-20-17:27:50.5081417-05:00
1164,∞,2021-11-20-17:27:50.5081433-05:00
608,∞,2021-11-20-17:27:50.5081495-05:00
1302,∞,2021-11-20-17:27:50.5081516-05:00
1949,∞,2021-11-20-17:27:50.5081533-05:00
763,∞,2021-11-20-17:27:50.5081550-05:00
1385,∞,2021-11-20-17:27:50.5081566-05:00
765,∞,2021-11-20-17:27:50.5081582-05:00
303,∞,2021-11-20-17:27:50.5081598-05:00
1426,∞,2021-11-20-17:27:50.5081614-05:00
972,∞,2021-11-20-17:27:50.5081630-05:00
1102,∞,2021-11-20-17:27:50.5081646-05:00
122,∞,2021-11-20-17:27:50.5081661-05:00
1965,∞,2021-11-20-17:27:50.5081677-05:00
177,∞,2021-11-20-17:27:50.5081693-05:00
413,∞,2021-11-20-17:27:50.5081708-05:00
1031,∞,2021-11-20-17:27:50.5081724-05:00
137,∞,2021-11-20-17:27:50.5081739-05:00
1546,∞,2021-11-20-17:27:50.5081755-05:00
129,∞,2021-11-20-17:27:50.5081771-05:00
1146,∞,2021-11-20-17:27:50.5081786-05:00
1131,∞,2021-11-20-17:27:50.5081802-05:00
1673,∞,2021-11-20-17:27:50.5081818-05:00
1239,∞,2021-11-20-17:27:50.5081833-05:00
1462,∞,2021-11-20-17:27:50.5081849-05:00
1972,∞,2021-11-20-17:27:50.5081865-05:00
1458,∞,2021-11-20-17:27:50.5081880-05:00
528,∞,2021-11-20-17:27:50.5081896-05:00
1794,∞,2021-11-20-17:27:50.5081912-05:00
664,∞,2021-11-20-17:27:50.5081927-05:00
1842,∞,2021-11-20-17:27:50.5081943-05:00
1174,∞,2021-11-20-17:27:50.5081959-05:00
453,∞,2021-11-20-17:27:50.5081974-05:00
1143,∞,2021-11-20-17:27:50.5081990-05:00
1628,∞,2021-11-20-17:27:50.5082006-05:00
1485,∞,2021-11-20-17:27:50.5082021-05:00
574,∞,2021-11-20-17:27:50.5082081-05:00
904,∞,2021-11-20-17:27:50.5082103-05:00
1753,∞,2021-11-20-17:27:50.5082120-05:00
1597,∞,2021-11-20-17:27:50.5082137-05:00
374,∞,2021-11-20-17:27:50.5082153-05:00
1233,∞,2021-11-20-17:27:50.5082169-05:00
1639,∞,2021-11-20-17:27:50.5082185-05:00
284,∞,2021-11-20-17:27:50.5082201-05:00
251,∞,2021-11-20-17:27:50.5082216-05:00
1049,∞,2021-11-20-17:27:50.5082233-05:00
1538,∞,2021-11-20-17:27:50.5082248-05:00
1369,∞,2021-11-20-17:27:50.5082264-05:00
1426,∞,2021-11-20-17:27:50.5082279-05:00
974,∞,2021-11-20-17:27:50.5082295-05:00
1582,∞,2021-11-20-17:27:50.5082310-05:00
972,∞,2021-11-20-17:27:50.5082326-05:00
1742,∞,2021-11-20-17:27:50.5082341-05:00
1982,∞,2021-11-20-17:27:50.5082357-05:00
171,∞,2021-11-20-17:27:50.5082372-05:00
1461,∞,2021-11-20-17:27:50.5082388-05:00
1491,∞,2021-11-20-17:27:50.5082403-05:00
1369,∞,2021-11-20-17:27:50.5082419-05:00
1840,∞,2021-11-20-17:27:50.5082434-05:00
1976,∞,2021-11-20-17:27:50.5082449-05:00
1304,∞,2021-11-20-17:27:50.5082484-05:00
857,∞,2021-11-20-17:27:50.5082505-05:00
970,∞,2021-11-20-17:27:50.5082521-05:00
1638,∞,2021-11-20-17:27:50.5082537-05:00
1584,∞,2021-11-20-17:27:50.5082553-05:00
1797,∞,2021-11-20-17:27:50.5082569-05:00
650,∞,2021-11-20-17:27:50.5082584-05:00
978,∞,2021-11-20-17:27:50.5082600-05:00
338,∞,2021-11-20-17:27:50.5082616-05:00
692,∞,2021-11-20-17:27:50.5082631-05:00
1839,∞,2021-11-20-17:27:50.5082693-05:00
128,∞,2021-11-20-17:27:50.5082715-05:00
383,∞,2021-11-20-17:27:50.5082732-05:00
1949,∞,2021-11-20-17:27:50.5082749-05:00
1755,∞,2021-11-20-17:27:50.5082764-05:00
1912,∞,2021-11-20-17:27:50.5082780-05:00
1491,∞,2021-11-20-17:27:50.5082796-05:00
1389,∞,2021-11-20-17:27:50.5082812-05:00
988,∞,2021-11-20-17:27:50.5082828-05:00
414,∞,2021-11-20-17:27:50.5082843-05:00
434,∞,2021-11-20-17:27:50.5082859-05:00
90,∞,2021-11-20-17:27:50.5082874-05:00
1101,∞,2021-11-20-17:27:50.5082890-05:00
821,∞,2021-11-20-17:27:50.5082905-05:00
1081,∞,2021-11-20-17:27:50.5082921-05:00
870,∞,2021-11-20-17:27:50.5082936-05:00
1431,∞,2021-11-20-17:27:50.5082952-05:00
471,∞,2021-11-20-17:27:50.5082968-05:00
972,∞,2021-11-20-17:27:50.5082983-05:00
167,∞,2021-11-20-17:27:50.5082998-05:00
1994,∞,2021-11-20-17:27:50.5083014-05:00
1204,∞,2021-11-20-17:27:50.5083029-05:00
1064,∞,2021-11-20-17:27:50.5083045-05:00
1776,∞,2021-11-20-17:27:50.5083060-05:00
293,∞,2021-11-20-17:27:50.5083076-05:00
1516,∞,2021-11-20-17:27:50.5083091-05:00
264,∞,2021-11-20-17:27:50.5083107-05:00
1,∞,2021-11-20-17:27:50.5083122-05:00
700,∞,2021-11-20-17:27:50.5083138-05:00
454,∞,2021-11-20-17:27:50.5083153-05:00
400,∞,2021-11-20-17:27:50.5083169-05:00
561,∞,2021-11-20-17:27:50.5083185-05:00
1032,∞,2021-11-20-17:27:50.5083200-05:00
735,∞,2021-11-20-17:27:50.5083216-05:00
1134,∞,2021-11-20-17:27:50.5083259-05:00
1455,∞,2021-11-20-17:27:50.5083281-05:00
589,∞,2021-11-20-17:27:50.5083298-05:00
1793,∞,2021-11-20-17:27:50.5083315-05:00
228,∞,2021-11-20-17:27:50.5083331-05:00
259,∞,2021-11-20-17:27:50.5083365-05:00
1969,∞,2021-11-20-17:27:50.5083385-05:00
102,∞,2021-11-20-17:27:50.5083402-05:00
381,∞,2021-11-20-17:27:50.5083418-05:00
1426,∞,2021-11-20-17:27:50.5083434-05:00
1543,∞,2021-11-20-17:27:50.5083450-05:00
1215,∞,2021-11-20-17:27:50.5083465-05:00
1756,∞,2021-11-20-17:27:50.5083481-05:00
150,∞,2021-11-20-17:27:50.5083497-05:00
558,∞,2021-11-20-17:27:50.5083513-05:00
714,∞,2021-11-20-17:27:50.5083529-05:00
366,∞,2021-11-20-17:27:50.5083544-05:00
179,∞,2021-11-20-17:27:50.5083560-05:00
6,∞,2021-11-20-17:27:50.5083576-05:00
171,∞,2021-11-20-17:27:50.5083591-05:00
697,∞,2021-11-20-17:27:50.5083607-05:00
635,∞,2021-11-20-17:27:50.5083623-05:00
1063,∞,2021-11-20-17:27:50.5083639-05:00
607,∞,2021-11-20-17:27:50.5083654-05:00
1656,∞,2021-11-20-17:27:50.5083670-05:00
240,∞,2021-11-20-17:27:50.5083685-05:00
1649,∞,2021-11-20-17:27:50.5083702-05:00
1490,∞,2021-11-20-17:27:50.5083717-05:00
689,∞,2021-11-20-17:27:50.5083733-05:00
535,∞,2021-11-20-17:27:50.5083748-05:00
15,∞,2021-11-20-17:27:50.5083763-05:00
1873,∞,2021-11-20-17:27:50.5083779-05:00
1057,∞,2021-11-20-17:27:50.5083794-05:00
367,∞,2021-11-20-17:27:50.5083880-05:00
1686,∞,2021-11-20-17:27:50.5083908-05:00
1626,∞,2021-11-20-17:27:50.5083927-05:00
281,∞,2021-11-20-17:27:50.5083943-05:00
1638,∞,2021-11-20-17:27:50.5083958-05:00
243,∞,2021-11-20-17:27:50.5083974-05:00
714,∞,2021-11-20-17:27:50.5083989-05:00
197,∞,2021-11-20-17:27:50.5084004-05:00
1893,∞,2021-11-20-17:27:50.5084020-05:00
824,∞,2021-11-20-17:27:50.5084035-05:00
1638,∞,2021-11-20-17:27:50.5084050-05:00
234,∞,2021-11-20-17:27:50.5084065-05:00
1077,∞,2021-11-20-17:27:50.5084080-05:00
1760,∞,2021-11-20-17:27:50.5084095-05:00
114,∞,2021-11-20-17:27:50.5084110-05:00
1443,∞,2021-11-20-17:27:50.5084125-05:00
1986,∞,2021-11-20-17:27:50.5084140-05:00
88,∞,2021-11-20-17:27:50.5084156-05:00
221,∞,2021-11-20-17:27:50.5084171-05:00
555,∞,2021-11-20-17:27:50.5084186-05:00
861,∞,2021-11-20-17:27:50.5084202-05:00
39,∞,2021-11-20-17:27:50.5084217-05:00
499,∞,2021-11-20-17:27:50.5084232-05:00
392,∞,2021-11-20-17:27:50.5084247-05:00
1982,∞,2021-11-20-17:27:50.5084327-05:00
137,∞,2021-11-20-17:27:50.5084351-05:00
1988,∞,2021-11-20-17:27:50.5084368-05:00
609,∞,2021-11-20-17:27:50.5084385-05:00
480,∞,2021-11-20-17:27:50.5084401-05:00
1412,∞,2021-11-20-17:27:50.5084416-05:00
1846,∞,2021-11-20-17:27:50.5084432-05:00
1411,∞,2021-11-20-17:27:50.5084448-05:00
1669,∞,2021-11-20-17:27:50.5084463-05:00
158,∞,2021-11-20-17:27:50.5084479-05:00
1389,∞,2021-11-20-17:27:50.5084494-05:00
463,∞,2021-11-20-17:27:50.5084510-05:00
932,∞,2021-11-20-17:27:50.5084531-05:00
433,∞,2021-11-20-17:27:50.5084547-05:00
728,∞,2021-11-20-17:27:50.5084563-05:00
1936,∞,2021-11-20-17:27:50.5084578-05:00
1292,∞,2021-11-20-17:27:50.5084594-05:00
1973,∞,2021-11-20-17:27:50.5084610-05:00
803,∞,2021-11-20-17:27:50.5084625-05:00
1811,∞,2021-11-20-17:27:50.5084640-05:00
1425,∞,2021-11-20-17:27:50.5084656-05:00
374,∞,2021-11-20-17:27:50.5084672-05:00
580,∞,2021-11-20-17:27:50.5084688-05:00
480,∞,2021-11-20-17:27:50.5084703-05:00
1535,∞,2021-11-20-17:27:50.5084719-05:00
48,∞,2021-11-20-17:27:50.5084734-05:00
703,∞,2021-11-20-17:27:50.5084749-05:00
447,∞,2021-11-20-17:27:50.5084765-05:00
1794,∞,2021-11-20-17:27:50.5084780-05:00
1318,∞,2021-11-20-17:27:50.5084814-05:00
196,∞,2021-11-20-17:27:50.5084834-05:00
328,∞,2021-11-20-17:27:50.5084851-05:00
1188,∞,2021-11-20-17:27:50.5084866-05:00
1234,∞,2021-11-20-17:27:50.5084882-05:00
299,∞,2021-11-20-17:27:50.5084942-05:00
1501,∞,2021-11-20-17:27:50.5084965-05:00
255,∞,2021-11-20-17:27:50.5084982-05:00
105,∞,2021-11-20-17:27:50.5084999-05:00
1717,∞,2021-11-20-17:27:50.5085016-05:00
481,∞,2021-11-20-17:27:50.5085032-05:00
977,∞,2021-11-20-17:27:50.5085048-05:00
227,∞,2021-11-20-17:27:50.5085063-05:00
564,∞,2021-11-20-17:27:50.5085079-05:00
919,∞,2021-11-20-17:27:50.5085094-05:00
371,∞,2021-11-20-17:27:50.5085110-05:00
1651,∞,2021-11-20-17:27:50.5085126-05:00
512,∞,2021-11-20-17:27:50.5085142-05:00
1553,∞,2021-11-20-17:27:50.5085157-05:00
1359,∞,2021-11-20-17:27:50.5085173-05:00
284,∞,2021-11-20-17:27:50.5085188-05:00
1263,∞,2021-11-20-17:27:50.5085204-05:00
888,∞,2021-11-20-17:27:50.5085219-05:00
1235,∞,2021-11-20-17:27:50.5085235-05:00
687,∞,2021-11-20-17:27:50.5085250-05:00
967,∞,2021-11-20-17:27:50.5085266-05:00
1609,∞,2021-11-20-17:27:50.5085281-05:00
1557,∞,2021-11-20-17:27:50.5085297-05:00
1509,∞,2021-11-20-17:27:50.5085312-05:00
1074,∞,2021-11-20-17:27:50.5085328-05:00
432,∞,2021-11-20-17:27:50.5085344-05:00
709,∞,2021-11-20-17:27:50.5085359-05:00
1399,∞,2021-11-20-17:27:50.5085375-05:00
1617,∞,2021-11-20-17:27:50.5085390-05:00
351,∞,2021-11-20-17:27:50.5085406-05:00
1962,∞,2021-11-20-17:27:50.5085422-05:00
1062,∞,2021-11-20-17:27:50.5085437-05:00
1274,∞,2021-11-20-17:27:50.5085453-05:00
1697,∞,2021-11-20-17:27:50.5085468-05:00
135,∞,2021-11-20-17:27:50.5085531-05:00
1226,∞,2021-11-20-17:27:50.5085553-05:00
1681,∞,2021-11-20-17:27:50.5085570-05:00
1187,∞,2021-11-20-17:27:50.5085586-05:00
256,∞,2021-11-20-17:27:50.5085602-05:00
323,∞,2021-11-20-17:27:50.5085618-05:00
834,∞,2021-11-20-17:27:50.5085634-05:00
1198,∞,2021-11-20-17:27:50.5085650-05:00
1809,∞,2021-11-20-17:27:50.5085666-05:00
1660,∞,2021-11-20-17:27:50.5085682-05:00
109,∞,2021-11-20-17:27:50.5085698-05:00
1883,∞,2021-11-20-17:27:50.5085732-05:00
1535,∞,2021-11-20-17:27:50.5085753-05:00
1150,∞,2021-11-20-17:27:50.5085769-05:00
1087,∞,2021-11-20-17:27:50.5085785-05:00
1510,∞,2021-11-20-17:27:50.5085801-05:00
56,∞,2021-11-20-17:27:50.5085833-05:00
1308,∞,2021-11-20-17:27:50.5085851-05:00
1093,∞,2021-11-20-17:27:50.5085867-05:00
501,∞,2021-11-20-17:27:50.5085883-05:00
267,∞,2021-11-20-17:27:50.5085898-05:00
690,∞,2021-11-20-17:27:50.5085914-05:00
1944,∞,2021-11-20-17:27:50.5085930-05:00
746,∞,2021-11-20-17:27:50.5085945-05:00
1031,∞,2021-11-20-17:27:50.5085961-05:00
1285,∞,2021-11-20-17:27:50.5085977-05:00
1772,∞,2021-11-20-17:27:50.5085992-05:00
1578,∞,2021-11-20-17:27:50.5086007-05:00
609,∞,2021-11-20-17:27:50.5086023-05:00
213,∞,2021-11-20-17:27:50.5086038-05:00
957,∞,2021-11-20-17:27:50.5086053-05:00
1309,∞,2021-11-20-17:27:50.5086069-05:00
