15,32762466,136118557,2021-11-20-00:48:14.0722978-05:00
12,39314959,36334227,2021-11-20-00:48:14.0723015-05:00
6,29486219,5225067,2021-11-20-00:48:14.0723054-05:00
1,7371554,880626675,2021-11-20-00:48:14.0723091-05:00
4,44229329,28376005,2021-11-20-00:48:14.0723127-05:00
11,182445983,2955102,2021-11-20-00:48:14.0723163-05:00
17,422942961,2759555,2021-11-20-00:48:14.0723200-05:00
18,671732938,4971057,2021-11-20-00:48:14.0723237-05:00
1,55977744,87475881,2021-11-20-00:48:14.0723365-05:00
13,1091566025,0577967,2021-11-20-00:48:14.0723408-05:00
12,1511399111,6184878,2021-11-20-00:48:14.0723449-05:00
12,2267098667,4277315,2021-11-20-00:48:14.0723486-05:00
14,3967422667,998531,2021-11-20-00:48:14.0723523-05:00
9,3825729001,2842975,2021-11-20-00:48:14.0723561-05:00
1,637621500,2140496,2021-11-20-00:48:14.0723598-05:00
18,17215780505,77934,2021-11-20-00:48:14.0723635-05:00
10,14346483754,816114,2021-11-20-00:48:14.0723672-05:00
4,8607890252,88967,2021-11-20-00:48:14.0723710-05:00
7,22595711913,835384,2021-11-20-00:48:14.0723747-05:00
9,43577444405,25395,2021-11-20-00:48:14.0723786-05:00
19,137995240616,6375,2021-11-20-00:48:14.0723823-05:00
12,130732333215,76186,2021-11-20-00:48:14.0723860-05:00
3,49024624955,9107,2021-11-20-00:48:14.0723896-05:00
10,245123124779,5535,2021-11-20-00:48:14.0723933-05:00
9,330916218452,3972,2021-11-20-00:48:14.0723971-05:00
19,1047901358432,5912,2021-11-20-00:48:14.0724008-05:00
10,827290546130,993,2021-11-20-00:48:14.0724045-05:00
12,1489122983035,7874,2021-11-20-00:48:14.0724197-05:00
8,1489122983035,7874,2021-11-20-00:48:14.0724250-05:00
3,837631677957,6304,2021-11-20-00:48:14.0724289-05:00
3,1256447516936,4456,2021-11-20-00:48:14.0724327-05:00
16,10051580135491,564,2021-11-20-00:48:14.0724364-05:00
12,11308027652428,012,2021-11-20-00:48:14.0724403-05:00
4,5654013826214,005,2021-11-20-00:48:14.0724439-05:00
15,31803827772453,78,2021-11-20-00:48:14.0724476-05:00
2,6360765554490,756,2021-11-20-00:48:14.0724513-05:00
13,62017464156284,86,2021-11-20-00:48:14.0724550-05:00
14,100182057483229,4,2021-11-20-00:48:14.0724586-05:00
13,139539294351640,95,2021-11-20-00:48:14.0724622-05:00
16,257611004956875,62,2021-11-20-00:48:14.0724657-05:00
18,434718570864727,6,2021-11-20-00:48:14.0727438-05:00
7,253585833004424,44,2021-11-20-00:48:14.0727525-05:00
19,1032456605803728,2021-11-20-00:48:14.0727567-05:00
1,81509732037136,42,2021-11-20-00:48:14.0727606-05:00
9,1100381382501341,8,2021-11-20-00:48:14.0727646-05:00
19,3484541044587582,5,2021-11-20-00:48:14.0727734-05:00
7,1925667419377348,2021-11-20-00:48:14.0727777-05:00
1,412643018438003,1,2021-11-20-00:48:14.0727817-05:00
11,6808609804227052,2021-11-20-00:48:14.0727858-05:00
4,3713787165942028,5,2021-11-20-00:48:14.0727898-05:00
5,6963350936141302,2021-11-20-00:48:14.0727937-05:00
15,31335079212635864,2021-11-20-00:48:14.0727974-05:00
18,56403142582744560,2021-11-20-00:48:14.0728014-05:00
7,32901833173267660,2021-11-20-00:48:14.0728139-05:00
9,63453535405587624,2021-11-20-00:48:14.0728190-05:00
4,42302356937058420,2021-11-20-00:48:14.0728255-05:00
10,1,5863383851396906E+17,2021-11-20-00:48:14.0728314-05:00
16,3,8072121243352576E+17,2021-11-20-00:48:14.0728576-05:00
11,3,926187503220735E+17,2021-11-20-00:48:14.0728641-05:00
4,2,1415568199385824E+17,2021-11-20-00:48:14.0728684-05:00
2,1,6061676149539366E+17,2021-11-20-00:48:14.0728724-05:00
6,7,227754267292716E+17,2021-11-20-00:48:14.0728764-05:00
11,1,9876324235054968E+18,2021-11-20-00:48:14.0728803-05:00
18,4,878734130422583E+18,2021-11-20-00:48:14.0728843-05:00
11,4,4721729528873677E+18,2021-11-20-00:48:14.0728883-05:00
15,9,147626494542344E+18,2021-11-20-00:48:14.0728962-05:00
1,9,147626494542342E+17,2021-11-20-00:48:14.0729029-05:00
11,1,5093583715994866E+19,2021-11-20-00:48:14.0729072-05:00
14,2,881502345780838E+19,2021-11-20-00:48:14.0729110-05:00
19,5,865915489625277E+19,2021-11-20-00:48:14.0729148-05:00
6,2,778591547717237E+19,2021-11-20-00:48:14.0729185-05:00
16,1,1114366190868947E+20,2021-11-20-00:48:14.0729223-05:00
11,1,14616901343336E+20,2021-11-20-00:48:14.0729261-05:00
10,1,5629577455909457E+20,2021-11-20-00:48:14.0729299-05:00
11,2,5788802802250603E+20,2021-11-20-00:48:14.0729336-05:00
12,4,219985913095553E+20,2021-11-20-00:48:14.0729375-05:00
12,6,32997886964333E+20,2021-11-20-00:48:14.0729412-05:00
2,1,5824947174108325E+20,2021-11-20-00:48:14.0729448-05:00
2,2,3737420761162485E+20,2021-11-20-00:48:14.0729485-05:00
10,1,7803065570871867E+21,2021-11-20-00:48:14.0729524-05:00
13,3,471597786320014E+21,2021-11-20-00:48:14.0729561-05:00
9,3,6051207781015523E+21,2021-11-20-00:48:14.0729604-05:00
1,6,008534630169254E+20,2021-11-20-00:48:14.0729650-05:00
5,4,506400972626941E+21,2021-11-20-00:48:14.0729814-05:00
18,2,433456525218548E+22,2021-11-20-00:48:14.0729911-05:00
7,1,4195163063774863E+22,2021-11-20-00:48:14.0729978-05:00
17,5,1710951160894145E+22,2021-11-20-00:48:14.0730038-05:00
5,2,2813654923923887E+22,2021-11-20-00:48:14.0730269-05:00
14,9,581735068048033E+22,2021-11-20-00:48:14.0730348-05:00
11,1,1292759187342323E+23,2021-11-20-00:48:14.0730402-05:00
11,1,6939138781013486E+23,2021-11-20-00:48:14.0730455-05:00
17,3,926800353780399E+23,2021-11-20-00:48:14.0730510-05:00
4,1,3859295366283761E+23,2021-11-20-00:48:14.0730561-05:00
9,4,67751218612077E+23,2021-11-20-00:48:14.0730615-05:00
15,1,1693780465301924E+24,2021-11-20-00:48:14.0730669-05:00
13,1,5201914604892502E+24,2021-11-20-00:48:14.0730720-05:00
16,2,806507311672462E+24,2021-11-20-00:48:14.0730773-05:00
1,2,631100604692933E+23,2021-11-20-00:48:14.0730827-05:00
10,3,9466509070393994E+24,2021-11-20-00:48:14.0730877-05:00
13,7,695969268726829E+24,2021-11-20-00:48:14.0730930-05:00
19,1,6871932627593434E+25,2021-11-20-00:48:14.0730982-05:00
16,2,1311914898012755E+25,2021-11-20-00:48:14.0731034-05:00
7,1,398594415182087E+25,2021-11-20-00:48:14.0731086-05:00
12,3,5963856390396528E+25,2021-11-20-00:48:14.0731139-05:00
18,8,09186768783922E+25,2021-11-20-00:48:14.0731188-05:00
8,5,394578458559479E+25,2021-11-20-00:48:14.0731239-05:00
5,5,057417304899512E+25,2021-11-20-00:48:14.0731285-05:00
9,1,365502672322868E+26,2021-11-20-00:48:14.0731336-05:00
16,3,6413404595276486E+26,2021-11-20-00:48:14.0731387-05:00
16,5,462010689291472E+26,2021-11-20-00:48:14.0731439-05:00
11,5,632698523331831E+26,2021-11-20-00:48:14.0731489-05:00
9,6,91285727863452E+26,2021-11-20-00:48:14.0731540-05:00
15,1,72821431965863E+27,2021-11-20-00:48:14.0731592-05:00
1,1,72821431965863E+26,2021-11-20-00:48:14.0731643-05:00
10,2,592321479487945E+27,2021-11-20-00:48:14.0731695-05:00
12,4,6661786630783006E+27,2021-11-20-00:48:14.0731747-05:00
5,2,9163616644239384E+27,2021-11-20-00:48:14.0731796-05:00
6,5,249450995963088E+27,2021-11-20-00:48:14.0731921-05:00
19,2,493489223082467E+28,2021-11-20-00:48:14.0731977-05:00
4,7,874176493944632E+27,2021-11-20-00:48:14.0732029-05:00
17,5,019787514889704E+28,2021-11-20-00:48:14.0732081-05:00
15,6,643836416765784E+28,2021-11-20-00:48:14.0732133-05:00
16,1,0630138266825255E+29,2021-11-20-00:48:14.0732185-05:00
3,2,989726387544603E+28,2021-11-20-00:48:14.0732236-05:00
9,1,3453768743950711E+29,2021-11-20-00:48:14.0732286-05:00
8,1,7938358325267618E+29,2021-11-20-00:48:14.0732338-05:00
13,4,3724748417839816E+29,2021-11-20-00:48:14.0732386-05:00
2,1,0090326557963035E+29,2021-11-20-00:48:14.0732436-05:00
15,1,1351617377708413E+30,2021-11-20-00:48:14.0732486-05:00
18,2,0432911279875145E+30,2021-11-20-00:48:14.0732538-05:00
16,2,724388170650019E+30,2021-11-20-00:48:14.0732589-05:00
12,3,064936691981272E+30,2021-11-20-00:48:14.0732640-05:00
11,4,214287951474249E+30,2021-11-20-00:48:14.0732690-05:00
8,4,5974050379719075E+30,2021-11-20-00:48:14.0732741-05:00
11,9,48214789081706E+30,2021-11-20-00:48:14.0732792-05:00
17,2,198134283780318E+31,2021-11-20-00:48:14.0732842-05:00
2,3,879060500788797E+30,2021-11-20-00:48:14.0733050-05:00
9,2,618365838032438E+31,2021-11-20-00:48:14.0733109-05:00
6,2,618365838032438E+31,2021-11-20-00:48:14.0733161-05:00
10,6,545914595081095E+31,2021-11-20-00:48:14.0733214-05:00
3,2,9456615677864927E+31,2021-11-20-00:48:14.0733266-05:00
9,1,3255477055039217E+32,2021-11-20-00:48:14.0733318-05:00
9,1,9883215582558826E+32,2021-11-20-00:48:14.0733369-05:00
18,5,964964674767648E+32,2021-11-20-00:48:14.0733422-05:00
1,4,970803895639707E+31,2021-11-20-00:48:14.0733473-05:00
3,2,236861753037868E+32,2021-11-20-00:48:14.0733565-05:00
2,2,236861753037868E+32,2021-11-20-00:48:14.0733623-05:00
3,5,032938944335203E+32,2021-11-20-00:48:14.0733674-05:00
18,4,529645049901682E+33,2021-11-20-00:48:14.0733730-05:00
3,1,1324112624754206E+33,2021-11-20-00:48:14.0733780-05:00
8,4,529645049901682E+33,2021-11-20-00:48:14.0733832-05:00
10,8,493084468565654E+33,2021-11-20-00:48:14.0733884-05:00
1,1,2739626702848481E+33,2021-11-20-00:48:14.0733935-05:00
7,1,3376608037990907E+34,2021-11-20-00:48:14.0733986-05:00
15,4,299624012211362E+34,2021-11-20-00:48:14.0734036-05:00
4,1,7198496048845451E+34,2021-11-20-00:48:14.0734089-05:00
19,1,2253928434802384E+35,2021-11-20-00:48:14.0734140-05:00
5,4,837077013737783E+34,2021-11-20-00:48:14.0734189-05:00
4,5,80449241648534E+34,2021-11-20-00:48:14.0734241-05:00
10,2,176684656182002E+35,2021-11-20-00:48:14.0734293-05:00
15,4,897540476409506E+35,2021-11-20-00:48:14.0734344-05:00
3,1,4692621429228516E+35,2021-11-20-00:48:14.0734394-05:00
14,1,028483500045996E+36,2021-11-20-00:48:14.0734445-05:00
17,1,873309232226636E+36,2021-11-20-00:48:14.0734497-05:00
1,1,6529199107882081E+35,2021-11-20-00:48:14.0734548-05:00
19,4,710821745746393E+36,2021-11-20-00:48:14.0734695-05:00
17,6,322418658764895E+36,2021-11-20-00:48:14.0734760-05:00
7,3,9050232892371414E+36,2021-11-20-00:48:14.0734812-05:00
10,8,367907048365303E+36,2021-11-20-00:48:14.0734867-05:00
13,1,631741874431234E+37,2021-11-20-00:48:14.0734919-05:00
10,1,8827790858821932E+37,2021-11-20-00:48:14.0734971-05:00
15,4,236252943234935E+37,2021-11-20-00:48:14.0735022-05:00
1,4,2362529432349347E+36,2021-11-20-00:48:14.0735072-05:00
10,6,354379414852403E+37,2021-11-20-00:48:14.0735125-05:00
2,1,9063138244557207E+37,2021-11-20-00:48:14.0735175-05:00
9,1,2867618315076113E+38,2021-11-20-00:48:14.0735225-05:00
6,1,2867618315076115E+38,2021-11-20-00:48:14.0735276-05:00
17,5,468737783907349E+38,2021-11-20-00:48:14.0735327-05:00
2,9,650713736307086E+37,2021-11-20-00:48:14.0735380-05:00
6,4,342821181338189E+38,2021-11-20-00:48:14.0735432-05:00
7,7,59993706734183E+38,2021-11-20-00:48:14.0735482-05:00
10,1,6285579430018207E+39,2021-11-20-00:48:14.0735533-05:00
3,7,328510743508193E+38,2021-11-20-00:48:14.0735582-05:00
12,4,397106446104916E+39,2021-11-20-00:48:14.0735633-05:00
10,5,496383057631145E+39,2021-11-20-00:48:14.0735683-05:00
6,4,94674475186803E+39,2021-11-20-00:48:14.0735735-05:00
11,1,3603548067637085E+40,2021-11-20-00:48:14.0735787-05:00
5,9,275146409752556E+39,2021-11-20-00:48:14.0735836-05:00
13,3,617307099803497E+40,2021-11-20-00:48:14.0735887-05:00
7,2,9216711190720556E+40,2021-11-20-00:48:14.0735937-05:00
17,1,0643230505191058E+41,2021-11-20-00:48:14.0735988-05:00
17,1,5964845757786588E+41,2021-11-20-00:48:14.0736039-05:00
6,8,451977165887018E+40,2021-11-20-00:48:14.0736088-05:00
16,3,380790866354807E+41,2021-11-20-00:48:14.0736138-05:00
15,4,754237155811448E+41,2021-11-20-00:48:14.0736207-05:00
19,9,03305059604175E+41,2021-11-20-00:48:14.0736367-05:00
15,1,0697033600575757E+42,2021-11-20-00:48:14.0736426-05:00
11,1,1766736960633331E+42,2021-11-20-00:48:14.0736476-05:00
18,2,8881990721554543E+42,2021-11-20-00:48:14.0736529-05:00
2,4,81366512025909E+41,2021-11-20-00:48:14.0736583-05:00
5,1,805124420097159E+42,2021-11-20-00:48:14.0736633-05:00
15,8,123059890437216E+42,2021-11-20-00:48:14.0736686-05:00
12,9,747671868524659E+42,2021-11-20-00:48:14.0736737-05:00
6,7,310753901393494E+42,2021-11-20-00:48:14.0736920-05:00
13,2,3759950179528854E+43,2021-11-20-00:48:14.0736982-05:00
13,3,563992526929328E+43,2021-11-20-00:48:14.0737035-05:00
10,4,1122990695338403E+43,2021-11-20-00:48:14.0737088-05:00
11,6,785293464730836E+43,2021-11-20-00:48:14.0737141-05:00
6,5,551603743870684E+43,2021-11-20-00:48:14.0737192-05:00
7,9,715306551773696E+43,2021-11-20-00:48:14.0737248-05:00
18,3,747332527112712E+44,2021-11-20-00:48:14.0737299-05:00
3,9,36833131778178E+43,2021-11-20-00:48:14.0737351-05:00
3,1,405249697667267E+44,2021-11-20-00:48:14.0737402-05:00
17,1,194462243017177E+45,2021-11-20-00:48:14.0737452-05:00
4,4,215749093001801E+44,2021-11-20-00:48:14.0737504-05:00
5,7,904529549378376E+44,2021-11-20-00:48:14.0737552-05:00
1,2,371358864813513E+44,2021-11-20-00:48:14.0737602-05:00
2,7,114076594440539E+44,2021-11-20-00:48:14.0737652-05:00
8,4,2684459566643235E+45,2021-11-20-00:48:14.0737704-05:00
14,1,1204670636243849E+46,2021-11-20-00:48:14.0737754-05:00
9,1,0804503827806568E+46,2021-11-20-00:48:14.0737802-05:00
13,2,34097582935809E+46,2021-11-20-00:48:14.0737855-05:00
14,3,781576339732299E+46,2021-11-20-00:48:14.0737905-05:00
4,1,6206755741709854E+46,2021-11-20-00:48:14.0737957-05:00
16,9,72405344502591E+46,2021-11-20-00:48:14.0738010-05:00
13,1,185119013612533E+47,2021-11-20-00:48:14.0738064-05:00
10,1,3674450157067689E+47,2021-11-20-00:48:14.0738112-05:00
5,1,0255837617800766E+47,2021-11-20-00:48:14.0738162-05:00
14,4,307451799476322E+47,2021-11-20-00:48:14.0738213-05:00
2,9,23025385602069E+46,2021-11-20-00:48:14.0738262-05:00
13,8,999497509620171E+47,2021-11-20-00:48:14.0738313-05:00
15,1,5576053382034914E+48,2021-11-20-00:48:14.0738364-05:00
19,2,9594501425866336E+48,2021-11-20-00:48:14.0738414-05:00
1,2,336408007305237E+47,2021-11-20-00:48:14.0738573-05:00
2,7,009224021915711E+47,2021-11-20-00:48:14.0738624-05:00
12,6,308301619724141E+48,2021-11-20-00:48:14.0738673-05:00
17,1,3405140941913798E+49,2021-11-20-00:48:14.0738719-05:00
17,2,0107711412870697E+49,2021-11-20-00:48:14.0738768-05:00
18,3,193577694985346E+49,2021-11-20-00:48:14.0738811-05:00
17,4,5242350678959063E+49,2021-11-20-00:48:14.0738854-05:00
16,6,387155389970692E+49,2021-11-20-00:48:14.0738898-05:00
19,1,1377120538385294E+50,2021-11-20-00:48:14.0738954-05:00
19,1,7065680807577944E+50,2021-11-20-00:48:14.0739005-05:00
6,8,083743540431657E+49,2021-11-20-00:48:14.0739054-05:00
9,1,8188422965971229E+50,2021-11-20-00:48:14.0739097-05:00
15,4,547105741492807E+50,2021-11-20-00:48:14.0739147-05:00
15,6,8206586122392105E+50,2021-11-20-00:48:14.0739198-05:00
9,6,138592751015289E+50,2021-11-20-00:48:14.0739247-05:00
12,1,2277185502030578E+51,2021-11-20-00:48:14.0739296-05:00
10,1,5346481877538223E+51,2021-11-20-00:48:14.0739349-05:00
19,4,3737473350983935E+51,2021-11-20-00:48:14.0739404-05:00
13,4,48884594917993E+51,2021-11-20-00:48:14.0739507-05:00
4,2,0717750534676603E+51,2021-11-20-00:48:14.0739615-05:00
4,3,10766258020149E+51,2021-11-20-00:48:14.0739676-05:00
12,1,3984481610906704E+52,2021-11-20-00:48:14.0739730-05:00
11,1,9228662214996723E+52,2021-11-20-00:48:14.0739784-05:00
1,2,6220903020450074E+51,2021-11-20-00:48:14.0739837-05:00
9,3,5398219077607603E+52,2021-11-20-00:48:14.0739893-05:00
10,5,899703179601267E+52,2021-11-20-00:48:14.0739948-05:00
1,8,8495547694019E+51,2021-11-20-00:48:14.0740027-05:00
3,3,9822996462308547E+52,2021-11-20-00:48:14.0740079-05:00
6,1,1946898938692565E+53,2021-11-20-00:48:14.0740125-05:00
17,5,07743204894434E+53,2021-11-20-00:48:14.0740280-05:00
4,1,7920348408038847E+53,2021-11-20-00:48:14.0740334-05:00
13,8,736169848918938E+53,2021-11-20-00:48:14.0740376-05:00
4,4,032078391808741E+53,2021-11-20-00:48:14.0740417-05:00
3,4,536088190784833E+53,2021-11-20-00:48:14.0740459-05:00
2,4,536088190784833E+53,2021-11-20-00:48:14.0740503-05:00
16,5,4433058289418E+54,2021-11-20-00:48:14.0740545-05:00
12,6,123719057559525E+54,2021-11-20-00:48:14.0740591-05:00
7,5,358254175364584E+54,2021-11-20-00:48:14.0740683-05:00
3,3,444591969877233E+54,2021-11-20-00:48:14.0740792-05:00
4,6,889183939754466E+54,2021-11-20-00:48:14.0740898-05:00
10,2,5834439774079247E+55,2021-11-20-00:48:14.0740979-05:00
18,6,975298739001397E+55,2021-11-20-00:48:14.0741033-05:00
9,5,231474054251048E+55,2021-11-20-00:48:14.0741086-05:00
14,1,2206772793252443E+56,2021-11-20-00:48:14.0741140-05:00
8,1,0462948108502095E+56,2021-11-20-00:48:14.0741186-05:00
14,2,7465238784817997E+56,2021-11-20-00:48:14.0741232-05:00
1,2,942704155516214E+55,2021-11-20-00:48:14.0741275-05:00
18,7,945301219893778E+56,2021-11-20-00:48:14.0741326-05:00
2,1,3242168699822963E+56,2021-11-20-00:48:14.0741433-05:00
12,1,1917951829840668E+57,2021-11-20-00:48:14.0741542-05:00
4,5,958975914920334E+56,2021-11-20-00:48:14.0741628-05:00
3,6,7038479042853755E+56,2021-11-20-00:48:14.0741684-05:00
19,6,368655509071107E+57,2021-11-20-00:48:14.0741791-05:00
11,5,5306745210354346E+57,2021-11-20-00:48:14.0741849-05:00
15,1,1312743338481571E+58,2021-11-20-00:48:14.0741894-05:00
8,9,050194670785257E+57,2021-11-20-00:48:14.0741946-05:00
10,1,6969115007722355E+58,2021-11-20-00:48:14.0742053-05:00
11,2,7999039762741886E+58,2021-11-20-00:48:14.0742565-05:00
8,3,054440701390024E+58,2021-11-20-00:48:14.0742688-05:00
8,4,581661052085036E+58,2021-11-20-00:48:14.0742927-05:00
18,1,5463106050786995E+59,2021-11-20-00:48:14.0743045-05:00
14,1,8040290392584827E+59,2021-11-20-00:48:14.0743182-05:00
10,1,9328882563483746E+59,2021-11-20-00:48:14.0743305-05:00
3,8,697997153567686E+58,2021-11-20-00:48:14.0743432-05:00
15,6,523497865175764E+59,2021-11-20-00:48:14.0743553-05:00
12,7,828197438210917E+59,2021-11-20-00:48:14.0743676-05:00
6,5,871148078658188E+59,2021-11-20-00:48:14.0743787-05:00
12,1,7613444235974562E+60,2021-11-20-00:48:14.0743886-05:00
13,2,8621846883458662E+60,2021-11-20-00:48:14.0743940-05:00
13,4,2932770325188E+60,2021-11-20-00:48:14.0743994-05:00
1,4,953781191367846E+59,2021-11-20-00:48:14.0744054-05:00
4,2,9722687148207074E+60,2021-11-20-00:48:14.0744101-05:00
16,1,7833612288924246E+61,2021-11-20-00:48:14.0744151-05:00
10,1,671901152086648E+61,2021-11-20-00:48:14.0744194-05:00
13,3,2602072465689635E+61,2021-11-20-00:48:14.0744237-05:00
6,2,2570665553169748E+61,2021-11-20-00:48:14.0744283-05:00
4,2,2570665553169748E+61,2021-11-20-00:48:14.0744337-05:00
17,1,4388799290145716E+62,2021-11-20-00:48:14.0744393-05:00
12,1,523519924838958E+62,2021-11-20-00:48:14.0744446-05:00
15,2,856599859073046E+62,2021-11-20-00:48:14.0744493-05:00
9,2,5709398731657418E+62,2021-11-20-00:48:14.0744661-05:00
3,1,2854699365828709E+62,2021-11-20-00:48:14.0744781-05:00
2,1,2854699365828709E+62,2021-11-20-00:48:14.0744893-05:00
14,1,3497434334120143E+63,2021-11-20-00:48:14.0744946-05:00
13,1,8799997822524485E+63,2021-11-20-00:48:14.0745000-05:00
1,2,1692305179835943E+62,2021-11-20-00:48:14.0745053-05:00
14,4,555384087765549E+63,2021-11-20-00:48:14.0745105-05:00
12,5,856922398555705E+63,2021-11-20-00:48:14.0745148-05:00
8,5,856922398555705E+63,2021-11-20-00:48:14.0745195-05:00
13,1,4276248346479532E+64,2021-11-20-00:48:14.0745240-05:00
6,9,883556547562753E+63,2021-11-20-00:48:14.0745349-05:00
1,2,470889136890688E+63,2021-11-20-00:48:14.0745455-05:00
18,6,671400669604857E+64,2021-11-20-00:48:14.0745511-05:00
15,8,339250837006072E+64,2021-11-20-00:48:14.0745563-05:00
5,4,1696254185030367E+64,2021-11-20-00:48:14.0745617-05:00
16,2,0014202008814574E+65,2021-11-20-00:48:14.0745666-05:00
8,1,501065150661093E+65,2021-11-20-00:48:14.0745709-05:00
7,1,9701480102426846E+65,2021-11-20-00:48:14.0745753-05:00
18,7,599142325221784E+65,2021-11-20-00:48:14.0745805-05:00
15,9,498927906527229E+65,2021-11-20-00:48:14.0745917-05:00
9,8,549035115874506E+65,2021-11-20-00:48:14.0746016-05:00
9,1,282355267381176E+66,2021-11-20-00:48:14.0746064-05:00
5,1,0686293894843132E+66,2021-11-20-00:48:14.0746109-05:00
9,2,885299351607646E+66,2021-11-20-00:48:14.0746306-05:00
11,5,28971547794735E+66,2021-11-20-00:48:14.0746385-05:00
1,7,213248379019115E+65,2021-11-20-00:48:14.0746470-05:00
7,7,57391079797007E+66,2021-11-20-00:48:14.0746500-05:00
10,1,622980885279301E+67,2021-11-20-00:48:14.0746526-05:00
17,4,138601257462217E+67,2021-11-20-00:48:14.0746552-05:00
10,3,651706991878427E+67,2021-11-20-00:48:14.0746577-05:00
5,2,73878024390882E+67,2021-11-20-00:48:14.0746602-05:00
13,1,0681242951244399E+68,2021-11-20-00:48:14.0746627-05:00
19,2,341657108542041E+68,2021-11-20-00:48:14.0746652-05:00
13,2,4032796640299897E+68,2021-11-20-00:48:14.0746676-05:00
18,4,991426994523825E+68,2021-11-20-00:48:14.0746733-05:00
16,6,655235992698433E+68,2021-11-20-00:48:14.0746759-05:00
12,7,487140491785738E+68,2021-11-20-00:48:14.0746783-05:00
16,1,4974280983571473E+69,2021-11-20-00:48:14.0746807-05:00
9,1,2634549579888431E+69,2021-11-20-00:48:14.0746871-05:00
14,2,948061568640634E+69,2021-11-20-00:48:14.0746904-05:00
18,5,6855473109497944E+69,2021-11-20-00:48:14.0746930-05:00
13,6,159342920195611E+69,2021-11-20-00:48:14.0746956-05:00
5,3,553467069343621E+69,2021-11-20-00:48:14.0746981-05:00
19,2,025476229525864E+70,2021-11-20-00:48:14.0747005-05:00
7,1,1193421268432407E+70,2021-11-20-00:48:14.0747029-05:00
1,2,3985902718069445E+69,2021-11-20-00:48:14.0747053-05:00
5,1,7989427038552084E+70,2021-11-20-00:48:14.0747100-05:00
1,5,396828111565625E+69,2021-11-20-00:48:14.0747126-05:00
5,4,0476210836742185E+70,2021-11-20-00:48:14.0747150-05:00
17,2,0642867526738517E+71,2021-11-20-00:48:14.0747193-05:00
17,3,0964301290107774E+71,2021-11-20-00:48:14.0747218-05:00
16,4,371430770368156E+71,2021-11-20-00:48:14.0747242-05:00
18,7,376789424996263E+71,2021-11-20-00:48:14.0747266-05:00
16,9,835719233328351E+71,2021-11-20-00:48:14.0747444-05:00
7,6,45469074687173E+71,2021-11-20-00:48:14.0747480-05:00
1,1,3831480171867993E+71,2021-11-20-00:48:14.0747506-05:00
17,3,5270274438263384E+72,2021-11-20-00:48:14.0747531-05:00
13,4,0457079502713885E+72,2021-11-20-00:48:14.0747556-05:00
3,1,4004373674016344E+72,2021-11-20-00:48:14.0747580-05:00
12,8,402624204409807E+72,2021-11-20-00:48:14.0747604-05:00
14,1,470459235771716E+73,2021-11-20-00:48:14.0747628-05:00
4,6,301968153307355E+72,2021-11-20-00:48:14.0747651-05:00
14,3,308533280486361E+73,2021-11-20-00:48:14.0747675-05:00
17,6,026257046600157E+73,2021-11-20-00:48:14.0747698-05:00
9,4,7855570664177725E+73,2021-11-20-00:48:14.0747721-05:00
13,1,0368706977238507E+74,2021-11-20-00:48:14.0747745-05:00
1,1,1963892666044431E+73,2021-11-20-00:48:14.0747768-05:00
