Start |2021-11-20-17:50:57.4881600-05:00
398|72991965039255680|2021-11-20-17:50:57.4925947-05:00
1970|5,419378308819108E+17|2021-11-20-17:50:57.4925984-05:00
1705|7,035563464367954E+17|2021-11-20-17:50:57.4926017-05:00
899|5,564491103636473E+17|2021-11-20-17:50:57.4926044-05:00
308|2,859616117775362E+17|2021-11-20-17:50:57.4926068-05:00
1515|2,1098953336508147E+18|2021-11-20-17:50:57.4926092-05:00
925|1,9323298847792118E+18|2021-11-20-17:50:57.4926116-05:00
1008|3,158575984633695E+18|2021-11-20-17:50:57.4926139-05:00
1846|8,676683433978872E+18|2021-11-20-17:50:57.4926258-05:00
1392|9,814146809397551E+18|2021-11-20-17:50:57.4926292-05:00
116|1,2267683511746941E+18|2021-11-20-17:50:57.4926319-05:00
437|6,932298743060448E+18|2021-11-20-17:50:57.4926344-05:00
612|1,456258637558236E+19|2021-11-20-17:50:57.4926367-05:00
1310|4,675732390199238E+19|2021-11-20-17:50:57.4926391-05:00
690|3,694185514394055E+19|2021-11-20-17:50:57.4926416-05:00
1046|8,400256626209089E+19|2021-11-20-17:50:57.4926439-05:00
806|9,709283232396547E+19|2021-11-20-17:50:57.4926463-05:00
684|1,2359459797070543E+20|2021-11-20-17:50:57.4926487-05:00
12|3,252489420281722E+18|2021-11-20-17:50:57.4926510-05:00
1398|5,683725261942309E+20|2021-11-20-17:50:57.4926567-05:00
811|4,9458167247158936E+20|2021-11-20-17:50:57.4926617-05:00
1429|1,3071958260701006E+21|2021-11-20-17:50:57.4926645-05:00
1378|1,8908143964219022E+21|2021-11-20-17:50:57.4926669-05:00
1545|3,179943660165282E+21|2021-11-20-17:50:57.4926693-05:00
484|1,4942647878834916E+21|2021-11-20-17:50:57.4926716-05:00
972|4,501318307301924E+21|2021-11-20-17:50:57.4926739-05:00
1839|1,2774574640629996E+22|2021-11-20-17:50:57.4926762-05:00
232|2,4173746465139956E+21|2021-11-20-17:50:57.4926788-05:00
1178|1,841164224306134E+22|2021-11-20-17:50:57.4926811-05:00
971|2,2764479564532123E+22|2021-11-20-17:50:57.4926834-05:00
1961|6,896160312983649E+22|2021-11-20-17:50:57.4926858-05:00
4|2,1099929565477765E+20|2021-11-20-17:50:57.4926880-05:00
207|1,6378820325202117E+22|2021-11-20-17:50:57.4926904-05:00
1915|2,2728580378813078E+23|2021-11-20-17:50:57.4926926-05:00
752|1,3387905309295644E+23|2021-11-20-17:50:57.4926949-05:00
1413|3,7733597477462915E+23|2021-11-20-17:50:57.4926972-05:00
942|3,7733597477462915E+23|2021-11-20-17:50:57.4926995-05:00
1226|7,366463456587505E+23|2021-11-20-17:50:57.4927073-05:00
1384|1,2473717892231373E+24|2021-11-20-17:50:57.4927106-05:00
511|6,9083126910371E+23|2021-11-20-17:50:57.4927132-05:00
351|7,117860336264253E+23|2021-11-20-17:50:57.4927157-05:00
1092|3,321668156923318E+24|2021-11-20-17:50:57.4927181-05:00
1937|8,838009917528114E+24|2021-11-20-17:50:57.4927205-05:00
1811|1,2394658720167848E+25|2021-11-20-17:50:57.4927229-05:00
508|5,215201515609E+24|2021-11-20-17:50:57.4927253-05:00
252|3,8806027025594533E+24|2021-11-20-17:50:57.4927277-05:00
69|1,5938189671226324E+24|2021-11-20-17:50:57.4927301-05:00
598|2,0719646572594224E+25|2021-11-20-17:50:57.4927326-05:00
828|4,303311211231108E+25|2021-11-20-17:50:57.4927350-05:00
95|7,406060961357885E+24|2021-11-20-17:50:57.4927373-05:00
1832|2,1423005812433127E+26|2021-11-20-17:50:57.4927397-05:00
1729|3,0327819636760544E+26|2021-11-20-17:50:57.4927420-05:00
640|1,683904387003477E+26|2021-11-20-17:50:57.4927444-05:00
1666|6,575120411127639E+26|2021-11-20-17:50:57.4927467-05:00
459|2,7172691494966267E+26|2021-11-20-17:50:57.4927491-05:00
969|8,604685640072651E+26|2021-11-20-17:50:57.4927515-05:00
592|7,885408512264719E+26|2021-11-20-17:50:57.4927538-05:00
161|3,2167671549188E+26|2021-11-20-17:50:57.4927562-05:00
416|1,2467470215337462E+27|2021-11-20-17:50:57.4927586-05:00
1335|6,001468535147421E+27|2021-11-20-17:50:57.4927609-05:00
1675|1,129489864760891E+28|2021-11-20-17:50:57.4927633-05:00
693|7,009580384590724E+27|2021-11-20-17:50:57.4927656-05:00
1830|2,776522100389832E+28|2021-11-20-17:50:57.4927679-05:00
875|1,991358063804183E+28|2021-11-20-17:50:57.4927702-05:00
1431|4,885085810235061E+28|2021-11-20-17:50:57.4927725-05:00
113|5,786317573968154E+27|2021-11-20-17:50:57.4927748-05:00
230|1,7666190823177106E+28|2021-11-20-17:50:57.4927771-05:00
697|8,030435872013767E+28|2021-11-20-17:50:57.4927801-05:00
559|9,660718046891742E+28|2021-11-20-17:50:57.4927825-05:00
1277|3,310394529306106E+29|2021-11-20-17:50:57.4927928-05:00
104|4,044021508001194E+28|2021-11-20-17:50:57.4927965-05:00
1579|9,209870136250797E+29|2021-11-20-17:50:57.4927991-05:00
1300|1,1373810491253358E+30|2021-11-20-17:50:57.4928038-05:00
1500|1,968544123486158E+30|2021-11-20-17:50:57.4928063-05:00
1048|2,0630342414134937E+30|2021-11-20-17:50:57.4928087-05:00
1719|5,075891022409059E+30|2021-11-20-17:50:57.4928110-05:00
1491|6,603973398265189E+30|2021-11-20-17:50:57.4928133-05:00
1567|1,0410891665071984E+31|2021-11-20-17:50:57.4928156-05:00
1037|1,0334487546279177E+31|2021-11-20-17:50:57.4928180-05:00
232|3,468082609551739E+30|2021-11-20-17:50:57.4928203-05:00
904|2,027034490755241E+31|2021-11-20-17:50:57.4928225-05:00
1241|4,174031752810709E+31|2021-11-20-17:50:57.4928248-05:00
1403|7,078364080411069E+31|2021-11-20-17:50:57.4928270-05:00
1083|8,195867746705474E+31|2021-11-20-17:50:57.4928293-05:00
1138|1,2918140575832176E+32|2021-11-20-17:50:57.4928315-05:00
233|3,96739027350909E+31|2021-11-20-17:50:57.4928338-05:00
1364|3,4838113732187126E+32|2021-11-20-17:50:57.4928361-05:00
541|2,072663437952335E+32|2021-11-20-17:50:57.4928383-05:00
1457|8,373023925406336E+32|2021-11-20-17:50:57.4928406-05:00
1783|1,5369699717569835E+33|2021-11-20-17:50:57.4928428-05:00
821|1,0615695570492006E+33|2021-11-20-17:50:57.4928521-05:00
782|1,5167126558084194E+33|2021-11-20-17:50:57.4928553-05:00
811|2,3594385496047857E+33|2021-11-20-17:50:57.4928578-05:00
49|2,1383321010598243E+32|2021-11-20-17:50:57.4928602-05:00
835|5,465838686892714E+33|2021-11-20-17:50:57.4928625-05:00
1657|1,626987072607406E+34|2021-11-20-17:50:57.4928648-05:00
1261|1,8572396184893837E+34|2021-11-20-17:50:57.4928671-05:00
1062|2,3462194387419416E+34|2021-11-20-17:50:57.4928694-05:00
380|1,2592703202287257E+34|2021-11-20-17:50:57.4928718-05:00
396|1,9684383426733238E+34|2021-11-20-17:50:57.4928741-05:00
22|1,640365285561103E+33|2021-11-20-17:50:57.4928764-05:00
1372|1,5344871625839774E+35|2021-11-20-17:50:57.4928787-05:00
40|6,710585259113603E+33|2021-11-20-17:50:57.4928810-05:00
1551|3,9030441513319495E+35|2021-11-20-17:50:57.4928833-05:00
1991|7,515436078628541E+35|2021-11-20-17:50:57.4928856-05:00
254|1,4381623033437841E+35|2021-11-20-17:50:57.4928880-05:00
429|3,643533237014666E+35|2021-11-20-17:50:57.4928903-05:00
1139|1,451043481454442E+36|2021-11-20-17:50:57.4928926-05:00
618|1,1809633953540543E+36|2021-11-20-17:50:57.4928949-05:00
740|2,121147846024272E+36|2021-11-20-17:50:57.4928991-05:00
1477|6,350544666036182E+36|2021-11-20-17:50:57.4929020-05:00
1025|6,61067191877497E+36|2021-11-20-17:50:57.4929045-05:00
1123|1,0864074972855062E+37|2021-11-20-17:50:57.4929068-05:00
184|2,670066511583256E+36|2021-11-20-17:50:57.4929091-05:00
432|9,403277714706249E+36|2021-11-20-17:50:57.4929115-05:00
435|1,4202867381587567E+37|2021-11-20-17:50:57.4929138-05:00
1289|6,312929674091852E+37|2021-11-20-17:50:57.4929161-05:00
748|5,495040414531465E+37|2021-11-20-17:50:57.4929184-05:00
1736|1,912979310085553E+38|2021-11-20-17:50:57.4929207-05:00
1199|1,9818509730350617E+38|2021-11-20-17:50:57.4929277-05:00
749|1,857055519770552E+38|2021-11-20-17:50:57.4929308-05:00
1688|6,2777898211736145E+38|2021-11-20-17:50:57.4929333-05:00
1239|6,91189122194974E+38|2021-11-20-17:50:57.4929357-05:00
775|6,48512796248311E+38|2021-11-20-17:50:57.4929380-05:00
456|5,7236484210818674E+38|2021-11-20-17:50:57.4929404-05:00
1322|2,4890339515362593E+39|2021-11-20-17:50:57.4929427-05:00
769|2,17178567556511E+39|2021-11-20-17:50:57.4929451-05:00
1251|5,299552431986903E+39|2021-11-20-17:50:57.4929474-05:00
666|4,2320166902917003E+39|2021-11-20-17:50:57.4929497-05:00
1391|1,3258412649089538E+40|2021-11-20-17:50:57.4929520-05:00
458|6,5481879870054E+39|2021-11-20-17:50:57.4929543-05:00
429|9,200347095279422E+39|2021-11-20-17:50:57.4929566-05:00
1187|3,818465734998837E+40|2021-11-20-17:50:57.4929589-05:00
642|3,0978791093545746E+40|2021-11-20-17:50:57.4929612-05:00
211|1,5272254487705963E+40|2021-11-20-17:50:57.4929635-05:00
1531|1,6622148071571917E+41|2021-11-20-17:50:57.4929658-05:00
1202|1,9575266474881886E+41|2021-11-20-17:50:57.4929681-05:00
1852|4,524133965659058E+41|2021-11-20-17:50:57.4929704-05:00
1092|4,0013668659554735E+41|2021-11-20-17:50:57.4929727-05:00
885|4,864299006003563E+41|2021-11-20-17:50:57.4929749-05:00
1803|1,486496797936343E+42|2021-11-20-17:50:57.4929772-05:00
225|2,782543922925767E+41|2021-11-20-17:50:57.4929795-05:00
1923|3,567221309190833E+42|2021-11-20-17:50:57.4929818-05:00
718|1,9978665366607005E+42|2021-11-20-17:50:57.4929860-05:00
306|1,277187660622927E+42|2021-11-20-17:50:57.4929888-05:00
1796|1,1244259992543023E+43|2021-11-20-17:50:57.4929914-05:00
1659|1,5579811242451735E+43|2021-11-20-17:50:57.4929938-05:00
627|8,832316138351934E+42|2021-11-20-17:50:57.4929961-05:00
1616|3,414598775018355E+43|2021-11-20-17:50:57.4929984-05:00
401|1,2709660663202603E+43|2021-11-20-17:50:57.4930058-05:00
368|1,7495592733386125E+43|2021-11-20-17:50:57.4930086-05:00
514|3,665516847130626E+43|2021-11-20-17:50:57.4930110-05:00
1326|1,4184266554363452E+44|2021-11-20-17:50:57.4930134-05:00
1181|1,8949795023419955E+44|2021-11-20-17:50:57.4930255-05:00
1647|3,9640532265333605E+44|2021-11-20-17:50:57.4930279-05:00
333|1,2022128637847078E+44|2021-11-20-17:50:57.4930303-05:00
133|7,202446436187665E+43|2021-11-20-17:50:57.4930325-05:00
1264|1,0267547701512641E+45|2021-11-20-17:50:57.4930348-05:00
1095|1,3342125870043127E+45|2021-11-20-17:50:57.4930372-05:00
669|1,2227235900080619E+45|2021-11-20-17:50:57.4930394-05:00
1485|4,071176078838502E+45|2021-11-20-17:50:57.4930416-05:00
1178|4,844288303910864E+45|2021-11-20-17:50:57.4930439-05:00
474|2,92384463843856E+45|2021-11-20-17:50:57.4930461-05:00
1226|1,1343776983309097E+46|2021-11-20-17:50:57.4930483-05:00
282|3,913880639428832E+45|2021-11-20-17:50:57.4930505-05:00
1048|2,1817802713411787E+46|2021-11-20-17:50:57.4930526-05:00
1837|5,736541543588377E+46|2021-11-20-17:50:57.4930548-05:00
482|2,2577678475854088E+46|2021-11-20-17:50:57.4930570-05:00
1973|1,386278826748759E+47|2021-11-20-17:50:57.4930591-05:00
900|9,485435459254052E+46|2021-11-20-17:50:57.4930613-05:00
1232|1,947676080966832E+47|2021-11-20-17:50:57.4930635-05:00
1437|3,407642688737018E+47|2021-11-20-17:50:57.4930751-05:00
1655|5,886898381899546E+47|2021-11-20-17:50:57.4930776-05:00
851|4,5405593864016745E+47|2021-11-20-17:50:57.4930799-05:00
1396|1,1172657291568866E+48|2021-11-20-17:50:57.4930821-05:00
524|6,290622228634046E+47|2021-11-20-17:50:57.4930844-05:00
1765|3,178324876013099E+48|2021-11-20-17:50:57.4930891-05:00
522|1,4099877495287572E+48|2021-11-20-17:50:57.4930921-05:00
469|1,9002421107154804E+48|2021-11-20-17:50:57.4930998-05:00
660|4,011172046073188E+48|2021-11-20-17:50:57.4931207-05:00
1662|1,5151290774030998E+49|2021-11-20-17:50:57.4931241-05:00
142|1,941771922303612E+48|2021-11-20-17:50:57.4931265-05:00
1634|3,3516077334972903E+49|2021-11-20-17:50:57.4931288-05:00
265|8,153390906151609E+48|2021-11-20-17:50:57.4931311-05:00
1023|4,721274847354583E+49|2021-11-20-17:50:57.4931335-05:00
1943|1,345078743168615E+50|2021-11-20-17:50:57.4931357-05:00
1103|1,1453591253589674E+50|2021-11-20-17:50:57.4931381-05:00
7|1,0903237367424439E+48|2021-11-20-17:50:57.4931404-05:00
994|2,3223895592614056E+50|2021-11-20-17:50:57.4931426-05:00
1877|6,578156744567895E+50|2021-11-20-17:50:57.4931449-05:00
1399|7,35442830499506E+50|2021-11-20-17:50:57.4931473-05:00
1937|1,5273975296757074E+51|2021-11-20-17:50:57.4931496-05:00
757|8,953845611495952E+50|2021-11-20-17:50:57.4931519-05:00
423|7,504907583215562E+50|2021-11-20-17:50:57.4931542-05:00
1400|3,72584064414957E+51|2021-11-20-17:50:57.4931564-05:00
625|2,4949825742073015E+51|2021-11-20-17:50:57.4931587-05:00
1751|1,0484914769848763E+52|2021-11-20-17:50:57.4931609-05:00
697|6,260410275200962E+51|2021-11-20-17:50:57.4931631-05:00
436|5,8741869727136706E+51|2021-11-20-17:50:57.4931747-05:00
1258|2,542337343465756E+52|2021-11-20-17:50:57.4931866-05:00
1958|5,935488694561945E+52|2021-11-20-17:50:57.4931892-05:00
1178|5,356490563478527E+52|2021-11-20-17:50:57.4931914-05:00
654|4,4607107324044434E+52|2021-11-20-17:50:57.4931936-05:00
716|7,325387349544912E+52|2021-11-20-17:50:57.4931958-05:00
1168|1,7924690832964644E+53|2021-11-20-17:50:57.4931980-05:00
930|2,140834221916582E+53|2021-11-20-17:50:57.4932003-05:00
859|2,9660912848812E+53|2021-11-20-17:50:57.4932025-05:00
475|2,4602328759928465E+53|2021-11-20-17:50:57.4932202-05:00
1785|1,386794426414915E+54|2021-11-20-17:50:57.4932239-05:00
1124|1,3098797775549281E+54|2021-11-20-17:50:57.4932264-05:00
568|9,928981943743762E+53|2021-11-20-17:50:57.4932374-05:00
1611|4,224187476594507E+54|2021-11-20-17:50:57.4932407-05:00
796|3,130775820641739E+54|2021-11-20-17:50:57.4932430-05:00
436|2,572270586306152E+54|2021-11-20-17:50:57.4932453-05:00
1007|8,911501652787713E+54|2021-11-20-17:50:57.4932475-05:00
1343|1,7827428082960128E+55|2021-11-20-17:50:57.4932498-05:00
1543|3,0723441770671045E+55|2021-11-20-17:50:57.4932521-05:00
209|6,242254695466865E+54|2021-11-20-17:50:57.4932544-05:00
203|9,094576817079715E+54|2021-11-20-17:50:57.4932567-05:00
339|2,2781242913719384E+55|2021-11-20-17:50:57.4932589-05:00
1945|1,9605981180170004E+56|2021-11-20-17:50:57.4932717-05:00
1831|2,7685258257756767E+56|2021-11-20-17:50:57.4932753-05:00
1487|3,3725815698485234E+56|2021-11-20-17:50:57.4932779-05:00
96|3,26598349736508E+55|2021-11-20-17:50:57.4932803-05:00
1501|7,659751921164039E+56|2021-11-20-17:50:57.4932826-05:00
1295|9,912770224424482E+56|2021-11-20-17:50:57.4932849-05:00
681|7,819223771621319E+56|2021-11-20-17:50:57.4932873-05:00
1233|2,123590949429314E+57|2021-11-20-17:50:57.4932896-05:00
1451|3,7485772112188985E+57|2021-11-20-17:50:57.4932919-05:00
771|2,987752959872265E+57|2021-11-20-17:50:57.4932943-05:00
772|4,487442188757565E+57|2021-11-20-17:50:57.4932966-05:00
1068|9,312023816566865E+57|2021-11-20-17:50:57.4932989-05:00
86|1,1247669216639752E+57|2021-11-20-17:50:57.4933011-05:00
1211|2,3757431548867567E+58|2021-11-20-17:50:57.4933034-05:00
702|2,0657783171723822E+58|2021-11-20-17:50:57.4933057-05:00
485|2,1408172731380457E+58|2021-11-20-17:50:57.4933080-05:00
1487|9,845552428318373E+58|2021-11-20-17:50:57.4933103-05:00
918|9,11723314982811E+58|2021-11-20-17:50:57.4933125-05:00
1097|1,6342491446669016E+59|2021-11-20-17:50:57.4933149-05:00
93|2,0781928503284665E+58|2021-11-20-17:50:57.4933172-05:00
1085|3,636837488074816E+59|2021-11-20-17:50:57.4933195-05:00
629|3,1625402488466256E+59|2021-11-20-17:50:57.4933218-05:00
221|1,6667441852029515E+59|2021-11-20-17:50:57.4933241-05:00
1870|2,1154830042960537E+60|2021-11-20-17:50:57.4933264-05:00
1310|2,2229540660116288E+60|2021-11-20-17:50:57.4933287-05:00
1788|4,551116645071136E+60|2021-11-20-17:50:57.4933310-05:00
1141|4,356396050357522E+60|2021-11-20-17:50:57.4933333-05:00
322|1,844118573464227E+60|2021-11-20-17:50:57.4933356-05:00
1416|1,216431009328577E+61|2021-11-20-17:50:57.4933380-05:00
57|7,3449753741238225E+59|2021-11-20-17:50:57.4933454-05:00
1081|2,089452205112593E+61|2021-11-20-17:50:57.4933486-05:00
1543|4,473669869318313E+61|2021-11-20-17:50:57.4933510-05:00
494|2,1484052969312183E+61|2021-11-20-17:50:57.4933535-05:00
98|6,3930279078722485E+60|2021-11-20-17:50:57.4933559-05:00
1312|1,2838243798665904E+62|2021-11-20-17:50:57.4933615-05:00
128|1,87876738517062E+61|2021-11-20-17:50:57.4933641-05:00
1691|3,723041775379123E+62|2021-11-20-17:50:57.4933665-05:00
559|1,846109123983084E+62|2021-11-20-17:50:57.4933688-05:00
1215|6,018844147511933E+62|2021-11-20-17:50:57.4933712-05:00
1872|1,3910217585360912E+63|2021-11-20-17:50:57.4933734-05:00
250|2,7865019201444132E+62|2021-11-20-17:50:57.4933757-05:00
1625|2,716839372140803E+63|2021-11-20-17:50:57.4933781-05:00
1024|2,5680401696050914E+63|2021-11-20-17:50:57.4933804-05:00
1015|3,8182042560778825E+63|2021-11-20-17:50:57.4933827-05:00
352|1,986218568678938E+63|2021-11-20-17:50:57.4933850-05:00
1499|1,2687535374075546E+64|2021-11-20-17:50:57.4933873-05:00
1526|1,9374095044202082E+64|2021-11-20-17:50:57.4933896-05:00
1584|3,016569451181137E+64|2021-11-20-17:50:57.4933918-05:00
1734|4,9533441556326625E+64|2021-11-20-17:50:57.4933941-05:00
522|2,2367176896541954E+64|2021-11-20-17:50:57.4933964-05:00
1856|1,1929161011489041E+65|2021-11-20-17:50:57.4933987-05:00
626|6,035281352256578E+64|2021-11-20-17:50:57.4934010-05:00
1111|1,6066767369865156E+65|2021-11-20-17:50:57.4934033-05:00
110|2,3861535697819537E+64|2021-11-20-17:50:57.4934076-05:00
1253|4,077068758550166E+65|2021-11-20-17:50:57.4934101-05:00
1317|6,427972332414887E+65|2021-11-20-17:50:57.4934124-05:00
1610|1,1787056327093356E+66|2021-11-20-17:50:57.4934147-05:00
1616|1,7746474867623788E+66|2021-11-20-17:50:57.4934195-05:00
785|1,2930986483061268E+66|2021-11-20-17:50:57.4934225-05:00
1713|4,232633091493749E+66|2021-11-20-17:50:57.4934433-05:00
154|5,707753906217489E+65|2021-11-20-17:50:57.4934463-05:00
360|2,0014202008814572E+66|2021-11-20-17:50:57.4934488-05:00
1817|1,5152418770840034E+67|2021-11-20-17:50:57.4934511-05:00
1394|1,74373735001797E+67|2021-11-20-17:50:57.4934535-05:00
1689|3,1691237993332325E+67|2021-11-20-17:50:57.4934558-05:00
1228|3,4562025093971665E+67|2021-11-20-17:50:57.4934582-05:00
574|2,4232820525985023E+67|2021-11-20-17:50:57.4934606-05:00
1987|1,2582913166846403E+68|2021-11-20-17:50:57.4934629-05:00
1898|1,802896516658868E+68|2021-11-20-17:50:57.4934653-05:00
574|8,178576927519945E+67|2021-11-20-17:50:57.4934677-05:00
794|1,6969834705010895E+68|2021-11-20-17:50:57.4934700-05:00
929|2,9782701084927814E+68|2021-11-20-17:50:57.4934725-05:00
1703|8,189441326313034E+68|2021-11-20-17:50:57.4934749-05:00
1224|8,829016015919397E+68|2021-11-20-17:50:57.4934772-05:00
1843|1,9941025143798343E+69|2021-11-20-17:50:57.4934795-05:00
1459|2,3679291116225E+69|2021-11-20-17:50:57.4934818-05:00
1605|3,907326481309916E+69|2021-11-20-17:50:57.4934842-05:00
1206|4,403958632205383E+69|2021-11-20-17:50:57.4934865-05:00
1518|8,314936820507179E+69|2021-11-20-17:50:57.4934888-05:00
1811|1,487979306515662E+70|2021-11-20-17:50:57.4934911-05:00
262|3,229021907568499E+69|2021-11-20-17:50:57.4934934-05:00
1556|2,876540890177434E+70|2021-11-20-17:50:57.4934958-05:00
587|1,6277598032141586E+70|2021-11-20-17:50:57.4934981-05:00
894|3,7186131109202494E+70|2021-11-20-17:50:57.4935005-05:00
201|1,254096032374111E+70|2021-11-20-17:50:57.4935028-05:00
456|4,26767008031787E+70|2021-11-20-17:50:57.4935052-05:00
432|6,064583798346447E+70|2021-11-20-17:50:57.4935075-05:00
384|8,086111731128596E+70|2021-11-20-17:50:57.4935098-05:00
845|2,669048598751431E+71|2021-11-20-17:50:57.4935177-05:00
1995|9,452222404454033E+71|2021-11-20-17:50:57.4935205-05:00
518|3,681391883839992E+71|2021-11-20-17:50:57.4935250-05:00
75|7,995300906023148E+70|2021-11-20-17:50:57.4935279-05:00
1773|2,8351337012758084E+72|2021-11-20-17:50:57.4935303-05:00
1501|3,6002839979822234E+72|2021-11-20-17:50:57.4935326-05:00
1719|6,184765015854206E+72|2021-11-20-17:50:57.4935348-05:00
1890|1,0200005130859031E+73|2021-11-20-17:50:57.4935370-05:00
1808|1,4636197838565974E+73|2021-11-20-17:50:57.4935392-05:00
1629|1,9780724235915908E+73|2021-11-20-17:50:57.4935415-05:00
1325|2,413394071140753E+73|2021-11-20-17:50:57.4935437-05:00
1124|3,0709301161836295E+73|2021-11-20-17:50:57.4935459-05:00
925|3,790850121178635E+73|2021-11-20-17:50:57.4935482-05:00
1538|9,454585113036878E+73|2021-11-20-17:50:57.4935504-05:00
1686|1,5546583713179624E+74|2021-11-20-17:50:57.4935526-05:00
1160|1,6044516999366872E+74|2021-11-20-17:50:57.4935549-05:00
1728|3,585119660548184E+74|2021-11-20-17:50:57.4935571-05:00
