Start |2021-11-20-17:51:17.4314694-05:00
1156|8272175603615228|2021-11-20-17:51:17.4361335-05:00
162|1738874283458910,2|2021-11-20-17:51:17.4361357-05:00
143|2302398356802076|2021-11-20-17:51:17.4361414-05:00
1305|31517096387692750|2021-11-20-17:51:17.4361438-05:00
1813|65678730748145930|2021-11-20-17:51:17.4361474-05:00
1379|74934613652807410|2021-11-20-17:51:17.4361497-05:00
1331|1,0848945334142858E+17|2021-11-20-17:51:17.4361532-05:00
832|1,0172414558234626E+17|2021-11-20-17:51:17.4361705-05:00
306|56119450507568430|2021-11-20-17:51:17.4361746-05:00
629|1,73034972398336E+17|2021-11-20-17:51:17.4361771-05:00
1002|4,134683044748791E+17|2021-11-20-17:51:17.4361794-05:00
1896|1,173556744437681E+18|2021-11-20-17:51:17.4361816-05:00
31|28781850536050720|2021-11-20-17:51:17.4361838-05:00
1393|1,939989570808967E+18|2021-11-20-17:51:17.4361859-05:00
326|6,810157215546195E+17|2021-11-20-17:51:17.4361880-05:00
433|1,356808929907133E+18|2021-11-20-17:51:17.4361902-05:00
1747|8,211357507671228E+18|2021-11-20-17:51:17.4362034-05:00
1377|9,708390917054906E+18|2021-11-20-17:51:17.4362067-05:00
1380|1,4594313143285154E+19|2021-11-20-17:51:17.4362090-05:00
1431|2,270050229134897E+19|2021-11-20-17:51:17.4362113-05:00
1401|3,33369011637106E+19|2021-11-20-17:51:17.4362134-05:00
571|2,0380482403082174E+19|2021-11-20-17:51:17.4362157-05:00
194|1,0386550576702124E+19|2021-11-20-17:51:17.4362179-05:00
1090|8,753613501498955E+19|2021-11-20-17:51:17.4362201-05:00
1384|1,667201984322186E+20|2021-11-20-17:51:17.4362223-05:00
345|6,233938055539967E+19|2021-11-20-17:51:17.4362244-05:00
1841|4,9898608522822084E+20|2021-11-20-17:51:17.4362265-05:00
1850|7,521381784401482E+20|2021-11-20-17:51:17.4362315-05:00
337|2,0551667524405133E+20|2021-11-20-17:51:17.4362363-05:00
908|8,306044857044447E+20|2021-11-20-17:51:17.4362388-05:00
384|5,2690328608563895E+20|2021-11-20-17:51:17.4362410-05:00
1078|2,2187568062512452E+21|2021-11-20-17:51:17.4362432-05:00
135|4,167887321575855E+20|2021-11-20-17:51:17.4362454-05:00
29|1,342985914729998E+20|2021-11-20-17:51:17.4362476-05:00
1816|1,2614805626636254E+22|2021-11-20-17:51:17.4362497-05:00
1237|1,2889191541973331E+22|2021-11-20-17:51:17.4362518-05:00
1324|2,0693560551624118E+22|2021-11-20-17:51:17.4362539-05:00
102|2,391325350754147E+21|2021-11-20-17:51:17.4362560-05:00
1549|5,447298482820843E+22|2021-11-20-17:51:17.4362581-05:00
219|1,1552211437099076E+22|2021-11-20-17:51:17.4362602-05:00
285|2,2550549723104363E+22|2021-11-20-17:51:17.4362623-05:00
1782|2,1150041898195775E+23|2021-11-20-17:51:17.4362644-05:00
1282|2,2823530061857733E+23|2021-11-20-17:51:17.4362664-05:00
1009|2,694493974151457E+23|2021-11-20-17:51:17.4362685-05:00
1420|5,6880794498935606E+23|2021-11-20-17:51:17.4362706-05:00
1843|1,1073729323401935E+24|2021-11-20-17:51:17.4362784-05:00
651|5,867334066360277E+23|2021-11-20-17:51:17.4362814-05:00
586|7,92225290987816E+23|2021-11-20-17:51:17.4362838-05:00
724|1,4681854368818573E+24|2021-11-20-17:51:17.4362860-05:00
137|4,167294299436763E+23|2021-11-20-17:51:17.4362881-05:00
901|4,1110206172910844E+24|2021-11-20-17:51:17.4362902-05:00
929|6,358165627297587E+24|2021-11-20-17:51:17.4362925-05:00
1158|1,1888195580856737E+25|2021-11-20-17:51:17.4362945-05:00
1870|2,8796535927722928E+25|2021-11-20-17:51:17.4362966-05:00
1933|4,465002990504418E+25|2021-11-20-17:51:17.4362988-05:00
585|2,026921947319E+25|2021-11-20-17:51:17.4363009-05:00
1968|1,0228159980317416E+26|2021-11-20-17:51:17.4363030-05:00
1053|8,20903388664195E+25|2021-11-20-17:51:17.4363052-05:00
1920|2,2452058493379695E+26|2021-11-20-17:51:17.4363073-05:00
1468|2,5749704584594837E+26|2021-11-20-17:51:17.4363095-05:00
1538|4,046632730017731E+26|2021-11-20-17:51:17.4363116-05:00
1481|5,8449899933253504E+26|2021-11-20-17:51:17.4363138-05:00
495|2,930388298476754E+26|2021-11-20-17:51:17.4363159-05:00
1397|1,2405310463551593E+27|2021-11-20-17:51:17.4363179-05:00
246|3,276706915569461E+26|2021-11-20-17:51:17.4363200-05:00
1923|3,842138657707362E+27|2021-11-20-17:51:17.4363221-05:00
1762|5,280692913323224E+27|2021-11-20-17:51:17.4363242-05:00
3|1,3486446146398698E+25|2021-11-20-17:51:17.4363262-05:00
1577|1,0634062786435373E+28|2021-11-20-17:51:17.4363283-05:00
1088|1,1004940055461338E+28|2021-11-20-17:51:17.4363304-05:00
1108|1,6810855121485975E+28|2021-11-20-17:51:17.4363325-05:00
1646|3,7460289977390683E+28|2021-11-20-17:51:17.4363345-05:00
1828|6,240347212515507E+28|2021-11-20-17:51:17.4363366-05:00
1161|5,945057259625687E+28|2021-11-20-17:51:17.4363386-05:00
1146|8,80237160146129E+28|2021-11-20-17:51:17.4363407-05:00
1618|1,8641671794717754E+29|2021-11-20-17:51:17.4363434-05:00
1289|2,227668258039974E+29|2021-11-20-17:51:17.4363456-05:00
1184|3,0693086317137268E+29|2021-11-20-17:51:17.4363562-05:00
1669|6,48987682389807E+29|2021-11-20-17:51:17.4363591-05:00
1541|8,988226649754577E+29|2021-11-20-17:51:17.4363614-05:00
1693|1,481220089360918E+30|2021-11-20-17:51:17.4363636-05:00
1255|1,647015249983419E+30|2021-11-20-17:51:17.4363658-05:00
1126|2,216580683045414E+30|2021-11-20-17:51:17.4363679-05:00
201|5,935160532310767E+29|2021-11-20-17:51:17.4363702-05:00
7|3,100456994490699E+28|2021-11-20-17:51:17.4363723-05:00
1454|9,66013814997745E+30|2021-11-20-17:51:17.4363744-05:00
1919|1,912428312566031E+31|2021-11-20-17:51:17.4363765-05:00
264|3,946438831558875E+30|2021-11-20-17:51:17.4363786-05:00
96|2,1526029990321143E+30|2021-11-20-17:51:17.4363807-05:00
1231|4,140397330950832E+31|2021-11-20-17:51:17.4363827-05:00
1269|6,402312201027546E+31|2021-11-20-17:51:17.4363848-05:00
272|2,058426617824459E+31|2021-11-20-17:51:17.4363869-05:00
182|2,0659943627429313E+31|2021-11-20-17:51:17.4363890-05:00
81|1,3792215113915721E+31|2021-11-20-17:51:17.4363911-05:00
681|1,7393515726993716E+32|2021-11-20-17:51:17.4363932-05:00
804|3,080261375441178E+32|2021-11-20-17:51:17.4363953-05:00
1288|7,40182211113477E+32|2021-11-20-17:51:17.4363974-05:00
1884|1,6240333296635763E+33|2021-11-20-17:51:17.4363995-05:00
764|9,878674075342135E+32|2021-11-20-17:51:17.4364088-05:00
1497|2,9034767848404146E+33|2021-11-20-17:51:17.4364118-05:00
82|2,38562220798511E+32|2021-11-20-17:51:17.4364142-05:00
649|2,8321990481384204E+33|2021-11-20-17:51:17.4364164-05:00
1009|6,604827826436825E+33|2021-11-20-17:51:17.4364186-05:00
1635|1,6053855544436386E+34|2021-11-20-17:51:17.4364209-05:00
1029|1,5155428766261506E+34|2021-11-20-17:51:17.4364231-05:00
1255|2,7726039506790363E+34|2021-11-20-17:51:17.4364252-05:00
1101|3,6485700593995444E+34|2021-11-20-17:51:17.4364273-05:00
1996|9,921724575696855E+34|2021-11-20-17:51:17.4364294-05:00
724|5,398293030664722E+34|2021-11-20-17:51:17.4364316-05:00
315|3,523057261034642E+34|2021-11-20-17:51:17.4364337-05:00
1296|2,1742296239528075E+35|2021-11-20-17:51:17.4364357-05:00
784|1,9729120661793997E+35|2021-11-20-17:51:17.4364378-05:00
1384|5,224190624219941E+35|2021-11-20-17:51:17.4364400-05:00
380|2,151581398703299E+35|2021-11-20-17:51:17.4364421-05:00
1774|1,506673184723547E+36|2021-11-20-17:51:17.4364442-05:00
283|3,6053143569061205E+35|2021-11-20-17:51:17.4364463-05:00
355|6,783851219266817E+35|2021-11-20-17:51:17.4364504-05:00
295|8,455927224015679E+35|2021-11-20-17:51:17.4364531-05:00
1390|5,976477376973794E+36|2021-11-20-17:51:17.4364554-05:00
791|5,101503890488782E+36|2021-11-20-17:51:17.4364575-05:00
4|3,8696616109902265E+34|2021-11-20-17:51:17.4364596-05:00
1498|2,17378240997376E+37|2021-11-20-17:51:17.4364617-05:00
1907|4,150937639339078E+37|2021-11-20-17:51:17.4364639-05:00
346|1,1296993365584594E+37|2021-11-20-17:51:17.4364660-05:00
1819|8,90862612658889E+37|2021-11-20-17:51:17.4364681-05:00
837|6,148862068132134E+37|2021-11-20-17:51:17.4364702-05:00
1464|1,6132498329292912E+38|2021-11-20-17:51:17.4364722-05:00
1747|2,8876510841469997E+38|2021-11-20-17:51:17.4364794-05:00
481|1,1925817156336921E+38|2021-11-20-17:51:17.4364822-05:00
343|1,2756409411507997E+38|2021-11-20-17:51:17.4364846-05:00
331|1,846518155339277E+38|2021-11-20-17:51:17.4364868-05:00
1404|1,1748541495904886E+39|2021-11-20-17:51:17.4364890-05:00
421|5,284333301042689E+38|2021-11-20-17:51:17.4364912-05:00
173|3,257207818576194E+38|2021-11-20-17:51:17.4364933-05:00
1459|4,12046202945318E+39|2021-11-20-17:51:17.4364955-05:00
1045|4,426884325680507E+39|2021-11-20-17:51:17.4364976-05:00
247|1,5695317154685433E+39|2021-11-20-17:51:17.4364998-05:00
1491|1,4211569561317398E+40|2021-11-20-17:51:17.4365020-05:00
1171|1,6742201163282366E+40|2021-11-20-17:51:17.4365042-05:00
752|1,6127414954895397E+40|2021-11-20-17:51:17.4365063-05:00
353|1,135567316305467E+40|2021-11-20-17:51:17.4365084-05:00
1923|9,279161257459264E+40|2021-11-20-17:51:17.4365104-05:00
1540|1,1146574365434684E+41|2021-11-20-17:51:17.4365126-05:00
1780|1,932555425695494E+41|2021-11-20-17:51:17.4365147-05:00
1935|3,151259619708523E+41|2021-11-20-17:51:17.4365168-05:00
485|1,1847759035338246E+41|2021-11-20-17:51:17.4365190-05:00
887|3,2501945147458834E+41|2021-11-20-17:51:17.4365211-05:00
1801|9,898985886793692E+41|2021-11-20-17:51:17.4365232-05:00
306|2,5228398234526954E+41|2021-11-20-17:51:17.4365253-05:00
399|4,93437788998836E+41|2021-11-20-17:51:17.4365296-05:00
449|8,329081475957796E+41|2021-11-20-17:51:17.4365324-05:00
993|2,7630661154652866E+42|2021-11-20-17:51:17.4365347-05:00
495|2,066038862772382E+42|2021-11-20-17:51:17.4365369-05:00
1973|1,235240810984821E+43|2021-11-20-17:51:17.4365391-05:00
1493|1,4020891009632574E+43|2021-11-20-17:51:17.4365413-05:00
583|8,212504479520219E+42|2021-11-20-17:51:17.4365435-05:00
741|1,5657287699805699E+43|2021-11-20-17:51:17.4365456-05:00
664|2,1045423143058675E+43|2021-11-20-17:51:17.4365534-05:00
1815|8,628940437797776E+43|2021-11-20-17:51:17.4365560-05:00
193|1,376351656607414E+43|2021-11-20-17:51:17.4365583-05:00
1790|1,9147690145030602E+44|2021-11-20-17:51:17.4365605-05:00
1354|2,1725675242769364E+44|2021-11-20-17:51:17.4365651-05:00
1516|3,64875816115639E+44|2021-11-20-17:51:17.4365675-05:00
381|1,3755048081140351E+44|2021-11-20-17:51:17.4365732-05:00
1984|1,074410054841829E+45|2021-11-20-17:51:17.4365756-05:00
1891|1,5360706252816775E+45|2021-11-20-17:51:17.4365778-05:00
364|4,43519070017872E+44|2021-11-20-17:51:17.4365800-05:00
1212|2,2151584321222286E+45|2021-11-20-17:51:17.4365822-05:00
920|2,5222100959807554E+45|2021-11-20-17:51:17.4365844-05:00
730|3,0019783207597033E+45|2021-11-20-17:51:17.4365866-05:00
36|2,2206414975482736E+44|2021-11-20-17:51:17.4365887-05:00
864|7,994309391173785E+45|2021-11-20-17:51:17.4365908-05:00
1124|1,5600006520276621E+46|2021-11-20-17:51:17.4365929-05:00
639|1,3303030471250126E+46|2021-11-20-17:51:17.4365949-05:00
438|1,3677763723961398E+46|2021-11-20-17:51:17.4365970-05:00
81|3,7941741837016206E+45|2021-11-20-17:51:17.4365991-05:00
1958|1,3757394540162545E+47|2021-11-20-17:51:17.4366012-05:00
128|1,3490397097605762E+46|2021-11-20-17:51:17.4366033-05:00
410|6,481714230490269E+46|2021-11-20-17:51:17.4366053-05:00
1335|3,16576408452604E+47|2021-11-20-17:51:17.4366074-05:00
1949|6,932667641282305E+47|2021-11-20-17:51:17.4366095-05:00
1662|8,867696474970131E+47|2021-11-20-17:51:17.4366116-05:00
1442|1,1540810755331164E+48|2021-11-20-17:51:17.4366159-05:00
82|9,844103487557095E+46|2021-11-20-17:51:17.4366187-05:00
1894|3,41062170831094E+48|2021-11-20-17:51:17.4366210-05:00
1337|3,6114054044443455E+48|2021-11-20-17:51:17.4366232-05:00
910|3,687036931238992E+48|2021-11-20-17:51:17.4366308-05:00
447|2,716657431204114E+48|2021-11-20-17:51:17.4366334-05:00
679|6,189967771099307E+48|2021-11-20-17:51:17.4366357-05:00
876|1,1978818337591296E+49|2021-11-20-17:51:17.4366379-05:00
304|6,235549271622866E+48|2021-11-20-17:51:17.4366401-05:00
1583|4,870497284693583E+49|2021-11-20-17:51:17.4366422-05:00
1675|7,730337604417328E+49|2021-11-20-17:51:17.4366443-05:00
978|6,770391203391176E+49|2021-11-20-17:51:17.4366466-05:00
961|9,979058200090368E+49|2021-11-20-17:51:17.4366487-05:00
999|1,556047732865288E+50|2021-11-20-17:51:17.4366508-05:00
407|9,509180589732315E+49|2021-11-20-17:51:17.4366530-05:00
1159|4,061845320700155E+50|2021-11-20-17:51:17.4366551-05:00
1795|9,436167839504027E+50|2021-11-20-17:51:17.4366575-05:00
44|3,4695658908482767E+49|2021-11-20-17:51:17.4366596-05:00
122|1,443023995511897E+50|2021-11-20-17:51:17.4366617-05:00
1674|2,9700272563363715E+51|2021-11-20-17:51:17.4366637-05:00
882|2,347279605814229E+51|2021-11-20-17:51:17.4366658-05:00
1576|6,291348059121132E+51|2021-11-20-17:51:17.4366679-05:00
363|2,173628818649401E+51|2021-11-20-17:51:17.4366700-05:00
1585|1,4236370568426864E+52|2021-11-20-17:51:17.4366721-05:00
1869|2,5180861128444613E+52|2021-11-20-17:51:17.4366742-05:00
1855|3,7488360668751807E+52|2021-11-20-17:51:17.4366784-05:00
1535|4,653204875460973E+52|2021-11-20-17:51:17.4366807-05:00
1412|6,420513306987844E+52|2021-11-20-17:51:17.4366829-05:00
625|4,2629116326495065E+52|2021-11-20-17:51:17.4366850-05:00
614|6,281826581872313E+52|2021-11-20-17:51:17.4366871-05:00
254|3,8980063968947085E+52|2021-11-20-17:51:17.4366892-05:00
481|1,1072486674643828E+53|2021-11-20-17:51:17.4366913-05:00
243|8,390688966544024E+52|2021-11-20-17:51:17.4366935-05:00
128|6,629680171096513E+52|2021-11-20-17:51:17.4367011-05:00
1912|1,4854627133363123E+54|2021-11-20-17:51:17.4367038-05:00
1434|1,6711455525033514E+54|2021-11-20-17:51:17.4367062-05:00
487|8,513053180639458E+53|2021-11-20-17:51:17.4367084-05:00
648|1,6991145157251648E+54|2021-11-20-17:51:17.4367106-05:00
982|3,862339014912296E+54|2021-11-20-17:51:17.4367128-05:00
1916|1,1303831292116027E+55|2021-11-20-17:51:17.4367150-05:00
533|4,716812692091213E+54|2021-11-20-17:51:17.4367172-05:00
45|5,973449469346282E+53|2021-11-20-17:51:17.4367194-05:00
426|8,482298246471722E+54|2021-11-20-17:51:17.4367216-05:00
453|1,352986304806933E+55|2021-11-20-17:51:17.4367237-05:00
1189|5,326823564289548E+55|2021-11-20-17:51:17.4367258-05:00
146|9,811390753401268E+54|2021-11-20-17:51:17.4367279-05:00
1677|1,6904488657658147E+56|2021-11-20-17:51:17.4367402-05:00
1439|2,1758103021797917E+56|2021-11-20-17:51:17.4367435-05:00
1674|3,7967058156869053E+56|2021-11-20-17:51:17.4367459-05:00
800|2,7216529144709E+56|2021-11-20-17:51:17.4367483-05:00
332|1,6942289392581352E+56|2021-11-20-17:51:17.4367505-05:00
366|2,8016014688334827E+56|2021-11-20-17:51:17.4367528-05:00
1213|1,3927633531536945E+57|2021-11-20-17:51:17.4367549-05:00
276|4,753536918430581E+56|2021-11-20-17:51:17.4367570-05:00
781|2,0176697463555893E+57|2021-11-20-17:51:17.4367591-05:00
1865|7,227184526798669E+57|2021-11-20-17:51:17.4367613-05:00
1719|9,992115443619501E+57|2021-11-20-17:51:17.4367634-05:00
309|2,6942091379392893E+57|2021-11-20-17:51:17.4367655-05:00
1467|1,9186431093965716E+58|2021-11-20-17:51:17.4367677-05:00
1054|2,0677401199427263E+58|2021-11-20-17:51:17.4367698-05:00
912|2,683746189830787E+58|2021-11-20-17:51:17.4367721-05:00
1267|5,592609247558565E+58|2021-11-20-17:51:17.4367742-05:00
251|1,661892171827782E+58|2021-11-20-17:51:17.4367763-05:00
1689|1,677451720050074E+59|2021-11-20-17:51:17.4367785-05:00
1329|1,9798697477322808E+59|2021-11-20-17:51:17.4367807-05:00
1194|2,6681314659055793E+59|2021-11-20-17:51:17.4367828-05:00
735|2,4636641048248755E+59|2021-11-20-17:51:17.4367850-05:00
834|4,1932568641305025E+59|2021-11-20-17:51:17.4367871-05:00
1087|8,197968005952977E+59|2021-11-20-17:51:17.4367892-05:00
972|1,0995986525004086E+60|2021-11-20-17:51:17.4367914-05:00
672|1,1403245285189424E+60|2021-11-20-17:51:17.4367935-05:00
1148|2,9220816043297897E+60|2021-11-20-17:51:17.4367956-05:00
1062|4,054770031095257E+60|2021-11-20-17:51:17.4367977-05:00
205|1,1740506445967904E+60|2021-11-20-17:51:17.4367998-05:00
1141|9,801891113304423E+60|2021-11-20-17:51:17.4368019-05:00
837|1,078551647042393E+61|2021-11-20-17:51:17.4368094-05:00
1150|2,222821494800631E+61|2021-11-20-17:51:17.4368124-05:00
1909|5,53482552205357E+61|2021-11-20-17:51:17.4368147-05:00
397|1,7265524349831856E+61|2021-11-20-17:51:17.4368169-05:00
1724|1,1246510319563017E+62|2021-11-20-17:51:17.4368191-05:00
179|1,7515591767996926E+61|2021-11-20-17:51:17.4368213-05:00
97|1,4237534090746105E+61|2021-11-20-17:51:17.4368235-05:00
1737|3,824319079735977E+62|2021-11-20-17:51:17.4368257-05:00
1825|6,027100449497546E+62|2021-11-20-17:51:17.4368279-05:00
283|1,4019200771571003E+62|2021-11-20-17:51:17.4368300-05:00
1887|1,4021677662166688E+63|2021-11-20-17:51:17.4368322-05:00
1268|1,4133137738972464E+63|2021-11-20-17:51:17.4368344-05:00
1967|3,288629566154437E+63|2021-11-20-17:51:17.4368366-05:00
1346|3,375568426062943E+63|2021-11-20-17:51:17.4368388-05:00
47|1,7680354683316305E+62|2021-11-20-17:51:17.4368409-05:00
1714|9,671530189533236E+63|2021-11-20-17:51:17.4368431-05:00
178|1,5065919256740808E+63|2021-11-20-17:51:17.4368453-05:00
1180|1,498127926091642E+64|2021-11-20-17:51:17.4368476-05:00
1927|3,66977861895584E+64|2021-11-20-17:51:17.4368497-05:00
1005|2,8708828583684116E+64|2021-11-20-17:51:17.4368520-05:00
1266|5,424683132379715E+64|2021-11-20-17:51:17.4368541-05:00
1793|1,1524237981465437E+65|2021-11-20-17:51:17.4368563-05:00
736|7,095794049937447E+64|2021-11-20-17:51:17.4368585-05:00
1124|1,6254767348090402E+65|2021-11-20-17:51:17.4368606-05:00
1994|4,325445652859287E+65|2021-11-20-17:51:17.4368628-05:00
1410|4,587922545535303E+65|2021-11-20-17:51:17.4368650-05:00
844|4,1193687536508464E+65|2021-11-20-17:51:17.4368694-05:00
352|2,5770458553645104E+65|2021-11-20-17:51:17.4368722-05:00
702|7,709174107098947E+65|2021-11-20-17:51:17.4368745-05:00
128|2,1084920634800538E+65|2021-11-20-17:51:17.4368767-05:00
1183|2,9230618489416842E+66|2021-11-20-17:51:17.4368851-05:00
1304|4,8330591517581856E+66|2021-11-20-17:51:17.4368878-05:00
1009|5,609536063026085E+66|2021-11-20-17:51:17.4368902-05:00
1134|9,456710449164888E+66|2021-11-20-17:51:17.4368924-05:00
1944|2,431725544070971E+67|2021-11-20-17:51:17.4368945-05:00
716|1,3434533098416783E+67|2021-11-20-17:51:17.4368966-05:00
1810|5,094239855056084E+67|2021-11-20-17:51:17.4368988-05:00
1912|8,071977847680028E+67|2021-11-20-17:51:17.4369010-05:00
1743|1,103775422738464E+68|2021-11-20-17:51:17.4369032-05:00
876|8,321060846117853E+67|2021-11-20-17:51:17.4369053-05:00
816|1,1626687757589328E+68|2021-11-20-17:51:17.4369073-05:00
1529|3,26786867304303E+68|2021-11-20-17:51:17.4369095-05:00
426|1,3657083597609525E+68|2021-11-20-17:51:17.4369116-05:00
1406|6,76121814726725E+68|2021-11-20-17:51:17.4369137-05:00
1441|1,0394290914166545E+69|2021-11-20-17:51:17.4369158-05:00
1926|2,083907456698622E+69|2021-11-20-17:51:17.4369178-05:00
768|1,246449319894503E+69|2021-11-20-17:51:17.4369199-05:00
1487|3,6200588646154804E+69|2021-11-20-17:51:17.4369220-05:00
1041|3,801426978545443E+69|2021-11-20-17:51:17.4369241-05:00
1257|6,885293533186774E+69|2021-11-20-17:51:17.4369261-05:00
494|4,058872321472871E+69|2021-11-20-17:51:17.4369281-05:00
1967|2,424231332895892E+70|2021-11-20-17:51:17.4369302-05:00
1135|2,098248014364645E+70|2021-11-20-17:51:17.4369322-05:00
1200|3,3276179963492165E+70|2021-11-20-17:51:17.4369346-05:00
1875|7,799104678943476E+70|2021-11-20-17:51:17.4369367-05:00
1044|6,513812227853592E+70|2021-11-20-17:51:17.4369388-05:00
414|3,8745952044991187E+70|2021-11-20-17:51:17.4369408-05:00
786|1,1034173299769231E+71|2021-11-20-17:51:17.4369429-05:00
402|8,465148218525248E+70|2021-11-20-17:51:17.4369450-05:00
314|9,918121420212419E+70|2021-11-20-17:51:17.4369547-05:00
1335|6,325171383431646E+71|2021-11-20-17:51:17.4369574-05:00
1744|1,2394493137870552E+72|2021-11-20-17:51:17.4369598-05:00
1036|1,1044175651519975E+72|2021-11-20-17:51:17.4369620-05:00
1698|2,715204187685461E+72|2021-11-20-17:51:17.4369642-05:00
1100|2,638449298987639E+72|2021-11-20-17:51:17.4369665-05:00
584|2,1011650781028832E+72|2021-11-20-17:51:17.4369686-05:00
260|1,4031753090070624E+72|2021-11-20-17:51:17.4369708-05:00
834|6,751431967568597E+72|2021-11-20-17:51:17.4369729-05:00
1402|1,7024294277933766E+73|2021-11-20-17:51:17.4369750-05:00
1331|2,4243226480666733E+73|2021-11-20-17:51:17.4369771-05:00
1904|5,202002616738106E+73|2021-11-20-17:51:17.4369792-05:00
266|1,0901255483605589E+73|2021-11-20-17:51:17.4369813-05:00
1437|8,833705336433025E+73|2021-11-20-17:51:17.4369834-05:00
1052|9,700478093870087E+73|2021-11-20-17:51:17.4369855-05:00
189|2,6141497524830508E+73|2021-11-20-17:51:17.4369877-05:00
1736|3,601717436754426E+74|2021-11-20-17:51:17.4369897-05:00
