Start |2021-11-20-17:47:46.5542870-05:00
1299|8,040349214264492E+17|2021-11-20-17:47:46.5624033-05:00
1615|1,499441568249094E+18|2021-11-20-17:47:46.5624142-05:00
700|9,748691310597824E+17|2021-11-20-17:47:46.5624242-05:00
23|48047121459374990|2021-11-20-17:47:46.5624334-05:00
1886|5,909795939503124E+18|2021-11-20-17:47:46.5624447-05:00
595|2,796655819727751E+18|2021-11-20-17:47:46.5624707-05:00
1246|8,784789457262464E+18|2021-11-20-17:47:46.5624813-05:00
230|2,432385523880859E+18|2021-11-20-17:47:46.5624927-05:00
1833|2,9077582599610528E+19|2021-11-20-17:47:46.5625034-05:00
225|5,353892049846456E+18|2021-11-20-17:47:46.5625119-05:00
760|2,712638638588871E+19|2021-11-20-17:47:46.5625230-05:00
1892|1,0129563758309494E+20|2021-11-20-17:47:46.5625324-05:00
265|2,128172089813966E+19|2021-11-20-17:47:46.5625434-05:00
1424|1,7153870127708042E+20|2021-11-20-17:47:46.5625542-05:00
846|1,5286700275324092E+20|2021-11-20-17:47:46.5625613-05:00
395|1,0706111008427336E+20|2021-11-20-17:47:46.5625724-05:00
1546|6,285435804694428E+20|2021-11-20-17:47:46.5625874-05:00
16|9,757468260845167E+18|2021-11-20-17:47:46.5626018-05:00
1665|1,5230798113413E+21|2021-11-20-17:47:46.5626111-05:00
732|1,0044093891007493E+21|2021-11-20-17:47:46.5626222-05:00
1948|4,0094046925579087E+21|2021-11-20-17:47:46.5626323-05:00
551|1,7011154919913305E+21|2021-11-20-17:47:46.5626413-05:00
1006|4,658771828339234E+21|2021-11-20-17:47:46.5626522-05:00
937|6,508850700527627E+21|2021-11-20-17:47:46.5626611-05:00
279|2,907101406799159E+21|2021-11-20-17:47:46.5626722-05:00
945|1,4769950695834436E+22|2021-11-20-17:47:46.5626824-05:00
1322|3,0993452095068453E+22|2021-11-20-17:47:46.5626888-05:00
222|7,806973939226774E+21|2021-11-20-17:47:46.5626940-05:00
644|3,39708866004192E+22|2021-11-20-17:47:46.5627040-05:00
1619|1,281029473744069E+23|2021-11-20-17:47:46.5627133-05:00
783|9,293200227995113E+22|2021-11-20-17:47:46.5627247-05:00
979|1,7429201193883557E+23|2021-11-20-17:47:46.5627322-05:00
11|2,9375058191938575E+21|2021-11-20-17:47:46.5627422-05:00
1111|4,4503213160786944E+23|2021-11-20-17:47:46.5627534-05:00
1791|1,0761285522633135E+24|2021-11-20-17:47:46.5627747-05:00
1432|1,290633238560356E+24|2021-11-20-17:47:46.5627846-05:00
31|4,190952904543055E+22|2021-11-20-17:47:46.5627956-05:00
1659|3,3642536461146427E+24|2021-11-20-17:47:46.5628024-05:00
1775|5,399231665328653E+24|2021-11-20-17:47:46.5628136-05:00
495|2,258551837468465E+24|2021-11-20-17:47:46.5628244-05:00
843|5,769573330260351E+24|2021-11-20-17:47:46.5628326-05:00
1256|1,289427776300178E+25|2021-11-20-17:47:46.5628434-05:00
917|1,412108205653579E+25|2021-11-20-17:47:46.5628530-05:00
1124|2,5963079986171578E+25|2021-11-20-17:47:46.5628639-05:00
157|5,439773431266376E+24|2021-11-20-17:47:46.5628746-05:00
241|1,252533818727895E+25|2021-11-20-17:47:46.5628826-05:00
1196|9,323840957667401E+25|2021-11-20-17:47:46.5628936-05:00
791|9,249780348053822E+25|2021-11-20-17:47:46.5629031-05:00
932|1,6347905090492092E+26|2021-11-20-17:47:46.5629140-05:00
1865|4,90700262775232E+26|2021-11-20-17:47:46.5629248-05:00
518|2,0443651698464087E+26|2021-11-20-17:47:46.5629313-05:00
1845|1,0922356385231538E+27|2021-11-20-17:47:46.5629423-05:00
780|6,926372341854146E+26|2021-11-20-17:47:46.5629530-05:00
25|3,329986702814493E+25|2021-11-20-17:47:46.5629619-05:00
154|3,0769077134005918E+26|2021-11-20-17:47:46.5629729-05:00
748|2,241747048334717E+27|2021-11-20-17:47:46.5629823-05:00
610|2,7422440497677354E+27|2021-11-20-17:47:46.5629933-05:00
1763|1,1888302278050453E+28|2021-11-20-17:47:46.5630034-05:00
1743|1,7630156724879698E+28|2021-11-20-17:47:46.5630135-05:00
942|1,4292261303646018E+28|2021-11-20-17:47:46.5630244-05:00
1273|2,8971415031116852E+28|2021-11-20-17:47:46.5630323-05:00
1024|3,4956868411465422E+28|2021-11-20-17:47:46.5630395-05:00
1585|8,116206508619047E+28|2021-11-20-17:47:46.5630451-05:00
215|1,6514047943404686E+28|2021-11-20-17:47:46.5630503-05:00
1441|1,660237889752057E+29|2021-11-20-17:47:46.5630563-05:00
1780|3,0762214889923612E+29|2021-11-20-17:47:46.5630640-05:00
1882|4,878749024396312E+29|2021-11-20-17:47:46.5630886-05:00
1153|4,4834199987744004E+29|2021-11-20-17:47:46.5630983-05:00
1632|9,519004472679734E+29|2021-11-20-17:47:46.5631087-05:00
1414|1,2371206180486345E+30|2021-11-20-17:47:46.5631181-05:00
364|4,77700040632641E+29|2021-11-20-17:47:46.5631287-05:00
1887|3,7146427610183803E+30|2021-11-20-17:47:46.5631371-05:00
240|7,08675884455017E+29|2021-11-20-17:47:46.5631481-05:00
1170|5,182192405077311E+30|2021-11-20-17:47:46.5631577-05:00
1889|1,2550206991270565E+31|2021-11-20-17:47:46.5631685-05:00
693|6,906267955228033E+30|2021-11-20-17:47:46.5631794-05:00
1633|2,441111595430168E+31|2021-11-20-17:47:46.5631877-05:00
1881|4,217756501228549E+31|2021-11-20-17:47:46.5631987-05:00
780|2,623484905070389E+31|2021-11-20-17:47:46.5632080-05:00
38|1,9171620460129768E+30|2021-11-20-17:47:46.5632195-05:00
1749|1,323598586240801E+32|2021-11-20-17:47:46.5632304-05:00
532|6,039060444940876E+31|2021-11-20-17:47:46.5632399-05:00
1289|2,1948352199799214E+32|2021-11-20-17:47:46.5632507-05:00
779|1,9896547358778424E+32|2021-11-20-17:47:46.5632596-05:00
1101|4,2181191223392255E+32|2021-11-20-17:47:46.5632704-05:00
938|5,390457407022062E+32|2021-11-20-17:47:46.5632801-05:00
200|1,7240268892394656E+32|2021-11-20-17:47:46.5632912-05:00
1986|2,5679380515221833E+33|2021-11-20-17:47:46.5633184-05:00
958|1,8580699798778336E+33|2021-11-20-17:47:46.5633301-05:00
1043|3,0343950767420366E+33|2021-11-20-17:47:46.5633370-05:00
823|3,591525141167828E+33|2021-11-20-17:47:46.5633418-05:00
268|1,7543051114817333E+33|2021-11-20-17:47:46.5633511-05:00
1915|1,8803139674370446E+34|2021-11-20-17:47:46.5633599-05:00
834|1,2283408737669676E+34|2021-11-20-17:47:46.5633711-05:00
1222|2,6996988268763206E+34|2021-11-20-17:47:46.5633790-05:00
1818|6,024614321515324E+34|2021-11-20-17:47:46.5633888-05:00
1671|8,30621330961395E+34|2021-11-20-17:47:46.5633975-05:00
703|5,24171270795207E+34|2021-11-20-17:47:46.5634085-05:00
1682|1,881200734304847E+35|2021-11-20-17:47:46.5634154-05:00
376|6,307950143566787E+34|2021-11-20-17:47:46.5634223-05:00
358|9,008960710360014E+34|2021-11-20-17:47:46.5634275-05:00
43|1,6231228095481028E+34|2021-11-20-17:47:46.5634321-05:00
1158|6,556661209732685E+35|2021-11-20-17:47:46.5634369-05:00
1518|1,2892502223282663E+36|2021-11-20-17:47:46.5634416-05:00
1502|1,913491930767842E+36|2021-11-20-17:47:46.5634464-05:00
631|1,2058056674246089E+36|2021-11-20-17:47:46.5634620-05:00
1606|4,6034641090742985E+36|2021-11-20-17:47:46.5634738-05:00
1609|6,918095035648083E+36|2021-11-20-17:47:46.5634827-05:00
136|8,77123298491118E+35|2021-11-20-17:47:46.5634921-05:00
1461|1,4133939034141802E+37|2021-11-20-17:47:46.5635006-05:00
1114|1,616551137991167E+37|2021-11-20-17:47:46.5635116-05:00
728|1,5846264297004975E+37|2021-11-20-17:47:46.5635191-05:00
983|3,2095215255403627E+37|2021-11-20-17:47:46.5635303-05:00
1705|8,350306512278206E+37|2021-11-20-17:47:46.5635410-05:00
1192|8,756802371820195E+37|2021-11-20-17:47:46.5635497-05:00
741|8,1654243592937485E+37|2021-11-20-17:47:46.5635605-05:00
1734|2,8661631253067528E+38|2021-11-20-17:47:46.5635832-05:00
807|2,000859552009126E+38|2021-11-20-17:47:46.5635949-05:00
1113|4,13932468659137E+38|2021-11-20-17:47:46.5636043-05:00
504|2,811616768250742E+38|2021-11-20-17:47:46.5636151-05:00
1581|1,3229661043465544E+39|2021-11-20-17:47:46.5636257-05:00
1896|2,3798327645550923E+39|2021-11-20-17:47:46.5636336-05:00
196|3,690247008329098E+38|2021-11-20-17:47:46.5636448-05:00
590|1,666259491005741E+39|2021-11-20-17:47:46.5636538-05:00
592|2,5078617423950814E+39|2021-11-20-17:47:46.5636645-05:00
96|6,100204238258306E+38|2021-11-20-17:47:46.5636752-05:00
1971|1,8786722740011126E+40|2021-11-20-17:47:46.5636836-05:00
1405|2,0087781925202155E+40|2021-11-20-17:47:46.5636945-05:00
1948|4,177686746294712E+40|2021-11-20-17:47:46.5637048-05:00
71|2,2840022509260103E+39|2021-11-20-17:47:46.5637145-05:00
1022|4,931514719252921E+40|2021-11-20-17:47:46.5637252-05:00
931|6,738610866376422E+40|2021-11-20-17:47:46.5637332-05:00
199|2,160553537715749E+40|2021-11-20-17:47:46.5637442-05:00
404|6,5793740897273555E+40|2021-11-20-17:47:46.5637547-05:00
1680|4,1039660163645885E+41|2021-11-20-17:47:46.5637637-05:00
1706|6,251219664212488E+41|2021-11-20-17:47:46.5637746-05:00
1374|7,552030321185193E+41|2021-11-20-17:47:46.5637837-05:00
1771|1,4601141592597136E+42|2021-11-20-17:47:46.5637904-05:00
1277|1,5792482620338687E+42|2021-11-20-17:47:46.5638018-05:00
471|8,737187917986908E+41|2021-11-20-17:47:46.5638109-05:00
1332|3,7063485053371213E+42|2021-11-20-17:47:46.5638222-05:00
590|2,4625513717893038E+42|2021-11-20-17:47:46.5638307-05:00
1850|1,1582339079178504E+43|2021-11-20-17:47:46.5638398-05:00
1497|1,4058455352592072E+43|2021-11-20-17:47:46.5638485-05:00
1929|2,717310658832676E+43|2021-11-20-17:47:46.5638595-05:00
95|2,0073445768981667E+42|2021-11-20-17:47:46.5638679-05:00
1284|4,069627005374599E+43|2021-11-20-17:47:46.5638898-05:00
210|9,983898027204039E+42|2021-11-20-17:47:46.5638995-05:00
1641|1,1702554759029877E+44|2021-11-20-17:47:46.5639088-05:00
482|5,155970195477514E+43|2021-11-20-17:47:46.5639199-05:00
85|1,363871784073409E+43|2021-11-20-17:47:46.5639298-05:00
864|2,079503331951927E+44|2021-11-20-17:47:46.5639404-05:00
1589|5,736685407068771E+44|2021-11-20-17:47:46.5639511-05:00
1179|6,3847250738836514E+44|2021-11-20-17:47:46.5639600-05:00
795|6,457832612897586E+44|2021-11-20-17:47:46.5639710-05:00
462|5,629280504072991E+44|2021-11-20-17:47:46.5639818-05:00
1846|3,3739129254930974E+45|2021-11-20-17:47:46.5639908-05:00
569|1,5599321137098366E+45|2021-11-20-17:47:46.5640017-05:00
926|3,807988938388336E+45|2021-11-20-17:47:46.5640111-05:00
1406|8,672838737646868E+45|2021-11-20-17:47:46.5640220-05:00
659|6,097511445351302E+45|2021-11-20-17:47:46.5640326-05:00
201|2,7896808812950188E+45|2021-11-20-17:47:46.5640400-05:00
1661|3,4579551819634523E+46|2021-11-20-17:47:46.5640511-05:00
65|2,029805118852719E+45|2021-11-20-17:47:46.5640604-05:00
439|2,0563487242531007E+46|2021-11-20-17:47:46.5640715-05:00
184|1,2928297218538857E+46|2021-11-20-17:47:46.5640839-05:00
529|5,575328175494881E+46|2021-11-20-17:47:46.5640928-05:00
579|9,15344521818016E+46|2021-11-20-17:47:46.5641039-05:00
26|6,165533048515134E+45|2021-11-20-17:47:46.5641133-05:00
1486|5,28575890966932E+47|2021-11-20-17:47:46.5641243-05:00
1366|7,2883714710043326E+47|2021-11-20-17:47:46.5641350-05:00
1962|1,570254556307888E+48|2021-11-20-17:47:46.5641475-05:00
1530|1,8367656507271165E+48|2021-11-20-17:47:46.5641539-05:00
643|1,1578826602132705E+48|2021-11-20-17:47:46.5641589-05:00
1172|3,1657196215473245E+48|2021-11-20-17:47:46.5641637-05:00
992|4,019275423944044E+48|2021-11-20-17:47:46.5641912-05:00
46|2,7956653654449492E+47|2021-11-20-17:47:46.5642033-05:00
699|6,372293773193543E+48|2021-11-20-17:47:46.5642129-05:00
661|9,038811553821742E+48|2021-11-20-17:47:46.5642210-05:00
497|1,0194302592093961E+49|2021-11-20-17:47:46.5642289-05:00
812|2,4983220436962665E+49|2021-11-20-17:47:46.5642400-05:00
1762|8,131853647154227E+49|2021-11-20-17:47:46.5642489-05:00
1764|1,2211625851515372E+50|2021-11-20-17:47:46.5642599-05:00
1467|1,5233380207630147E+50|2021-11-20-17:47:46.5642709-05:00
1986|3,093404201672134E+50|2021-11-20-17:47:46.5642796-05:00
158|3,6915246515422745E+49|2021-11-20-17:47:46.5642905-05:00
1342|4,7031893187054424E+50|2021-11-20-17:47:46.5643002-05:00
1020|5,362056376765519E+50|2021-11-20-17:47:46.5643112-05:00
1609|1,2687571632670176E+51|2021-11-20-17:47:46.5643218-05:00
1219|1,4418411889581988E+51|2021-11-20-17:47:46.5643301-05:00
1859|3,298256074987643E+51|2021-11-20-17:47:46.5643413-05:00
806|2,145019685131824E+51|2021-11-20-17:47:46.5643505-05:00
846|3,3772084124470035E+51|2021-11-20-17:47:46.5643616-05:00
1870|1,1197481793042369E+52|2021-11-20-17:47:46.5643722-05:00
1811|1,6266288390801923E+52|2021-11-20-17:47:46.5643790-05:00
1132|1,5251329479614394E+52|2021-11-20-17:47:46.5643900-05:00
928|1,8754285013801445E+52|2021-11-20-17:47:46.5644001-05:00
1786|5,414087236204102E+52|2021-11-20-17:47:46.5644106-05:00
1058|4,81083787449939E+52|2021-11-20-17:47:46.5644214-05:00
1745|1,1902049278357421E+53|2021-11-20-17:47:46.5644295-05:00
1565|1,6011496092231546E+53|2021-11-20-17:47:46.5644405-05:00
705|1,0819269723664448E+53|2021-11-20-17:47:46.5644503-05:00
184|4,235628998200549E+52|2021-11-20-17:47:46.5644600-05:00
156|5,386615139015916E+52|2021-11-20-17:47:46.5644709-05:00
1115|5,775072961541103E+53|2021-11-20-17:47:46.5644966-05:00
122|9,478370869614545E+52|2021-11-20-17:47:46.5645073-05:00
1334|1,5546082057457953E+54|2021-11-20-17:47:46.5645123-05:00
947|1,6554130106910814E+54|2021-11-20-17:47:46.5645207-05:00
8|2,097672241636006E+52|2021-11-20-17:47:46.5645279-05:00
1803|7,091443221880723E+54|2021-11-20-17:47:46.5645391-05:00
416|2,454276522714127E+54|2021-11-20-17:47:46.5645491-05:00
1148|1,015928887527338E+55|2021-11-20-17:47:46.5645583-05:00
1907|2,5314151417874136E+55|2021-11-20-17:47:46.5645668-05:00
429|8,542032741165184E+54|2021-11-20-17:47:46.5645779-05:00
594|1,7741144923958458E+55|2021-11-20-17:47:46.5645863-05:00
897|4,0186381305027115E+55|2021-11-20-17:47:46.5645953-05:00
437|2,936697095367366E+55|2021-11-20-17:47:46.5646037-05:00
195|1,9656382160067613E+55|2021-11-20-17:47:46.5646418-05:00
79|1,1945032235733394E+55|2021-11-20-17:47:46.5646535-05:00
282|6,395884349006615E+55|2021-11-20-17:47:46.5646647-05:00
841|2,8611376263375334E+56|2021-11-20-17:47:46.5646741-05:00
1509|7,700576714881103E+56|2021-11-20-17:47:46.5646852-05:00
970|7,425009357290924E+56|2021-11-20-17:47:46.5646959-05:00
807|9,265952398969756E+56|2021-11-20-17:47:46.5647043-05:00
1626|2,8004532715101903E+57|2021-11-20-17:47:46.5647154-05:00
561|1,4493120713258457E+57|2021-11-20-17:47:46.5647248-05:00
1117|4,328560384146978E+57|2021-11-20-17:47:46.5647359-05:00
1659|9,643350506669431E+57|2021-11-20-17:47:46.5647466-05:00
831|7,245591565137701E+57|2021-11-20-17:47:46.5647539-05:00
41|5,362260905607324E+56|2021-11-20-17:47:46.5647648-05:00
64|1,2555537730202513E+57|2021-11-20-17:47:46.5647744-05:00
260|7,651030804342156E+57|2021-11-20-17:47:46.5647936-05:00
1641|7,24346627880316E+58|2021-11-20-17:47:46.5648128-05:00
915|6,058292180169005E+58|2021-11-20-17:47:46.5648216-05:00
931|9,246344294651384E+58|2021-11-20-17:47:46.5648409-05:00
107|1,5940260572411893E+58|2021-11-20-17:47:46.5648500-05:00
1578|3,5262239976541075E+59|2021-11-20-17:47:46.5648609-05:00
1608|5,389893715045442E+59|2021-11-20-17:47:46.5648714-05:00
352|1,769815846731339E+59|2021-11-20-17:47:46.5648780-05:00
1865|1,4065510884178754E+60|2021-11-20-17:47:46.5648848-05:00
823|9,310387767570333E+59|2021-11-20-17:47:46.5648898-05:00
396|6,719769543058053E+59|2021-11-20-17:47:46.5648941-05:00
1013|2,578457025423412E+60|2021-11-20-17:47:46.5648989-05:00
1806|6,895399883387979E+60|2021-11-20-17:47:46.5649035-05:00
803|4,598842281030355E+60|2021-11-20-17:47:46.5649081-05:00
712|6,116517504533523E+60|2021-11-20-17:47:46.5649178-05:00
898|1,1571557694672268E+61|2021-11-20-17:47:46.5649372-05:00
418|8,079472911536206E+60|2021-11-20-17:47:46.5649459-05:00
1276|3,699548122650789E+61|2021-11-20-17:47:46.5649557-05:00
915|3,9793336977572165E+61|2021-11-20-17:47:46.5649660-05:00
696|4,540354514162332E+61|2021-11-20-17:47:46.5649755-05:00
734|7,182371149558516E+61|2021-11-20-17:47:46.5649844-05:00
1708|2,506980229587046E+62|2021-11-20-17:47:46.5649950-05:00
776|1,7085040908895325E+62|2021-11-20-17:47:46.5650040-05:00
905|2,9887813187919336E+62|2021-11-20-17:47:46.5650149-05:00
57|2,823655279079672E+61|2021-11-20-17:47:46.5650253-05:00
1735|1,2892215550534818E+63|2021-11-20-17:47:46.5650335-05:00
1377|1,5348052576155429E+63|2021-11-20-17:47:46.5650443-05:00
529|8,84435709453837E+62|2021-11-20-17:47:46.5650533-05:00
555|1,3918577091121345E+63|2021-11-20-17:47:46.5650639-05:00
1005|3,780586480155933E+63|2021-11-20-17:47:46.5650762-05:00
1675|9,451466200389833E+63|2021-11-20-17:47:46.5650851-05:00
116|9,818239515628841E+62|2021-11-20-17:47:46.5651044-05:00
1967|2,4973030767985253E+64|2021-11-20-17:47:46.5651208-05:00
1739|3,311751436618685E+64|2021-11-20-17:47:46.5651488-05:00
156|4,4562957801539526E+63|2021-11-20-17:47:46.5651591-05:00
1506|6,453059081646012E+64|2021-11-20-17:47:46.5651670-05:00
993|6,382358235133954E+64|2021-11-20-17:47:46.5651776-05:00
1497|1,4432613712984181E+65|2021-11-20-17:47:46.5651866-05:00
488|7,057229951839961E+64|2021-11-20-17:47:46.5651973-05:00
1318|2,8590458227023773E+65|2021-11-20-17:47:46.5652076-05:00
828|2,6941843033356247E+65|2021-11-20-17:47:46.5652146-05:00
1842|8,990375881783008E+65|2021-11-20-17:47:46.5652254-05:00
213|1,5594055886154566E+65|2021-11-20-17:47:46.5652397-05:00
1459|1,6022343336548951E+66|2021-11-20-17:47:46.5652509-05:00
446|7,346777033688312E+65|2021-11-20-17:47:46.5652595-05:00
497|1,228031901034672E+66|2021-11-20-17:47:46.5652778-05:00
1164|4,314172433011141E+66|2021-11-20-17:47:46.5652866-05:00
4|2,2238002232016193E+64|2021-11-20-17:47:46.5652975-05:00
915|7,630414515860557E+66|2021-11-20-17:47:46.5653051-05:00
1662|2,078975233665614E+67|2021-11-20-17:47:46.5653144-05:00
700|1,3134320068284564E+67|2021-11-20-17:47:46.5653228-05:00
383|1,0779524113184973E+67|2021-11-20-17:47:46.5653334-05:00
1915|8,084643084888731E+67|2021-11-20-17:47:46.5653410-05:00
1344|8,511039404248397E+67|2021-11-20-17:47:46.5653505-05:00
1330|1,2633574115681215E+68|2021-11-20-17:47:46.5653595-05:00
552|7,865112306604545E+67|2021-11-20-17:47:46.5653695-05:00
865|1,8487288438078619E+68|2021-11-20-17:47:46.5653783-05:00
11|3,526476985298234E+66|2021-11-20-17:47:46.5653890-05:00
875|4,2077282210944833E+68|2021-11-20-17:47:46.5653980-05:00
371|2,6761151486160917E+68|2021-11-20-17:47:46.5654087-05:00
201|2,174794386274263E+68|2021-11-20-17:47:46.5654191-05:00
1079|1,7511963752163654E+69|2021-11-20-17:47:46.5654272-05:00
1797|4,3747449762703555E+69|2021-11-20-17:47:46.5654377-05:00
860|3,1404680130154474E+69|2021-11-20-17:47:46.5654466-05:00
1147|6,2827618795268336E+69|2021-11-20-17:47:46.5654573-05:00
280|2,300575404883409E+69|2021-11-20-17:47:46.5654678-05:00
1045|1,2879114096981227E+70|2021-11-20-17:47:46.5654761-05:00
67|1,238613365307764E+69|2021-11-20-17:47:46.5654866-05:00
648|1,796913718028577E+70|2021-11-20-17:47:46.5654948-05:00
1205|5,0122246070010077E+70|2021-11-20-17:47:46.5655056-05:00
1904|1,1879596246966704E+71|2021-11-20-17:47:46.5655161-05:00
920|8,610211565553597E+70|2021-11-20-17:47:46.5655238-05:00
789|1,1076288465035525E+71|2021-11-20-17:47:46.5655344-05:00
1597|3,3628959465136373E+71|2021-11-20-17:47:46.5655432-05:00
1867|5,897176016412926E+71|2021-11-20-17:47:46.5655647-05:00
891|4,2215188783802225E+71|2021-11-20-17:47:46.5655777-05:00
1495|1,0624866537337429E+72|2021-11-20-17:47:46.5655884-05:00
1317|1,4039748390976648E+72|2021-11-20-17:47:46.5655959-05:00
459|7,33968623172925E+71|2021-11-20-17:47:46.5656032-05:00
1560|3,741800824018833E+72|2021-11-20-17:47:46.5656107-05:00
572|2,0579904532103583E+72|2021-11-20-17:47:46.5656196-05:00
1373|7,409844997179602E+72|2021-11-20-17:47:46.5656302-05:00
1614|1,3065720858100378E+73|2021-11-20-17:47:46.5656407-05:00
892|1,083143401991221E+73|2021-11-20-17:47:46.5656467-05:00
306|5,573574232219399E+72|2021-11-20-17:47:46.5656573-05:00
1293|3,532662491303766E+73|2021-11-20-17:47:46.5656675-05:00
200|8,196432694440292E+72|2021-11-20-17:47:46.5656740-05:00
623|3,829783176477227E+73|2021-11-20-17:47:46.5656814-05:00
410|3,7806045803105847E+73|2021-11-20-17:47:46.5656911-05:00
1604|2,218569419567626E+74|2021-11-20-17:47:46.5657020-05:00
642|1,3319715405508877E+74|2021-11-20-17:47:46.5657121-05:00
983|3,059177627012904E+74|2021-11-20-17:47:46.5657184-05:00
